filing_date,transaction_date,owner,relationship,security,table,code,acquired_disposed,shares,price,shares_owned_after,accession
2025-11-18,2025-11-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1545,194,497108,0001827011-25-000014
2025-11-18,2025-11-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2160,195.01,494948,0001827011-25-000014
2025-11-18,2025-11-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4157,196.16,490791,0001827011-25-000014
2025-11-18,2025-11-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3400,197.04,487391,0001827011-25-000014
2025-11-18,2025-11-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1433,197.75,485958,0001827011-25-000014
2025-11-18,2025-11-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1387255,0001827011-25-000014
2025-11-24,2025-11-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,C,A,2879,0,488837,0001713445-25-000235
2025-11-24,2025-11-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,F,D,40261,187.78,448576,0001713445-25-000235
2025-11-24,2025-11-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class B Common Stock,derivative,C,D,2879,0,3581156,0001713445-25-000235
2025-11-24,2025-11-20,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,F,D,9405,187.78,74040,0001713445-25-000238
2025-11-24,2025-11-20,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,F,D,3066,187.78,25022,0001713445-25-000237
2025-11-24,2025-11-20,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,F,D,14840,187.78,187694,0001924253-25-000009
2025-11-24,2025-11-20,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,F,D,19637,187.78,264531,0001713445-25-000236
2025-11-24,2025-11-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,F,D,38113,187.78,1247955,0001663651-25-000006
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,200,186.46,73840,0001713445-25-000238
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,100,187.63,73740,0001713445-25-000238
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,100,188.91,73640,0001713445-25-000238
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,1500,191.29,72140,0001713445-25-000238
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,1900,192.49,70240,0001713445-25-000238
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,800,193.38,69440,0001713445-25-000238
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,1367,194.67,68073,0001713445-25-000238
2025-11-24,2025-11-24,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,460,195.45,67613,0001713445-25-000238
2025-11-24,2025-11-24,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,3215,186.44,21807,0001713445-25-000237
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,C,A,12000,0,199694,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,700,186.35,198994,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,400,189.06,198594,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,695,190.26,197899,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,5109,191.32,192790,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,6283,192.36,186507,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,4052,193.35,182455,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2486,194.35,179969,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,4275,195.15,175694,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,12000,0,57464,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,M,A,12000,0,12000,0001924253-25-000009
2025-11-24,2025-11-24,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,C,D,12000,0,0,0001924253-25-000009
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1200,186.24,1246755,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,200,186.48,1246555,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,300,187.91,1246255,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,800,188.96,1245455,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2202,190.37,1243253,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,12585,191.21,1230668,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,16962,192.31,1213706,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,10884,193.28,1202822,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,6901,194.31,1195921,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,11393,195.16,1184528,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,900,186.26,102199,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,100,186.48,102099,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,200,188.05,101899,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,500,189.03,101399,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1200,190.37,100199,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,8906,191.27,91293,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,10429,192.35,80864,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,6925,193.29,73939,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4812,194.36,69127,0001663651-25-000006
2025-11-24,2025-11-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,6995,195.18,62132,0001663651-25-000006
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,466576,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1000,208,465576,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,710,208.97,464866,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,400,209.56,464466,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,211.22,463866,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,400,212.62,463466,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1000,214,462466,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1800,215.31,460666,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,7421,216.36,453245,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4569,217.21,448676,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,217.89,448576,0001827011-25-000016
2025-12-02,2025-11-28,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1369255,0001827011-25-000016
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,C,A,12000,0,187694,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,200,226.47,187494,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,300,227.30,187194,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,300,228.62,186894,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,600,230.23,186294,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2300,231.47,183994,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1300,232.25,182694,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1300,233.38,181394,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1700,234.33,179694,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1041,235.27,178653,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,3170,236.65,175483,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1789,237.26,173694,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,12000,0,45464,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,M,A,12000,0,12000,0001713445-25-000239
2025-12-10,2025-12-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,C,D,12000,0,0,0001713445-25-000239
2025-12-11,2025-12-09,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,5187,230.80,16620,0001924279-25-000006
2025-12-11,2025-12-09,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,943,232.71,15677,0001924279-25-000006
2025-12-11,2025-12-09,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,1507,233.56,14170,0001924279-25-000006
2025-12-11,2025-12-09,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,930,235.07,13240,0001924279-25-000006
2025-12-11,2025-12-09,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,2401,236.01,10839,0001924279-25-000006
2025-12-11,2025-12-09,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,281,236.99,10558,0001924279-25-000006
2025-12-16,2025-12-12,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,G,D,800,0,9758,0001924279-25-000008
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,466576,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,200,214.62,466376,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,670,215.62,465706,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1800,216.90,463906,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3368,217.65,460538,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2419,218.48,458119,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1011,219.80,457108,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,800,220.51,456308,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1600,221.86,454708,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2000,222.72,452708,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2612,223.99,450096,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1320,224.62,448776,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,200,225.53,448576,0001827011-25-000018
2025-12-17,2025-12-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1351255,0001827011-25-000018
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,M,A,50000,7.92,117613,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,400,216.43,117213,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,1063,217.89,116150,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,2600,219,113550,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,23040,219.97,90510,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,4675,220.91,85835,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,9270,222,76565,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,4153,222.92,72412,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,9804,223.93,62608,0001924278-25-000006
2025-12-18,2025-12-16,Lee Benjamin Seong,Officer; Chief Legal Officer,Stock Option (Right to Buy),derivative,M,D,50000,0,199500,0001924278-25-000006
2025-12-18,2025-12-18,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,M,A,18750,7.92,81358,0001924278-25-000006
2025-12-18,2025-12-18,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,18750,240,62608,0001924278-25-000006
2025-12-18,2025-12-18,Lee Benjamin Seong,Officer; Chief Legal Officer,Stock Option (Right to Buy),derivative,M,D,18750,0,180750,0001924278-25-000006
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,39167,5.35,1223695,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,400,231.62,1223295,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2642,232.80,1220653,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,18359,233.34,1202294,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,6900,234.62,1195394,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,5207,235.57,1190187,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3609,236.66,1186578,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,797,237.68,1185781,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1253,238.57,1184528,0001663651-25-000008
2025-12-23,2025-12-19,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,39167,0,266627,0001663651-25-000008
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,C,A,12000,0,185694,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2000,231.49,183694,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,5147,232.53,178547,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,3616,233.44,174931,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,900,234.27,174031,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,400,235.16,173631,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1137,236.96,172494,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,200,237.82,172294,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,500,239.03,171794,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,100,240.10,171694,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,12000,0,33464,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,M,A,12000,0,12000,0001924253-25-000012
2025-12-29,2025-12-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,C,D,12000,0,0,0001924253-25-000012
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,466576,0001827011-26-000003
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1500,229.07,465076,0001827011-26-000003
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,8710,229.94,456366,0001827011-26-000003
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1844,231.04,454522,0001827011-26-000003
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4109,232.07,450413,0001827011-26-000003
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1737,232.75,448676,0001827011-26-000003
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,233.52,448576,0001827011-26-000003
2026-01-05,2025-12-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1333255,0001827011-26-000003
2026-01-07,2026-01-05,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,A,A,95,0,7899,0001713445-26-000001
2026-01-07,2026-01-05,FILIKRUSHEL PATRICIA,Director,Class A Common Stock,non-derivative,A,A,93,0,29799,0001237450-26-000001
2026-01-07,2026-01-05,Gale Mary Porter,Director,Class A Common Stock,non-derivative,A,A,81,0,7833,0001924581-26-000001
2026-01-07,2026-01-05,Habiger David C,Director,Class A Common Stock,non-derivative,A,A,217,0,34989,0001326409-26-000001
2026-01-07,2026-01-05,Newhouse Steven O,Director,"Class A common stock, par value $0.0001 per share",non-derivative,A,A,87,0,11246,0001913168-26-000001
2026-01-07,2026-01-05,Seibel Michael,Director,Class A Common Stock,non-derivative,A,A,78,0,3518,0001835628-26-000001
2026-01-08,2026-01-06,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,900,250.33,263631,0001699294-26-000002
2026-01-08,2026-01-06,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,2000,251.71,261631,0001699294-26-000002
2026-01-08,2026-01-06,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,1064,252.62,260567,0001699294-26-000002
2026-01-08,2026-01-06,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,4074,253.63,256493,0001699294-26-000002
2026-01-08,2026-01-06,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,375,254.26,256118,0001699294-26-000002
2026-01-09,2026-01-07,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,M,A,27930,7.92,90538,0001713445-26-000003
2026-01-09,2026-01-07,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,21680,260.10,68858,0001713445-26-000003
2026-01-09,2026-01-07,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,6250,260,62608,0001713445-26-000003
2026-01-09,2026-01-07,Lee Benjamin Seong,Officer; Chief Legal Officer,Stock Option (Right to Buy),derivative,M,D,27930,0,152820,0001713445-26-000003
2026-01-08,2026-01-07,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,500,260.06,255618,0001699294-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,C,A,12000,0,183694,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,700,249.24,182994,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1201,250.36,181793,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1000,251.33,180793,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2454,252.50,178339,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2800,253.53,175539,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1565,254.40,173974,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,856,255.36,173118,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1344,256.60,171774,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1200,257.50,170574,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,780,258.77,169794,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,100,259.52,169694,0001924253-26-000002
