supplier_cik,name,sic,first_link,last_link,ticker,ticker_src
742126,"US ECOLOGY, INC.  (CIK 0000742126)",4953.0,2010-03-04,2010-03-04,,
742278,RPC INC  (RES)  (CIK 0000742278),1389.0,2010-03-03,2010-03-03,RES,company_tickers
742550,XETA TECHNOLOGIES INC  (CIK 0000742550),3661.0,2010-01-08,2010-01-08,,
743316,MAXIM INTEGRATED PRODUCTS INC  (CIK 0000743316),3674.0,2011-08-08,2021-08-20,MXIM,oplev_hist_xbrl_prefix
743988,XILINX INC  (CIK 0000743988),3674.0,2010-06-01,2021-05-14,XLNX,oplev_hist_xbrl_prefix
747540,SURGE COMPONENTS INC  (SPRS)  (CIK 0000747540),5065.0,2011-02-28,2015-02-27,SPRS,company_tickers
748270,MEDICAL ACTION INDUSTRIES INC  (CIK 0000748270),3842.0,2010-06-02,2014-06-16,MDCI,oplev_hist_xbrl_prefix
749038,CONCURRENT COMPUTER CORP/DE  (CIK 0000749038),3571.0,2010-08-31,2017-09-20,,
749660,ICAD INC  (ICAD)  (CIK 0000749660),3841.0,2010-03-23,2025-03-31,ICAD,oplev_hist_xbrl_prefix
749872,BARRY R G CORP /OH/  (CIK 0000749872),3140.0,2010-09-09,2013-09-11,DFZ,oplev_hist_xbrl_prefix
750199,"EPL OIL & GAS, INC.  (CIK 0000750199)",1311.0,2015-10-13,2015-10-13,EPL,oplev_hist_xbrl_prefix
752431,NETWORK EQUIPMENT TECHNOLOGIES INC  (CIK 0000752431),3576.0,2010-06-09,2011-06-08,NWK,oplev_hist_xbrl_prefix
755003,MATERIAL SCIENCES CORP  (CIK 0000755003),3470.0,2010-05-14,2013-05-06,MASC,oplev_hist_xbrl_prefix
757011,USG CORP  (CIK 0000757011),3270.0,2010-02-12,2019-02-14,USG,oplev_hist_xbrl_prefix
758743,VIDEO DISPLAY CORP  (VIDE)  (CIK 0000758743),3670.0,2016-05-26,2018-05-29,VIDE,oplev_hist_xbrl_prefix
764065,CLIFFS NATURAL RESOURCES INC.  (CLF)  (CIK 0000764065),1000.0,2014-02-14,2014-02-14,CLF,company_tickers
764180,"ALTRIA GROUP, INC.  (MO)  (CIK 0000764180)",2111.0,2019-02-26,2024-02-27,MO,company_tickers
764897,Banyan Rail Services Inc.  (BRST)  (CIK 0000764897),6798.0,2010-04-15,2011-04-04,,
767884,"Ceres, Inc.  (CIK 0000767884)",100.0,2012-11-20,2012-11-20,,
767920,PMC SIERRA INC  (CIK 0000767920),3674.0,2011-02-24,2015-02-24,PMCS,oplev_hist_xbrl_prefix
768251,ALTERA CORP  (CIK 0000768251),3674.0,2014-02-14,2015-02-13,ALTR,oplev_hist_xbrl_prefix
768899,"TrueBlue, Inc.  (TBI)  (CIK 0000768899)",7363.0,2010-02-16,2010-02-16,TBI,company_tickers
769397,"Autodesk, Inc.  (ADSK)  (CIK 0000769397)",7372.0,2010-03-19,2026-03-03,ADSK,company_tickers
771266,KOPIN CORP  (KOPN)  (CIK 0000771266),3674.0,2010-03-08,2025-04-17,KOPN,company_tickers
772406,"CIRRUS LOGIC, INC.  (CRUS)  (CIK 0000772406)",3674.0,2010-06-01,2026-05-21,CRUS,company_tickers
772572,EDAC TECHNOLOGIES CORP  (CIK 0000772572),3724.0,2010-03-08,2013-03-15,EDAC,oplev_hist_xbrl_prefix
778164,"Alto Ingredients, Inc.  (ALTO)  (CIK 0000778164)",2860.0,2012-03-08,2025-03-13,ALTO,company_tickers
778438,"Berry Petroleum Company, LLC  (CIK 0000778438)",1311.0,2011-03-01,2016-03-28,BRY,oplev_hist_xbrl_prefix
785786,PLEXUS CORP  (PLXS)  (CIK 0000785786),3672.0,2010-11-19,2023-11-17,PLXS,company_tickers
786947,"ACURA PHARMACEUTICALS, INC  (ACUR)  (CIK 0000786947)",2834.0,2015-03-02,2017-03-31,ACUR,oplev_hist_xbrl_prefix
790705,TEKELEC  (CIK 0000790705),3663.0,2010-02-25,2011-02-25,TKLC,oplev_hist_xbrl_prefix
790715,SIGMA DESIGNS INC  (CIK 0000790715),3674.0,2010-04-01,2014-04-17,SIGM,oplev_hist_xbrl_prefix
791907,LINEAR TECHNOLOGY CORP /CA/  (CIK 0000791907),3674.0,2010-08-19,2013-08-19,LLTC,oplev_hist_xbrl_prefix
791908,"XOMA Corp  (XOMA, XOMAO, XOMAP)  (CIK 0000791908)",2834.0,2014-03-12,2018-03-07,XOMA,oplev_hist_xbrl_prefix
791915,CYPRESS SEMICONDUCTOR CORP /DE/  (CIK 0000791915),3674.0,2011-02-25,2011-02-25,CY,oplev_hist_xbrl_prefix
792977,AMAG PHARMACEUTICALS INC.  (CIK 0000792977),2834.0,2012-03-08,2015-02-18,AMAG,oplev_hist_xbrl_prefix
793074,WERNER ENTERPRISES INC  (WERN)  (CIK 0000793074),4213.0,2021-02-24,2026-02-26,WERN,company_tickers
796343,ADOBE SYSTEMS INC  (ADBE)  (CIK 0000796343),7372.0,2010-01-22,2013-01-22,ADBE,company_tickers
798287,PAMT CORP  (PAMT)  (CIK 0000798287),4213.0,2010-03-15,2026-03-12,PAMT,company_tickers
798949,"UNIT CORP  (UNTC, UNTCW)  (CIK 0000798949)",1311.0,2013-02-26,2023-03-17,UNTC,oplev_submissions
799167,MARTEN TRANSPORT LTD  (MRTN)  (CIK 0000799167),4213.0,2010-03-15,2026-02-27,MRTN,company_tickers
799233,HEARTLAND EXPRESS INC  (HTLD)  (CIK 0000799233),4213.0,2017-02-28,2020-02-25,HTLD,company_tickers
799288,LANDS END INC  (LE)  (CIK 0000799288),5651.0,2014-03-25,2014-03-25,LE,company_tickers
799526,FLANDERS CORP  (CIK 0000799526),3564.0,2010-03-23,2010-03-23,,
800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/  (CIK 0000800459),3651.0,2013-08-09,2016-08-11,HAR,oplev_hist_xbrl_prefix
802356,PARLUX FRAGRANCES INC  (CIK 0000802356),2844.0,2010-06-29,2011-05-26,,
802481,PILGRIMS PRIDE CORP  (PPC)  (CIK 0000802481),2015.0,2011-02-11,2011-02-11,PPC,company_tickers
802724,INSITE VISION INC  (CIK 0000802724),2834.0,2012-03-05,2015-02-18,INSV,oplev_hist_xbrl_prefix
804055,COCA COLA ENTERPRISES INC  (CIK 0000804055),2086.0,2010-02-12,2010-02-12,,
805012,ENVIRONMENTAL POWER CORP  (CIK 0000805012),4991.0,2010-03-30,2010-03-30,,
805054,TECHTEAM GLOBAL INC  (CIK 0000805054),7370.0,2010-03-30,2010-03-30,,
807707,VOXX International Corp  (VOXX)  (CIK 0000807707),5065.0,2011-05-16,2013-05-15,VOXX,oplev_hist_xbrl_prefix
808064,C&D TECHNOLOGIES INC  (CIK 0000808064),3690.0,2010-04-20,2010-04-20,,
808326,EMCORE CORP  (EMKR)  (CIK 0000808326),3674.0,2011-01-10,2011-01-10,EMKR,oplev_hist_xbrl_prefix
811596,KAISER ALUMINUM CORP  (KALU)  (CIK 0000811596),3350.0,2015-02-20,2018-02-23,KALU,company_tickers
814250,LADISH CO INC  (CIK 0000814250),3460.0,2010-03-05,2011-03-09,,
814453,NEWELL BRANDS INC.  (NWL)  (CIK 0000814453),3089.0,2010-03-01,2026-02-13,NWL,company_tickers
814586,"Lifeway Foods, Inc.  (LWAY)  (CIK 0000814586)",2020.0,2015-08-14,2020-04-14,LWAY,company_tickers
814926,"CAPSTONE COMPANIES, INC.  (CAPC)  (CIK 0000814926)",3640.0,2012-03-13,2013-03-27,CAPC,company_tickers
816284,CELGENE CORP /DE/  (CIK 0000816284),2834.0,2013-02-15,2015-02-20,CELG,oplev_hist_xbrl_prefix
817979,ACCURIDE CORP  (CIK 0000817979),3714.0,2014-03-06,2015-03-03,ACW,oplev_hist_xbrl_prefix
818479,DENTSPLY SIRONA Inc.  (XRAY)  (CIK 0000818479),3843.0,2010-02-22,2021-03-01,XRAY,company_tickers
818686,"TEVA PHARMACEUTICAL INDUSTRIES LTD  (TEVA, TEVJF)  (CIK 0000818686)",2834.0,2019-02-19,2020-02-21,TEVA,company_tickers
820081,CAMBREX CORP  (CIK 0000820081),2834.0,2014-02-11,2016-02-09,CBM,oplev_hist_xbrl_prefix
820096,PERRIGO CO  (CIK 0000820096),2834.0,2010-08-12,2013-08-15,,
820237,GEN PROBE INC  (CIK 0000820237),3841.0,2010-02-25,2012-02-23,,
820313,AMPHENOL CORP /DE/  (APH)  (CIK 0000820313),3678.0,2016-02-19,2016-02-19,APH,company_tickers
821002,G III APPAREL GROUP LTD /DE/  (GIII)  (CIK 0000821002),2300.0,2011-04-14,2026-03-24,GIII,company_tickers
823277,"CHS INC  (CHSCL, CHSCM, CHSCN, CHSCO, CHSCP)  (CIK 0000823277)",5150.0,2010-11-12,2014-11-05,CHSCP,company_tickers
825411,"SEVCON, INC.  (CIK 0000825411)",3620.0,2013-12-20,2015-12-24,,
825542,SCOTTS MIRACLE-GRO CO  (SMG)  (CIK 0000825542),2870.0,2010-11-24,2025-11-25,SMG,company_tickers
826773,"UniTek Global Services, Inc.  (CIK 0000826773)",4812.0,2010-03-31,2011-03-30,UNTK,oplev_hist_xbrl_prefix
827809,QLT INC/BC  (CIK 0000827809),2834.0,2012-02-23,2012-02-23,NVLN,oplev_hist_xbrl_prefix
829323,"INUVO, INC.  (INUV)  (CIK 0000829323)",7310.0,2012-03-29,2013-03-13,INUV,company_tickers
831259,FREEPORT-MCMORAN INC  (FCX)  (CIK 0000831259),1000.0,2015-02-27,2015-02-27,FCX,company_tickers
833640,POWER INTEGRATIONS INC  (POWI)  (CIK 0000833640),3674.0,2010-02-26,2015-02-10,POWI,company_tickers
836106,NOVELLUS SYSTEMS INC  (CIK 0000836106),3559.0,2010-02-24,2012-02-24,NVLS,oplev_hist_xbrl_prefix
836429,SYNERGETICS USA INC  (CIK 0000836429),3845.0,2011-10-11,2015-10-14,,
836690,INNOVATIVE SOLUTIONS & SUPPORT INC  (ISSC)  (CIK 0000836690),7371.0,2010-12-14,2024-01-12,IA,company_tickers
837173,"Walter Energy, Inc.  (CIK 0000837173)",1220.0,2014-02-26,2014-02-26,WLT,oplev_hist_xbrl_prefix
839087,"VASOMEDICAL, INC  (VASO)  (CIK 0000839087)",3845.0,2013-04-01,2014-03-27,VASO,company_tickers
842162,LEAR CORP  (LEA)  (CIK 0000842162),3714.0,2010-02-26,2026-02-13,LEA,company_tickers
844059,"FRP HOLDINGS, INC.  (FRPH)  (CIK 0000844059)",4210.0,2014-12-08,2014-12-08,FRPH,company_tickers
844143,Differential Brands Group Inc.  (CIK 0000844143),2300.0,2010-02-03,2018-04-02,CTRC,oplev_hist_xbrl_prefix
844161,CHEROKEE INC  (CIK 0000844161),2330.0,2010-04-15,2018-04-19,APEX,oplev_hist_xbrl_prefix
849240,HAWK CORP  (CIK 0000849240),3728.0,2010-03-10,2010-03-10,,
849399,SYMANTEC CORP  (GEN)  (CIK 0000849399),7372.0,2010-05-24,2012-05-21,GEN,company_tickers
849706,ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES INC  (CIK 0000849706),2430.0,2016-03-10,2017-03-17,,
850429,TREDEGAR CORP  (TG)  (CIK 0000850429),3350.0,2010-03-04,2015-03-02,TG,company_tickers
850693,ALLERGAN INC  (CIK 0000850693),2834.0,2010-02-26,2015-02-19,AGN,oplev_hist_xbrl_prefix
851205,COGNEX CORP  (CGNX)  (CIK 0000851205),3823.0,2015-02-12,2019-02-14,CGNX,company_tickers
851310,HARMONIC INC  (HLIT)  (CIK 0000851310),3663.0,2010-03-01,2025-02-14,HLIT,company_tickers
855654,IMMUNOGEN INC  (CIK 0000855654),2834.0,2015-08-27,2015-08-27,IMGN,oplev_hist_xbrl_prefix
855658,LATTICE SEMICONDUCTOR CORP  (LSCC)  (CIK 0000855658),3674.0,2010-03-10,2012-03-12,LSCC,company_tickers
857737,"ICONIX BRAND GROUP, INC.  (CIK 0000857737)",3140.0,2010-02-26,2020-03-30,,
859368,MEDICIS PHARMACEUTICAL CORP  (CIK 0000859368),2834.0,2010-03-01,2012-02-28,,
859737,HOLOGIC INC  (HOLX)  (CIK 0000859737),3844.0,2012-11-28,2012-11-28,HOLX,oplev_hist_xbrl_prefix
861361,B/E AEROSPACE INC  (CIK 0000861361),2531.0,2013-02-21,2016-02-25,BEAV,oplev_hist_xbrl_prefix
863436,BENCHMARK ELECTRONICS INC  (BHE)  (CIK 0000863436),3672.0,2012-02-29,2026-02-24,BHE,company_tickers
864240,SYPRIS SOLUTIONS INC  (SYPR)  (CIK 0000864240),3823.0,2018-03-20,2024-04-01,SYPR,company_tickers
864509,COMMAND SECURITY CORP  (CIK 0000864509),7381.0,2012-06-28,2013-06-27,MOC,oplev_hist_xbrl_prefix
866273,MATRIX SERVICE CO  (MTRX)  (CIK 0000866273),1700.0,2013-09-06,2018-09-12,MTRX,company_tickers
866374,FLEXTRONICS INTERNATIONAL LTD.  (FLEX)  (CIK 0000866374),3672.0,2010-05-24,2014-05-20,FLEX,company_tickers
866970,LIGHTING SCIENCE GROUP CORP  (CIK 0000866970),3640.0,2011-04-01,2017-04-14,LSCG,oplev_hist_xbrl_prefix
868278,"ProPhase Labs, Inc.  (PRPH)  (CIK 0000868278)",2834.0,2011-03-15,2019-03-26,PRPH,company_tickers
869487,TANDY BRANDS ACCESSORIES INC  (CIK 0000869487),2300.0,2010-08-26,2013-09-27,TBAC,oplev_hist_xbrl_prefix
870753,NUMEREX CORP /PA/  (CIK 0000870753),3669.0,2010-03-30,2010-03-30,NMRX,oplev_hist_xbrl_prefix
872589,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)",2834.0,2021-02-08,2025-02-05,REGN,company_tickers
873044,RADISYS CORP  (CIK 0000873044),3577.0,2010-03-15,2018-02-28,RSYS,oplev_hist_xbrl_prefix
873364,CEPHALON INC  (CIK 0000873364),2834.0,2010-02-12,2011-02-11,CEPH,oplev_hist_xbrl_prefix
874015,IONIS PHARMACEUTICALS INC  (IONS)  (CIK 0000874015),2834.0,2011-03-01,2018-02-28,IONS,company_tickers
874016,JONES GROUP INC  (CIK 0000874016),2330.0,2010-02-16,2014-02-18,JNY,oplev_hist_xbrl_prefix
874292,ADDVANTAGE TECHNOLOGIES GROUP INC  (AEYGQ)  (CIK 0000874292),5000.0,2020-12-17,2021-12-27,AEY,oplev_hist_xbrl_prefix
874396,"LIFETIME BRANDS, INC  (LCUT)  (CIK 0000874396)",3420.0,2010-03-18,2026-03-12,LCUT,company_tickers
874663,ALKERMES INC  (CIK 0000874663),2834.0,2010-05-21,2011-05-20,,
874841,PACIFIC SUNWEAR OF CALIFORNIA INC  (CIK 0000874841),5600.0,2014-03-28,2014-03-28,PSUN,oplev_hist_xbrl_prefix
875320,VERTEX PHARMACEUTICALS INC / MA  (VRTX)  (CIK 0000875320),2834.0,2010-02-19,2011-02-17,VRTX,company_tickers
875355,INSIGNIA SYSTEMS INC/MN  (LDWY)  (CIK 0000875355),7310.0,2011-03-16,2011-03-16,TULP,company_tickers
875657,ULTRALIFE CORP  (ULBI)  (CIK 0000875657),3690.0,2012-03-13,2026-03-23,ULBI,company_tickers
876883,MDC PARTNERS INC  (STGW)  (CIK 0000876883),7311.0,2010-03-10,2010-03-10,STGW,company_tickers
877422,SpartanNash Co  (SPTN)  (CIK 0000877422),5141.0,2017-03-01,2020-02-26,SPTN,oplev_hist_xbrl_prefix
877890,CITRIX SYSTEMS INC  (CIK 0000877890),7372.0,2010-02-24,2018-02-16,CTXS,oplev_hist_xbrl_prefix
879585,"ATN International, Inc.  (ATNI)  (CIK 0000879585)",4813.0,2011-03-16,2018-03-01,ATNI,company_tickers
879703,Paybox Corp.  (CIK 0000879703),7373.0,2010-03-26,2017-03-29,,
880117,SANFILIPPO JOHN B & SON INC  (JBSS)  (CIK 0000880117),2060.0,2010-08-26,2026-08-19,JBSS,company_tickers
880771,SCICLONE PHARMACEUTICALS INC  (CIK 0000880771),2834.0,2014-03-17,2014-03-17,SCLN,oplev_hist_xbrl_prefix
881524,VIVUS INC  (CIK 0000881524),2834.0,2010-03-10,2015-02-25,VVUS,oplev_hist_xbrl_prefix
881890,ABAXIS INC  (CIK 0000881890),3829.0,2014-05-30,2018-05-30,ABAX,oplev_hist_xbrl_prefix
882104,"PDL BIOPHARMA, INC.  (CIK 0000882104)",2836.0,2017-03-01,2018-03-16,PDLI,oplev_hist_xbrl_prefix
882154,"POWERSECURE INTERNATIONAL, INC.  (CIK 0000882154)",7389.0,2016-03-14,2016-03-14,POWR,oplev_hist_xbrl_prefix
883241,SYNOPSYS INC  (SNPS)  (CIK 0000883241),7372.0,2010-12-17,2019-12-20,SNPS,company_tickers
883945,USA TRUCK INC  (CIK 0000883945),4213.0,2018-02-28,2019-02-27,USAK,oplev_hist_xbrl_prefix
883984,ICU MEDICAL INC/DE  (ICUI)  (CIK 0000883984),3841.0,2016-02-26,2017-03-01,ICUI,company_tickers
884713,COTT CORP /CN/  (PRMW)  (CIK 0000884713),2086.0,2010-03-16,2017-03-01,PRMW,oplev_hist_xbrl_prefix
885590,"Valeant Pharmaceuticals International, Inc.  (BHC)  (CIK 0000885590)",2834.0,2010-02-26,2012-02-29,BHC,company_tickers
885721,EXPRESS SCRIPTS INC  (CIK 0000885721),5912.0,2012-02-22,2012-02-22,ESRX,oplev_hist_xbrl_prefix
886128,"FUELCELL ENERGY INC  (FCEL, FCELB)  (CIK 0000886128)",3690.0,2011-01-14,2012-01-17,FCEL,company_tickers
886475,"'mktg, inc.'  (CIK 0000886475)",7310.0,2010-01-20,2014-06-27,CMKG,oplev_hist_xbrl_prefix
886744,"GERON CORP  (GERN, GERNW)  (CIK 0000886744)",2834.0,2016-03-10,2017-03-01,GERN,company_tickers
886835,SUPERIOR ENERGY SERVICES INC  (CIK 0000886835),1389.0,2010-02-26,2014-02-27,SPN,oplev_hist_xbrl_prefix
887150,HAMPSHIRE GROUP LTD  (CIK 0000887150),2253.0,2010-03-22,2012-03-19,HAMP,oplev_hist_xbrl_prefix
887226,PERCEPTRON INC/MI  (CIK 0000887226),3827.0,2011-09-26,2019-09-12,PRCP,oplev_hist_xbrl_prefix
887708,CARACO PHARMACEUTICAL LABORATORIES LTD  (CIK 0000887708),2834.0,2010-06-09,2010-06-09,,
887733,"CENTRAL GARDEN & PET CO  (CENT, CENTA)  (CIK 0000887733)",5190.0,2010-11-19,2025-11-26,CENT,company_tickers
887921,REVLON INC /DE/  (CIK 0000887921),2844.0,2010-02-25,2023-03-17,REV,oplev_hist_xbrl_prefix
888491,OMEGA HEALTHCARE INVESTORS INC  (OHI)  (CIK 0000888491),6798.0,2018-02-23,2021-02-22,OHI,company_tickers
889331,LITTELFUSE INC /DE  (LFUS)  (CIK 0000889331),3613.0,2018-02-23,2024-02-16,LFUS,company_tickers
889348,CPI AEROSTRUCTURES INC  (CVU)  (CIK 0000889348),3728.0,2022-08-19,2026-03-31,CVU,company_tickers
889930,OVERLAND STORAGE INC  (CIK 0000889930),3572.0,2010-09-24,2011-09-14,OVRL,oplev_hist_xbrl_prefix
890394,"MoSys, Inc.  (PRSO)  (CIK 0000890394)",3674.0,2010-03-26,2020-03-17,PRSO,company_tickers
890547,REVLON CONSUMER PRODUCTS CORP  (CIK 0000890547),2844.0,2010-02-25,2021-03-11,RCPC,oplev_hist_xbrl_prefix
890801,"McAfee, Inc.  (CIK 0000890801)",7372.0,2010-02-26,2011-02-28,MFE,oplev_hist_xbrl_prefix
890926,RADIAN GROUP INC  (RDN)  (CIK 0000890926),6351.0,2014-02-28,2017-02-27,RDN,company_tickers
891103,IAC/INTERACTIVECORP  (MTCH)  (CIK 0000891103),5990.0,2017-02-28,2020-02-28,MTCH,company_tickers
891456,PLAINS EXPLORATION & PRODUCTION CO  (CIK 0000891456),1311.0,2010-02-25,2012-02-24,PXP,oplev_hist_xbrl_prefix
891532,PERMA FIX ENVIRONMENTAL SERVICES INC  (PESI)  (CIK 0000891532),4955.0,2010-03-12,2011-03-11,PESI,company_tickers
893691,MASONITE INTERNATIONAL CORP  (CIK 0000893691),2430.0,2014-02-27,2024-02-29,DOOR,oplev_hist_xbrl_prefix
894081,"Air Transport Services Group, Inc.  (ATSG)  (CIK 0000894081)",4513.0,2017-03-08,2020-03-02,ATSG,oplev_hist_xbrl_prefix
894237,VISION SCIENCES INC /DE/  (CIK 0000894237),3845.0,2010-06-02,2014-05-30,,
894627,VAALCO ENERGY INC /DE/  (EGY)  (CIK 0000894627),1311.0,2021-03-09,2022-03-11,EGY,company_tickers
895126,"CHESAPEAKE ENERGY CORP  (CHK, CHKEL, CHKEW, CHKEZ)  (CIK 0000895126)",1311.0,2013-03-01,2024-02-21,EXE,company_tickers
895419,"CREE, INC.  (WOLF)  (CIK 0000895419)",3674.0,2010-08-18,2021-08-18,WOLF,company_tickers
895447,SHOE CARNIVAL INC  (SCVL)  (CIK 0000895447),5661.0,2015-04-16,2026-03-26,SHOE,company_tickers
895655,JARDEN CORP  (CIK 0000895655),5190.0,2010-02-24,2016-02-26,JAH,oplev_hist_xbrl_prefix
897067,CYMER INC  (CIK 0000897067),3559.0,2010-02-26,2013-02-15,CYMI,oplev_hist_xbrl_prefix
897723,SANMINA CORP  (SANM)  (CIK 0000897723),3672.0,2010-11-24,2021-11-12,SANM,company_tickers
899751,TITAN INTERNATIONAL INC  (TWI)  (CIK 0000899751),3312.0,2010-02-25,2026-02-26,TWI,company_tickers
899866,ALEXION PHARMACEUTICALS INC  (CIK 0000899866),2834.0,2010-02-23,2011-02-17,ALXN,oplev_hist_xbrl_prefix
900349,"PERRY ELLIS INTERNATIONAL, INC  (CIK 0000900349)",2320.0,2010-04-13,2018-04-17,PERY,oplev_hist_xbrl_prefix
902622,ICAGEN INC  (CIK 0000902622),2834.0,2011-03-09,2011-03-09,,
903129,Gentherm Inc  (THRM)  (CIK 0000903129),3714.0,2012-03-15,2026-02-19,THRM,company_tickers
903651,INNODATA INC  (INOD)  (CIK 0000903651),7374.0,2012-02-28,2015-03-13,INOD,company_tickers
904080,STONE ENERGY CORP  (CIK 0000904080),1311.0,2015-02-26,2015-02-26,SGY,oplev_hist_xbrl_prefix
904979,SHILOH INDUSTRIES INC  (CIK 0000904979),3460.0,2010-12-17,2019-12-20,SHLO,oplev_hist_xbrl_prefix
906193,KEY TECHNOLOGY INC  (CIK 0000906193),3550.0,2013-12-13,2016-12-09,KTEC,oplev_hist_xbrl_prefix
906709,NEKTAR THERAPEUTICS  (NKTR)  (CIK 0000906709),2834.0,2010-03-03,2026-03-13,NKTR,company_tickers
907562,DYAX CORP  (CIK 0000907562),8731.0,2014-03-03,2015-02-27,DYAX,oplev_hist_xbrl_prefix
907687,ACTEL CORP  (CIK 0000907687),3674.0,2010-03-15,2010-03-15,,
908255,BORGWARNER INC  (BWA)  (CIK 0000908255),3714.0,2010-02-11,2026-02-11,BWA,company_tickers
909494,TUCOWS INC /PA/  (TCX)  (CIK 0000909494),7374.0,2025-03-13,2026-03-12,TCX,company_tickers
909791,ULTRATECH INC  (CIK 0000909791),3559.0,2010-03-01,2012-02-29,UTEK,oplev_hist_xbrl_prefix
909954,"KEURIG GREEN MOUNTAIN, INC.  (CIK 0000909954)",2090.0,2012-11-28,2015-11-19,GMCR,oplev_hist_xbrl_prefix
910406,HAIN CELESTIAL GROUP INC  (HAIN)  (CIK 0000910406),2000.0,2010-08-30,2026-09-14,HAIN,company_tickers
910521,DECKERS OUTDOOR CORP  (DECK)  (CIK 0000910521),3021.0,2010-03-01,2011-03-01,DECK,company_tickers
911002,LODGENET INTERACTIVE CORP  (CIK 0000911002),4899.0,2010-03-12,2013-03-26,LNET,oplev_hist_xbrl_prefix
911160,RF MICRO DEVICES INC  (CIK 0000911160),3674.0,2010-06-02,2013-05-24,RFMD,oplev_hist_xbrl_prefix
911650,NAVARRE CORP /MN/  (CIK 0000911650),5045.0,2010-06-11,2013-05-29,SPDC,oplev_hist_xbrl_prefix
912183,CUBIST PHARMACEUTICALS INC  (CIK 0000912183),2834.0,2010-02-26,2014-02-25,CBST,oplev_hist_xbrl_prefix
912562,"GIBRALTAR INDUSTRIES, INC.  (ROCK)  (CIK 0000912562)",3310.0,2010-02-25,2014-02-20,ROCK,company_tickers
912767,UFP INDUSTRIES INC  (UFPI)  (CIK 0000912767),2421.0,2010-02-23,2026-02-25,UFPI,company_tickers
913142,BELDEN INC.  (BDC)  (CIK 0000913142),3357.0,2021-02-16,2024-02-13,BDC,company_tickers
913241,"STEVEN MADDEN, LTD.  (SHOO)  (CIK 0000913241)",3140.0,2015-02-26,2021-03-16,SHOO,company_tickers
914025,PLANTRONICS INC /CA/  (CIK 0000914025),3661.0,2017-05-10,2022-05-27,POLY,oplev_hist_xbrl_prefix
914156,UFP TECHNOLOGIES INC  (UFPT)  (CIK 0000914156),3841.0,2026-02-27,2026-02-27,UFPT,company_tickers
914712,ModusLink Global Solutions Inc  (STCN)  (CIK 0000914712),7389.0,2010-10-14,2016-10-14,STCN,oplev_hist_xbrl_prefix
915358,SIGMATRON INTERNATIONAL INC  (SGMA)  (CIK 0000915358),3672.0,2014-07-24,2022-07-27,SGMA,oplev_hist_xbrl_prefix
916789,HELEN OF TROY LTD  (HELE)  (CIK 0000916789),3634.0,2010-05-13,2026-04-23,HELE,company_tickers
917523,"Nexxus Lighting, Inc.  (CIK 0000917523)",3357.0,2012-03-28,2012-03-28,RVLT,oplev_hist_xbrl_prefix
918160,AK STEEL HOLDING CORP  (CIK 0000918160),3312.0,2017-02-17,2020-02-20,AKS,oplev_hist_xbrl_prefix
918251,MOTORCAR PARTS AMERICA INC  (MPAA)  (CIK 0000918251),3714.0,2010-06-14,2022-06-14,MPAA,company_tickers
918962,POINDEXTER J B & CO INC  (CIK 0000918962),3713.0,2012-02-23,2012-02-23,PODX,oplev_hist_xbrl_prefix
918964,INTERNATIONAL TEXTILE GROUP INC  (CIK 0000918964),2200.0,2012-03-30,2016-03-23,ITXN,oplev_hist_xbrl_prefix
919013,WAVE SYSTEMS CORP  (CIK 0000919013),3577.0,2013-03-18,2015-03-09,WAVX,oplev_hist_xbrl_prefix
920371,"Simpson Manufacturing Co., Inc.  (SSD)  (CIK 0000920371)",3420.0,2010-02-26,2020-02-25,SSD,company_tickers
921313,VIEWCAST COM INC  (CIK 0000921313),3663.0,2010-03-31,2011-03-31,VCST,oplev_hist_xbrl_prefix
922237,ENOVA SYSTEMS INC  (CIK 0000922237),3670.0,2010-03-26,2010-03-26,,
922521,FALCONSTOR SOFTWARE INC  (FALC)  (CIK 0000922521),7372.0,2010-03-12,2011-03-14,FALC,oplev_submissions
923571,US XPRESS ENTERPRISES INC  (CIK 0000923571),4213.0,2019-03-06,2020-03-04,USX,oplev_hist_xbrl_prefix
924168,"ENERGY FOCUS, INC/DE  (EFOI)  (CIK 0000924168)",3640.0,2013-03-27,2014-03-27,EFOI,company_tickers
924717,SURMODICS INC  (SRDX)  (CIK 0000924717),3841.0,2010-12-14,2024-11-20,SRDX,oplev_hist_xbrl_prefix
926282,ADTRAN INC  (ADTN)  (CIK 0000926282),3661.0,2013-02-28,2013-02-28,ADTN,company_tickers
927003,ADVANCED ENERGY INDUSTRIES INC  (AEIS)  (CIK 0000927003),3679.0,2010-02-26,2025-02-18,AEIS,company_tickers
927066,DAVITA INC.  (DVA)  (CIK 0000927066),8090.0,2017-02-24,2017-02-24,DVA,company_tickers
927355,TESSCO TECHNOLOGIES INC  (CIK 0000927355),5065.0,2010-05-27,2014-05-29,TESS,oplev_hist_xbrl_prefix
927417,POLYMER GROUP INC  (CIK 0000927417),2221.0,2010-03-23,2015-04-01,PYMR,oplev_hist_xbrl_prefix
927653,MCKESSON CORP  (MCK)  (CIK 0000927653),5122.0,2010-05-04,2026-05-08,MCK,company_tickers
