form,name,cik,date,adsh
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2010-02-22,0000950123-10-015247
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2011-02-24,0000950123-11-017503
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2012-02-27,0001193125-12-080059
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2013-02-27,0001193125-13-080249
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2014-02-26,0000099250-14-000003
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2015-02-25,0000099250-15-000004
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2016-02-24,0000099250-16-000015
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2017-02-22,0000099250-17-000003
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2018-02-22,0000099250-18-000003
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2019-02-21,0000099250-19-000003
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2020-02-24,0000099250-20-000003
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2021-02-24,0000099250-21-000003
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2022-02-28,0000099250-22-000004
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2023-02-27,0000099250-23-000004
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2024-02-21,0000099250-24-000003
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2025-02-25,0000107263-25-000031
10-K,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",99250,2026-02-24,0000107263-26-000006
10-K,TYSON FOODS INC,100493,2009-11-23,0000100493-09-000067
10-K,TYSON FOODS INC,100493,2010-11-22,0001193125-10-265708
10-K,TYSON FOODS INC,100493,2011-11-21,0001193125-11-317791
10-K,TYSON FOODS INC,100493,2012-11-19,0000100493-12-000065
10-K,TYSON FOODS INC,100493,2013-11-18,0000100493-13-000079
10-K,TYSON FOODS INC,100493,2014-11-17,0000100493-14-000220
10-K,TYSON FOODS INC,100493,2015-11-23,0000100493-15-000109
10-K,TYSON FOODS INC,100493,2016-11-21,0000100493-16-000281
10-K,TYSON FOODS INC,100493,2017-11-13,0000100493-17-000133
10-K,TYSON FOODS INC,100493,2018-11-13,0000100493-18-000108
10-K,"TYSON FOODS, INC.",100493,2019-11-12,0000100493-19-000118
10-K,"TYSON FOODS, INC.",100493,2020-11-16,0000100493-20-000132
10-K,"TYSON FOODS, INC.",100493,2021-11-15,0000100493-21-000122
10-K,"TYSON FOODS, INC.",100493,2022-11-14,0000100493-22-000097
10-K,"TYSON FOODS, INC.",100493,2023-11-13,0000100493-23-000105
10-K,"TYSON FOODS, INC.",100493,2024-11-12,0000100493-24-000119
10-K,"TYSON FOODS, INC.",100493,2025-11-10,0000100493-25-000095
10-K,ARGAN INC,100591,2009-04-15,0001362310-09-005314
10-K,ARGAN INC,100591,2010-04-14,0000950123-10-034829
10-K,ARGAN INC,100591,2011-04-14,0000950123-11-035642
10-K,ARGAN INC,100591,2012-04-13,0001193125-12-161077
10-K,ARGAN INC,100591,2013-04-12,0001193125-13-153301
10-K,ARGAN INC,100591,2014-04-15,0001193125-14-142947
10-K,ARGAN INC,100591,2015-04-16,0001193125-15-131832
10-K,ARGAN INC,100591,2016-04-15,0001104659-16-111566
10-K,ARGAN INC,100591,2017-04-11,0001104659-17-022713
10-K,ARGAN INC,100591,2018-04-11,0001104659-18-023493
10-K,ARGAN INC,100591,2019-04-10,0001104659-19-020681
10-K,ARGAN INC,100591,2020-04-14,0001104659-20-046386
10-K,ARGAN INC,100591,2021-04-14,0001558370-21-004282
10-K,ARGAN INC,100591,2022-04-13,0001558370-22-005383
10-K,ARGAN INC,100591,2023-04-17,0001558370-23-006056
10-K,ARGAN INC,100591,2024-04-11,0001558370-24-004979
10-K,ARGAN INC,100591,2025-03-27,0001558370-25-003819
10-K,ARGAN INC,100591,2026-03-26,0001104659-26-035216
10-K,UNITED COMPONENTS INC,101116,2009-03-31,0000950133-09-000905
10-K,UNITED COMPONENTS INC,101116,2010-03-19,0001144204-10-014539
10-K,MARATHON OIL CORP,101778,2009-02-27,0001193125-09-041003
10-K,MARATHON OIL CORP,101778,2010-02-26,0001193125-10-042898
10-K,MARATHON OIL CORP,101778,2011-02-28,0001193125-11-047891
10-K,MARATHON OIL CORP,101778,2012-02-29,0001193125-12-088742
10-K,MARATHON OIL CORP,101778,2013-02-22,0000101778-13-000006
10-K,MARATHON OIL CORP,101778,2014-02-28,0000101778-14-000014
10-K,MARATHON OIL CORP,101778,2015-03-02,0000101778-15-000007
10-K,MARATHON OIL CORP,101778,2016-02-25,0000101778-16-000047
10-K,MARATHON OIL CORP,101778,2017-02-24,0000101778-17-000046
10-K,MARATHON OIL CORP,101778,2018-02-22,0000101778-18-000026
10-K,MARATHON OIL CORP,101778,2019-02-21,0000101778-19-000022
10-K,MARATHON OIL CORP,101778,2020-02-20,0000101778-20-000023
10-K,MARATHON OIL CORP,101778,2021-02-23,0000101778-21-000018
10-K,MARATHON OIL CORP,101778,2022-02-17,0000101778-22-000016
10-K,MARATHON OIL CORP,101778,2023-02-16,0000101778-23-000030
10-K,MARATHON OIL CORP,101778,2024-02-22,0000101778-24-000023
10-K,SPRINT NEXTEL CORP,101830,2009-02-27,0001193125-09-040575
10-K,SPRINT NEXTEL CORP,101830,2010-02-26,0001193125-10-042491
10-K,SPRINT NEXTEL CORP,101830,2011-02-24,0000101830-11-000005
10-K,SPRINT NEXTEL CORP,101830,2012-02-27,0000101830-12-000015
10-K,SPRINT NEXTEL CORP,101830,2013-02-28,0000101830-13-000006
10-K,SPRINT Corp,101830,2014-02-24,0000101830-14-000012
10-KT,SPRINT Corp,101830,2014-05-27,0000101830-14-000030
10-K,SPRINT Corp,101830,2015-05-26,0000101830-15-000012
10-K,SPRINT Corp,101830,2016-05-17,0000101830-16-000066
10-K,SPRINT Corp,101830,2017-05-26,0000101830-17-000015
10-K,SPRINT Corp,101830,2018-05-24,0000101830-18-000023
10-K,SPRINT Corp,101830,2019-05-29,0000101830-19-000022
10-K,UNIVERSAL ELECTRONICS INC,101984,2009-03-13,0000950134-09-005306
10-K,UNIVERSAL ELECTRONICS INC,101984,2010-03-15,0000950123-10-024580
10-K,UNIVERSAL ELECTRONICS INC,101984,2011-03-16,0000950123-11-025838
10-K,UNIVERSAL ELECTRONICS INC,101984,2012-03-14,0001193125-12-114613
10-K,UNIVERSAL ELECTRONICS INC,101984,2013-03-14,0001445305-13-000608
10-K,UNIVERSAL ELECTRONICS INC,101984,2014-03-12,0000101984-14-000014
10-K,UNIVERSAL ELECTRONICS INC,101984,2015-03-06,0000101984-15-000011
10-K,UNIVERSAL ELECTRONICS INC,101984,2016-03-11,0000101984-16-000062
10-K,UNIVERSAL ELECTRONICS INC,101984,2017-03-09,0000101984-17-000007
10-K,UNIVERSAL ELECTRONICS INC,101984,2018-03-13,0000101984-18-000008
10-K,UNIVERSAL ELECTRONICS INC,101984,2019-03-15,0000101984-19-000012
10-K,UNIVERSAL ELECTRONICS INC,101984,2020-03-16,0000101984-20-000009
10-K,UNIVERSAL ELECTRONICS INC,101984,2021-03-05,0000101984-21-000009
10-K,UNIVERSAL ELECTRONICS INC,101984,2022-03-04,0000101984-22-000011
10-K,UNIVERSAL ELECTRONICS INC,101984,2023-03-08,0000101984-23-000012
10-K,UNIVERSAL ELECTRONICS INC,101984,2024-03-14,0000101984-24-000048
10-K,UNIVERSAL ELECTRONICS INC,101984,2025-03-11,0000101984-25-000038
10-K,UNIVERSAL ELECTRONICS INC,101984,2026-03-12,0000101984-26-000039
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2009-06-23,0001144204-09-033903
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2010-06-23,0001144204-10-034617
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2011-06-28,0001144204-11-037844
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2012-06-28,0001144204-12-036899
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2013-06-27,0001144204-13-036855
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2014-08-04,0001144204-14-046584
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2015-08-25,0001144204-15-051819
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2016-09-28,0001144204-16-125749
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2017-07-14,0001144204-17-036858
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2018-07-16,0001144204-18-038512
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2019-07-15,0001144204-19-034727
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2020-08-11,0001104659-20-093207
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2021-07-08,0001104659-21-090272
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2022-07-14,0001410578-22-001941
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2023-07-14,0001410578-23-001476
10-K,UNIVERSAL SECURITY INSTRUMENTS INC,102109,2024-07-12,0001410578-24-001074
10-K,"UNIVERSAL SAFETY PRODUCTS, INC.",102109,2025-07-29,0001410578-25-001522
10-K,"UNIVERSAL SAFETY PRODUCTS, INC.",102109,2026-07-02,0001104659-26-080359
10-K,VALSPAR CORP,102741,2009-12-18,0000897101-09-002623
10-K,VALSPAR CORP,102741,2010-12-21,0000897101-10-002469
10-K,VALSPAR CORP,102741,2011-12-21,0000897101-11-002144
10-K,VALSPAR CORP,102741,2012-12-19,0000897101-12-002185
10-K,VALSPAR CORP,102741,2013-12-20,0000897101-13-001932
10-K,VALSPAR CORP,102741,2014-12-22,0000897101-14-001866
10-K,VALSPAR CORP,102741,2015-12-18,0000102741-15-000011
10-K,VALSPAR CORP,102741,2016-12-20,0000102741-16-000024
10-K,VEECO INSTRUMENTS INC,103145,2009-03-02,0001047469-09-002094
10-K,VEECO INSTRUMENTS INC,103145,2010-02-24,0001047469-10-001258
10-K,VEECO INSTRUMENTS INC,103145,2011-02-24,0001047469-11-001284
10-K,VEECO INSTRUMENTS INC,103145,2012-02-22,0001047469-12-001286
10-K,VEECO INSTRUMENTS INC,103145,2013-11-04,0001047469-13-010200
10-K,VEECO INSTRUMENTS INC,103145,2014-02-28,0001104659-14-014824
10-K,VEECO INSTRUMENTS INC,103145,2015-02-24,0001104659-15-013387
10-K,VEECO INSTRUMENTS INC,103145,2016-02-25,0001104659-16-100036
10-K,VEECO INSTRUMENTS INC,103145,2017-02-22,0001104659-17-010878
10-K,VEECO INSTRUMENTS INC,103145,2018-02-21,0001104659-18-011084
10-K,VEECO INSTRUMENTS INC,103145,2019-02-25,0001558370-19-000983
10-K,VEECO INSTRUMENTS INC,103145,2020-02-21,0001558370-20-001167
10-K,VEECO INSTRUMENTS INC,103145,2021-02-22,0001558370-21-001358
10-K,VEECO INSTRUMENTS INC,103145,2022-02-18,0001558370-22-001461
10-K,VEECO INSTRUMENTS INC,103145,2023-02-22,0001558370-23-001744
10-K,VEECO INSTRUMENTS INC,103145,2024-02-16,0001558370-24-001289
10-K,VEECO INSTRUMENTS INC,103145,2025-02-14,0001558370-25-001001
10-K,VEECO INSTRUMENTS INC,103145,2026-02-25,0001104659-26-019711
10-K,V F CORP,103379,2009-03-03,0000893220-09-000455
10-K,V F CORP,103379,2010-03-03,0000950123-10-020525
10-K,V F CORP,103379,2011-03-02,0000950123-11-021306
10-K,V F CORP,103379,2012-02-29,0001193125-12-088711
10-K,V F CORP,103379,2013-02-27,0001193125-13-079974
10-K,V F CORP,103379,2014-02-26,0001193125-14-069474
10-K,V F CORP,103379,2015-03-03,0001193125-15-075174
10-K,V F CORP,103379,2016-03-02,0001193125-16-489832
10-K,V F CORP,103379,2017-03-01,0001628280-17-002027
10-K,V F CORP,103379,2018-02-28,0000103379-18-000003
10-K,V F CORP,103379,2019-05-24,0000103379-19-000006
10-K,V F CORP,103379,2020-05-27,0000103379-20-000006
10-K,V F CORP,103379,2021-05-27,0000103379-21-000006
10-K,V F CORP,103379,2022-05-26,0000103379-22-000006
10-K,V F CORP,103379,2023-05-25,0000103379-23-000006
10-K,V F CORP,103379,2024-05-23,0000103379-24-000008
10-K,V F CORP,103379,2025-05-22,0000103379-25-000023
10-K,V F CORP,103379,2026-05-20,0000103379-26-000030
10-K,WESTERN DIGITAL CORP,106040,2009-08-14,0000950123-09-034923
10-K,WESTERN DIGITAL CORP,106040,2010-08-13,0000950123-10-077390
10-K,WESTERN DIGITAL CORP,106040,2011-08-12,0000950123-11-076255
10-K,WESTERN DIGITAL CORP,106040,2012-08-20,0001193125-12-361018
10-K,WESTERN DIGITAL CORP,106040,2013-08-19,0001193125-13-338607
10-K,WESTERN DIGITAL CORP,106040,2014-08-15,0000106040-14-000015
10-K,WESTERN DIGITAL CORP,106040,2015-08-21,0000106040-15-000010
10-K,WESTERN DIGITAL CORP,106040,2016-08-29,0000106040-16-000033
10-K,WESTERN DIGITAL CORP,106040,2017-08-29,0000106040-17-000027
10-K,WESTERN DIGITAL CORP,106040,2018-08-24,0000106040-18-000029
10-K,WESTERN DIGITAL CORP,106040,2019-08-27,0000106040-19-000058
10-K,WESTERN DIGITAL CORP,106040,2020-08-28,0000106040-20-000049
10-K,WESTERN DIGITAL CORP,106040,2021-08-27,0000106040-21-000040
10-K,WESTERN DIGITAL CORP,106040,2022-08-25,0000106040-22-000055
10-K,WESTERN DIGITAL CORP,106040,2023-08-22,0000106040-23-000024
10-K,WESTERN DIGITAL CORP,106040,2024-08-20,0000106040-24-000031
10-K,WESTERN DIGITAL CORP,106040,2025-08-14,0000106040-25-000038
10-K,WESTERN DIGITAL CORP,106040,2026-08-14,0001628280-26-057139
10-K,WESTMORELAND COAL CO,106455,2009-03-13,0000950134-09-005346
10-K,WESTMORELAND COAL Co,106455,2010-03-12,0001447572-10-000004
10-K,WESTMORELAND COAL Co,106455,2011-03-11,0000950123-11-024768
10-K,WESTMORELAND COAL Co,106455,2012-03-13,0001193125-12-112214
10-K,WESTMORELAND COAL Co,106455,2013-03-12,0000106455-13-000012
10-K,WESTMORELAND COAL Co,106455,2014-02-28,0000106455-14-000018
10-K,WESTMORELAND COAL Co,106455,2015-03-06,0000106455-15-000022
10-K,WESTMORELAND COAL Co,106455,2016-03-14,0000106455-16-000116
10-K,WESTMORELAND COAL Co,106455,2017-03-29,0000106455-17-000012
10-K,WESTMORELAND COAL Co,106455,2018-04-02,0000106455-18-000028
10-K,WEYCO GROUP INC,106532,2009-03-12,0001144204-09-013541
10-K,WEYCO GROUP INC,106532,2010-03-12,0001144204-10-013068
10-K,WEYCO GROUP INC,106532,2011-03-15,0001144204-11-014846
10-K,WEYCO GROUP INC,106532,2012-03-13,0001144204-12-014516
10-K,WEYCO GROUP INC,106532,2013-03-14,0001144204-13-015061
10-K,WEYCO GROUP INC,106532,2014-03-12,0001144204-14-015028
10-K,WEYCO GROUP INC,106532,2015-03-11,0001144204-15-015293
10-K,WEYCO GROUP INC,106532,2016-03-10,0001144204-16-087188
10-K,WEYCO GROUP INC,106532,2017-03-09,0001144204-17-013739
10-K,WEYCO GROUP INC,106532,2018-03-13,0001144204-18-014341
10-K,WEYCO GROUP INC,106532,2019-03-14,0001144204-19-013992
10-K,WEYCO GROUP INC,106532,2020-03-12,0001104659-20-032373
10-K,WEYCO GROUP INC,106532,2021-03-12,0001104659-21-035462
10-K,WEYCO GROUP INC,106532,2022-03-11,0001410578-22-000345
10-K,WEYCO GROUP INC,106532,2023-03-13,0001410578-23-000248
10-K,WEYCO GROUP INC,106532,2024-03-14,0001558370-24-003196
10-K,WEYCO GROUP INC,106532,2025-03-14,0001558370-25-002984
10-K,WEYCO GROUP INC,106532,2026-03-13,0001104659-26-027690
10-K,WHIRLPOOL CORP /DE/,106640,2009-02-19,0001193125-09-032852
10-K,WHIRLPOOL CORP /DE/,106640,2010-02-17,0001193125-10-033211
10-K,WHIRLPOOL CORP /DE/,106640,2011-02-14,0001193125-11-035529
10-K,WHIRLPOOL CORP /DE/,106640,2012-02-22,0000106640-12-000006
10-K,WHIRLPOOL CORP /DE/,106640,2013-02-19,0000106640-13-000009
10-K,WHIRLPOOL CORP /DE/,106640,2014-02-18,0000106640-14-000008
10-K,WHIRLPOOL CORP /DE/,106640,2015-02-26,0000106640-15-000014
10-K,WHIRLPOOL CORP /DE/,106640,2016-02-16,0000106640-16-000068
10-K,WHIRLPOOL CORP /DE/,106640,2017-02-13,0000106640-17-000013
10-K,WHIRLPOOL CORP /DE/,106640,2018-02-13,0000106640-18-000019
10-K,WHIRLPOOL CORP /DE/,106640,2019-02-12,0000106640-19-000016
10-K,WHIRLPOOL CORP /DE/,106640,2020-02-11,0000106640-20-000017
10-K,WHIRLPOOL CORP /DE/,106640,2021-02-11,0000106640-21-000022
10-K,WHIRLPOOL CORP /DE/,106640,2022-02-10,0000106640-22-000015
10-K,WHIRLPOOL CORP /DE/,106640,2023-02-10,0000106640-23-000015
10-K,WHIRLPOOL CORP /DE/,106640,2024-02-14,0000106640-24-000020
10-K,WHIRLPOOL CORP /DE/,106640,2025-02-13,0000106640-25-000011
10-K,WHIRLPOOL CORP /DE/,106640,2026-02-11,0000106640-26-000009
10-K,WILLIAMS COMPANIES INC,107263,2009-02-25,0000950134-09-003632
10-K,WILLIAMS COMPANIES INC,107263,2010-02-26,0000950123-10-017267
10-K,WILLIAMS COMPANIES INC,107263,2011-02-25,0000950123-11-018126
10-K,WILLIAMS COMPANIES INC,107263,2012-02-28,0001193125-12-082513
10-K,WILLIAMS COMPANIES INC,107263,2013-02-27,0001193125-13-080025
10-K,WILLIAMS COMPANIES INC,107263,2014-02-26,0000107263-14-000003
10-K,WILLIAMS COMPANIES INC,107263,2015-02-25,0000107263-15-000003
10-K,WILLIAMS COMPANIES INC,107263,2016-02-26,0000107263-16-000021
10-K,WILLIAMS COMPANIES INC,107263,2017-02-22,0000107263-17-000003
10-K,WILLIAMS COMPANIES INC,107263,2018-02-22,0000107263-18-000006
10-K,WILLIAMS COMPANIES INC,107263,2019-02-21,0000107263-19-000007
10-K,"WILLIAMS COMPANIES, INC.",107263,2020-02-24,0000107263-20-000005
10-K,"WILLIAMS COMPANIES, INC.",107263,2021-02-24,0000107263-21-000006
10-K,"WILLIAMS COMPANIES, INC.",107263,2022-02-28,0000107263-22-000007
10-K,"WILLIAMS COMPANIES, INC.",107263,2023-02-27,0000107263-23-000007
10-K,"WILLIAMS COMPANIES, INC.",107263,2024-02-21,0000107263-24-000019
10-K,"WILLIAMS COMPANIES, INC.",107263,2025-02-25,0000107263-25-000031
10-K,"WILLIAMS COMPANIES, INC.",107263,2026-02-24,0000107263-26-000006
10-K,WOODWARD GOVERNOR CO,108312,2009-11-20,0000950123-09-064808
10-K,WOODWARD GOVERNOR CO,108312,2010-11-18,0000950123-10-106894
10-K,"Woodward, Inc.",108312,2011-11-16,0000950123-11-099073
10-K,"Woodward, Inc.",108312,2012-11-15,0001193125-12-472182
10-K,"Woodward, Inc.",108312,2013-11-14,0000108312-13-000018
10-K,"Woodward, Inc.",108312,2014-11-12,0000108312-14-000037
10-K,"Woodward, Inc.",108312,2015-11-12,0000108312-15-000018
10-K,"Woodward, Inc.",108312,2016-11-16,0000108312-16-000038
10-K,"Woodward, Inc.",108312,2017-11-13,0000108312-17-000026
10-K,"Woodward, Inc.",108312,2018-11-13,0000108312-18-000023
10-K,"Woodward, Inc.",108312,2019-11-25,0000108312-19-000017
10-K,"Woodward, Inc.",108312,2020-11-20,0001564590-20-054809
10-K,"Woodward, Inc.",108312,2021-11-19,0001564590-21-057773
10-K,"Woodward, Inc.",108312,2022-11-18,0001564590-22-038033
10-K,"Woodward, Inc.",108312,2023-11-17,0000950170-23-064764
10-K,"Woodward, Inc.",108312,2024-11-26,0000950170-24-130891
10-K,"Woodward, Inc.",108312,2025-11-25,0001193125-25-296204
10-K,ZAPATA CORP,109177,2009-03-04,0000950123-09-004011
10-K,HARBINGER GROUP INC.,109177,2010-03-09,0000950123-10-022342
10-K,HARBINGER GROUP INC.,109177,2011-03-11,0000950123-11-024754
10-K,HARBINGER GROUP INC.,109177,2011-12-14,0000950123-11-102954
10-K,HARBINGER GROUP INC.,109177,2012-11-27,0001193125-12-482298
10-K,HARBINGER GROUP INC.,109177,2013-11-27,0000109177-13-000026
10-K,HARBINGER GROUP INC.,109177,2014-11-21,0000109177-14-000040
10-K,"HRG GROUP, INC.",109177,2015-11-20,0000109177-15-000060
10-K,"HRG GROUP, INC.",109177,2016-11-23,0000109177-16-000186
10-K,"HRG GROUP, INC.",109177,2017-11-20,0000109177-17-000080
10-K,"Spectrum Brands Holdings, Inc.",109177,2018-11-23,0000109177-18-000052
10-K,"Spectrum Brands Holdings, Inc.",109177,2019-11-15,0000109177-19-000050
10-K,"Spectrum Brands Holdings, Inc.",109177,2020-11-18,0000109177-20-000058
10-K,"Spectrum Brands Holdings, Inc.",109177,2021-11-23,0000109177-21-000058
10-K,"Spectrum Brands Holdings, Inc.",109177,2022-11-22,0000109177-22-000034
10-K,"Spectrum Brands Holdings, Inc.",109177,2023-11-21,0000109177-23-000054
10-K,"Spectrum Brands Holdings, Inc.",109177,2024-11-15,0000109177-24-000047
10-K,"Spectrum Brands Holdings, Inc.",109177,2025-11-18,0000109177-25-000043
10-K,FRONTIER OIL CORP /NEW/,110430,2009-02-26,0000110430-09-000006
10-K,FRONTIER OIL CORP /NEW/,110430,2010-02-25,0000110430-10-000004
10-K,FRONTIER OIL CORP /NEW/,110430,2011-02-24,0000110430-11-000013
10-K,IMAGE ENTERTAINMENT INC,216324,2009-06-29,0000950123-09-018624
10-K,IMAGE ENTERTAINMENT INC,216324,2010-06-29,0001104659-10-036222
10-K,IMAGE ENTERTAINMENT INC,216324,2011-06-29,0001140361-11-034609
10-K,IMAGE ENTERTAINMENT INC,216324,2012-06-14,0001140361-12-030038
10-K,ENERGEN CORP,277595,2009-02-25,0001193125-09-037514
10-K,ENERGEN CORP,277595,2010-02-25,0001193125-10-040857
10-K,ENERGEN CORP,277595,2011-02-25,0001193125-11-047619
10-K,ENERGEN CORP,277595,2012-02-27,0000277595-12-000007
10-K,ENERGEN CORP,277595,2013-02-28,0000277595-13-000012
10-K,ENERGEN CORP,277595,2014-03-03,0000277595-14-000012
10-K,ENERGEN CORP,277595,2015-03-02,0000277595-15-000009
10-K,ENERGEN CORP,277595,2016-02-16,0000277595-16-000067
10-K,ENERGEN CORP,277595,2017-02-28,0000277595-17-000011
10-K,ENERGEN CORP,277595,2018-02-28,0000277595-18-000014
10-K,DAVEY TREE EXPERT CO,277638,2009-03-13,0000277638-09-000004
10-K,DAVEY TREE EXPERT CO,277638,2010-03-11,0000277638-10-000003
10-K,DAVEY TREE EXPERT CO,277638,2011-03-10,0000277638-11-000002
10-K,DAVEY TREE EXPERT CO,277638,2012-03-09,0000277638-12-000012
10-K,DAVEY TREE EXPERT CO,277638,2013-03-12,0000277638-13-000002
10-K,DAVEY TREE EXPERT CO,277638,2014-03-10,0000277638-14-000004
10-K,DAVEY TREE EXPERT CO,277638,2015-03-10,0000277638-15-000027
10-K,DAVEY TREE EXPERT CO,277638,2016-03-09,0000277638-16-000058
10-K,DAVEY TREE EXPERT CO,277638,2017-03-14,0000277638-17-000010
10-K,DAVEY TREE EXPERT CO,277638,2018-03-16,0000277638-18-000004
10-K,DAVEY TREE EXPERT CO,277638,2019-03-11,0000277638-19-000009
10-K,DAVEY TREE EXPERT CO,277638,2020-03-09,0000277638-20-000005
10-K,DAVEY TREE EXPERT CO,277638,2021-03-08,0000277638-21-000003
10-K,DAVEY TREE EXPERT CO,277638,2022-03-11,0000277638-22-000006
10-K,DAVEY TREE EXPERT CO,277638,2023-03-16,0000277638-23-000009
10-K,DAVEY TREE EXPERT CO,277638,2024-03-11,0000277638-24-000003
10-K,DAVEY TREE EXPERT CO,277638,2025-03-10,0000277638-25-000007
10-K,DAVEY TREE EXPERT CO,277638,2026-03-09,0001628280-26-015920
10-K,"TII NETWORK TECHNOLOGIES, INC.",277928,2009-03-27,0001169232-09-001752
10-K,"TII NETWORK TECHNOLOGIES, INC.",277928,2010-03-17,0000910680-10-000085
10-K,"TII NETWORK TECHNOLOGIES, INC.",277928,2011-03-31,0000910680-11-000139
10-K,"TII NETWORK TECHNOLOGIES, INC.",277928,2012-03-30,0001144204-12-018860
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2009-04-15,0001185185-09-000317
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2010-03-29,0001185185-10-000295
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2011-03-17,0001185185-11-000325
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2012-03-30,0001185185-12-000603
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2013-03-28,0001185185-13-000648
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2014-03-31,0001185185-14-000757
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2015-03-31,0001185185-15-000741
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2016-03-30,0001185185-16-004093
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2017-03-30,0001185185-17-000701
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2018-03-29,0001185185-18-000523
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2019-04-16,0001185185-19-000555
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2020-05-14,0001185185-20-000646
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2021-04-15,0001185185-21-000542
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2022-03-31,0001185185-22-000380
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2023-03-31,0001185185-23-000284
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2024-03-21,0001185185-24-000295
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2025-03-20,0001185185-25-000204
10-K,INNOVATIVE FOOD HOLDINGS INC,312257,2026-03-31,0001185185-26-001180
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2009-02-24,0001193125-09-036152
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2010-02-24,0001193125-10-038997
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2011-02-24,0001193125-11-045474
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2012-02-24,0001193125-12-077495
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2013-02-22,0001193125-13-071188
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2014-02-21,0001193125-14-062315
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2015-02-20,0001564590-15-000786
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2016-02-19,0001564590-16-012917
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2017-02-24,0001564590-17-002326
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2018-02-23,0001564590-18-002984
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2019-02-21,0001564590-19-003587
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2020-02-18,0001564590-20-004956
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2021-02-18,0001564590-21-006669
10-K,CHURCH & DWIGHT CO INC /DE/,313927,2022-02-17,0001564590-22-005528
