kind,date,script,tier,width_R1,nominal,evidence,idea,width,width_raw
PRICED,2026-09-04,2026-09-04_lookback-candidate-cost-and-lag_cloud,R3,,30.0,row-text:size,68 universe_broad.json WF plain-Sharpe 1d 50bps: 12-1 n=30 OOS,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_lookback-candidate-cost-and-lag_cloud,R3,,30.0,row-text:size,68 universe_broad.json WF plain-Sharpe 1w 5bps: 12-1 n=30 OOS,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_lookback-candidate-cost-and-lag_cloud,R3,,30.0,row-text:size,68 universe_broad.json WF 4b-aware 1w 5bps: blend-v1 n=30 OOS,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_lookback-candidate-cost-and-lag_cloud,R3,,30.0,row-text:size,68 universe_broad.json WF plain-Sharpe 1w 10bps: 12-1 n=30 OOS,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_lookback-candidate-cost-and-lag_cloud,R3,,30.0,row-text:size,68 universe_broad.json WF plain-Sharpe 1w 15bps: 12-1 n=30 OOS,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_lookback-candidate-cost-and-lag_cloud,R3,,30.0,row-text:size,68 universe_broad.json WF plain-Sharpe 1w 25bps: 12-1 n=30 OOS,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_lookback-candidate-cost-and-lag_cloud,R3,,30.0,row-text:size,68 universe_broad.json WF plain-Sharpe 1w 50bps: 12-1 n=30 OOS,29.52931596091205,30.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,56.0,row-text:panel(universe.json),"66 universe.json ew-band3 g=0.75 (turn 4.9x, OOS 1.23)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,56.0,row-text:panel(universe.json),"66 universe.json ew-band3 g=0.85 (turn 5.5x, OOS 1.23)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,56.0,row-text:panel(universe.json),"66 universe.json ew-band3 g=0.90 (turn 5.8x, OOS 1.23)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,56.0,row-text:panel(universe.json),"66 universe.json ew-band3 g=1.00 (turn 6.4x, OOS 1.23)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,56.0,row-text:panel(universe.json),"66 universe.json ew-band3 g=1.00 + 25% SPY core (turn 4.8x, OOS 1.17)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe.json top20-200d g=0.75 (turn 9.6x, OOS 1.17)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe.json top20-200d g=1.00 (turn 12.8x, OOS 1.17)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe.json top20-band3 g=0.75 (turn 9.0x, OOS 1.22)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe.json top20-band3 g=1.00 (turn 12.0x, OOS 1.22)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,136.0,row-text:panel(universe_broad),"66 universe_broad.json ew-band3 g=0.75 (turn 5.2x, OOS 1.07)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,136.0,row-text:panel(universe_broad),"66 universe_broad.json ew-band3 g=0.90 (turn 6.2x, OOS 1.07)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,136.0,row-text:panel(universe_broad),"66 universe_broad.json ew-band3 g=1.00 (turn 6.8x, OOS 1.07)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,136.0,row-text:panel(universe_broad),"66 universe_broad.json ew-band3 g=1.00 + 25% SPY core (turn 5.2x, OOS 1.05)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe_broad.json top20-200d g=0.75 (turn 13.8x, OOS 0.89)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe_broad.json top20-200d g=1.00 (turn 18.4x, OOS 0.90)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe_broad.json top20-200d g=1.00 + 25% SPY core (turn 13.9x, OOS 0.94)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe_broad.json top20-band3 g=0.75 (turn 13.7x, OOS 0.90)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,20.0,row-text:size,"66 universe_broad.json top20-band3 g=1.00 (turn 18.3x, OOS 0.90)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,56.0,row-text:panel(universe.json),66 WF universe.json R1 max-IS-Sharpe -> ew-band3 g=1.00 core=0.25 OOS,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,56.0,row-text:panel(universe.json),66 WF universe.json R2 4b-aware -> ew-band3 g=0.95 core=0.25 OOS,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,136.0,row-text:panel(universe_broad),66 WF universe_broad.json R1 max-IS-Sharpe -> ew-band3 g=1.00 core=0.00 OOS,93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_gross-exposure-is-the-error_B,R3,,136.0,row-text:panel(universe_broad),66 WF universe_broad.json R2 4b-aware -> ew-band3 g=0.95 core=0.00 OOS,93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 U56/v1 (names 56, turn 23.6x, OOS 0.75)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 U56/EWall (names 56, turn 8.2x, OOS 1.11)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 U56/CAND-n5 (names 56, turn 17.6x, OOS 1.00)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 U56/CAND-n10 (names 56, turn 13.9x, OOS 0.98)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 U56/CAND-n20 (names 56, turn 9.6x, OOS 1.17)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF36/v1 (names 36, turn 18.0x, OOS 0.44)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF36/EWall (names 36, turn 8.5x, OOS 0.67)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF36/CAND-n5 (names 36, turn 15.0x, OOS 0.59)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF36/CAND-n10 (names 36, turn 11.6x, OOS 0.77)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF36/CAND-n20 (names 36, turn 6.7x, OOS 0.94)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF24/v1 (names 24, turn 16.3x, OOS 0.55)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF24/EWall (names 24, turn 9.6x, OOS 0.73)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF24/CAND-n5 (names 24, turn 13.1x, OOS 0.62)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF24/CAND-n10 (names 24, turn 9.3x, OOS 0.73)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 ETF24/CAND-n20 (names 24, turn 4.0x, OOS 0.89)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 STK20/v1 (names 20, turn 15.2x, OOS 1.14)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 STK20/EWall (names 20, turn 9.1x, OOS 1.44)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 STK20/CAND-n5 (names 20, turn 14.2x, OOS 1.09)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 STK20/CAND-n10 (names 20, turn 8.5x, OOS 1.37)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 STK20/CAND-n20 (names 20, turn 3.5x, OOS 1.45)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 B136/v1 (names 136, turn 29.4x, OOS 0.58)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 B136/EWall (names 136, turn 8.3x, OOS 1.02)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 B136/CAND-n5 (names 136, turn 21.3x, OOS 0.82)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 B136/CAND-n10 (names 136, turn 17.5x, OOS 0.78)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 B136/CAND-n20 (names 136, turn 13.8x, OOS 0.89)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 BSTK100/v1 (names 100, turn 28.2x, OOS 0.51)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 BSTK100/EWall (names 100, turn 8.6x, OOS 1.01)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 BSTK100/CAND-n5 (names 100, turn 20.6x, OOS 0.80)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 BSTK100/CAND-n10 (names 100, turn 17.0x, OOS 0.77)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,"10 BSTK100/CAND-n20 (names 100, turn 12.6x, OOS 0.94)",46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,10 WF S1 max-IS-Sharpe -> STK20/CAND-n10 OOS,46.0,46.0
PRICED,2026-09-04,2026-09-04_sector-only-universe_C,R1,46.0,,names,10 WF S2 4b-aware -> STK20/CAND-n20 OOS,46.0,46.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/v1/none (turn 23.6x, OOS 0.75)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/v1/S10/C21 (turn 23.5x, OOS 0.70)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/v1/S15/C0 (turn 23.6x, OOS 0.73)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 u.json/top20/none (turn 9.6x, OOS 1.17)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 u.json/top20/S10/C21 (turn 10.3x, OOS 1.05)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 u.json/top20/S15/C0 (turn 10.3x, OOS 1.13)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 u.json/top20/S20/C0 (turn 9.8x, OOS 1.16)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/ew-band3/none (turn 4.9x, OOS 1.23)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/ew-band3/S10/C21 (turn 5.6x, OOS 1.13)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/ew-band3/S15/C0 (turn 5.5x, OOS 1.20)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/ew-band3/S15/C21 (turn 5.0x, OOS 1.18)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 u.json/ew-band3/S20/C0 (turn 5.0x, OOS 1.21)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/v1/none (turn 29.4x, OOS 0.58)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/v1/S10/C21 (turn 29.4x, OOS 0.60)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/v1/S15/C0 (turn 29.4x, OOS 0.56)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 broad/top20/none (turn 13.8x, OOS 0.89)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 broad/top20/S10/C21 (turn 14.2x, OOS 0.78)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 broad/top20/S15/C0 (turn 14.4x, OOS 0.85)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R3,,20.0,row-text:size,"9 broad/top20/S20/C0 (turn 13.9x, OOS 0.88)",19.686210640608035,20.0
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/ew-band3/none (turn 5.2x, OOS 1.07)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/ew-band3/S10/C21 (turn 5.9x, OOS 1.01)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/ew-band3/S15/C0 (turn 5.8x, OOS 1.04)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/ew-band3/S15/C21 (turn 5.3x, OOS 1.07)",,
PRICED,2026-09-04,2026-09-04_trailing-stop_cloud,R0,,,,"9 broad/ew-band3/S20/C0 (turn 5.3x, OOS 1.07)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,56.0,row-text:panel(u56),"73 U56/EWall (sd 0.281, dS_EW +0.000)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,56.0,row-text:panel(u56),"73 U56/CAND5 (sd 0.281, dS_EW -0.043)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,56.0,row-text:panel(u56),"73 U56/CAND10 (sd 0.281, dS_EW -0.067)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,56.0,row-text:panel(u56),"73 U56/CAND20 (sd 0.281, dS_EW +0.070)",38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF36/EWall (sd 0.145, dS_EW +0.000)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF36/CAND5 (sd 0.145, dS_EW -0.073)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF36/CAND10 (sd 0.145, dS_EW +0.102)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF36/CAND20 (sd 0.145, dS_EW +0.228)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF24/EWall (sd 0.129, dS_EW +0.000)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF24/CAND5 (sd 0.129, dS_EW -0.109)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF24/CAND10 (sd 0.129, dS_EW -0.001)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 ETF24/CAND20 (sd 0.129, dS_EW +0.073)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 STK20/EWall (sd 0.378, dS_EW +0.000)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 STK20/CAND5 (sd 0.378, dS_EW -0.270)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 STK20/CAND10 (sd 0.378, dS_EW -0.037)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 STK20/CAND20 (sd 0.378, dS_EW -0.035)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,136.0,row-text:panel(b136),"73 B136/EWall (sd 0.257, dS_EW +0.000)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,136.0,row-text:panel(b136),"73 B136/CAND5 (sd 0.257, dS_EW -0.164)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,136.0,row-text:panel(b136),"73 B136/CAND10 (sd 0.257, dS_EW -0.138)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,136.0,row-text:panel(b136),"73 B136/CAND20 (sd 0.257, dS_EW -0.071)",93.20521172638436,136.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 BSTK100/EWall (sd 0.278, dS_EW +0.000)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 BSTK100/CAND5 (sd 0.278, dS_EW -0.203)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 BSTK100/CAND10 (sd 0.278, dS_EW -0.157)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R0,,,,"73 BSTK100/CAND20 (sd 0.278, dS_EW -0.057)",,
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,484.0,row-text:panel(small484),"73 SMALL484/EWall (sd 0.682, dS_EW +0.000)",186.70030992547092,484.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,484.0,row-text:panel(small484),"73 SMALL484/CAND5 (sd 0.682, dS_EW -0.084)",186.70030992547092,484.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,484.0,row-text:panel(small484),"73 SMALL484/CAND10 (sd 0.682, dS_EW +0.061)",186.70030992547092,484.0
PRICED,2026-09-04,2026-09-04_asset-class-dispersion_B,R3,,484.0,row-text:panel(small484),"73 SMALL484/CAND20 (sd 0.682, dS_EW +0.082)",186.70030992547092,484.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/v1,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/EWall,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/COMP-n5,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/COMP-n10,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/COMP-n20,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/COMP-n30,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/PROX-n5,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/PROX-n10,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/PROX-n20,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/PROX-n30,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/BLEND-n5,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/BLEND-n10,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/BLEND-n20,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 u56/BLEND-n30,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/v1,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/EWall,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/COMP-n5,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/COMP-n10,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/COMP-n20,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/COMP-n30,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/PROX-n5,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/PROX-n10,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/PROX-n20,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/PROX-n30,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/BLEND-n5,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/BLEND-n10,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/BLEND-n20,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_52w-high-proximity_C,R2,,15.0,n,13 broad/BLEND-n30,14.882736156351791,15.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/v1@0bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/v1@5bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/v1@10bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/v1@15bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/v1@25bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/v1@50bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/v1@100bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/CAND20@0bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/CAND20@5bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/CAND20@10bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/CAND20@15bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/CAND20@25bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/CAND20@50bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/CAND20@100bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/EWall@0bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/EWall@5bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/EWall@10bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/EWall@15bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/EWall@25bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/EWall@50bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R3,,56.0,row-text:panel(u56),11 u56/EWall@100bps,38.442996742671006,56.0
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/v1@0bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/v1@5bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/v1@10bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/v1@15bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/v1@25bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/v1@50bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/v1@100bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/CAND20@0bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/CAND20@5bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/CAND20@10bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/CAND20@15bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/CAND20@25bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/CAND20@50bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/CAND20@100bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/EWall@0bps,,
PRICED,2026-09-04,2026-09-04_cost-sensitivity_cloud,R0,,,,11 broad/EWall@5bps,,
