source,unit,figure,value,unit_kind,claimset,convention,assume_g0.50,assume_g0.75,assume_g1.00,span
RESULTMD,2026-09-07_does-the-U56-band-m20-book-beat-its-PARENT-at-matched-cadence_cloud.result#4,5.265x/yr,5.265,x,STRICT,AT100,10.53,7.02,5.265,2.0
RESULTMD,2026-09-07_does-the-ceiling-invert-BECAUSE-of-de-grossing_cloud.result#6,turnover **9.16x,9.16,x,STRICT,AT100,18.32,12.213333333333333,9.16,2.0
RESULTMD,2026-09-07_does-the-ceiling-invert-BECAUSE-of-de-grossing_cloud.result#25,3.67x/yr,3.67,x,STRICT,AT100,7.34,4.8933333333333335,3.67,2.0
RESULTMD,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud.result#23,turnover (-0.0966x,-0.0966,x,STRICT,AT100,-0.1932,-0.1288,-0.0966,0.5
RESULTMD,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud.result#33,-0.196x/yr,-0.196,x,STRICT,AT100,-0.392,-0.26133333333333336,-0.196,0.5
RESULTMD,2026-09-07_is-TURNOVER-not-COUNT-the-real-n-dial_cloud.result#14,turnover 5.26x,5.26,x,STRICT,AT100,10.52,7.013333333333333,5.26,2.0
RESULTMD,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.result#1,1.93x turnover,1.93,x,STRICT,AT100,3.86,2.5733333333333333,1.93,2.0
RESULTMD,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.result#21,1.93x/yr,1.93,x,STRICT,AT100,3.86,2.5733333333333333,1.93,2.0
RESULTMD,2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.result#23,drag fits `dSharpe/10bp,10.0,bp/yr,STRICT,AT100,20.0,13.333333333333334,10.0,2.0
RESULTMD,2026-09-07_is-the-ENTRY-buffer-just-n-in-disguise_cloud.result#25,turnover 8.25x,8.25,x,STRICT,AT100,16.5,11.0,8.25,2.0
RESULTMD,2026-09-07_position-count-cost-and-liquidity_cloud.result#8,9.63x/yr,9.63,x,STRICT,AT100,19.26,12.840000000000002,9.63,2.0
RESULTMD,2026-09-07_position-count-cost-and-liquidity_cloud.result#8,turnover (U56) and 13.77x,56.0,x,STRICT,AT100,112.0,74.66666666666667,56.0,2.0
RESULTMD,2026-09-07_position-count-cost-and-liquidity_cloud.result#12,13.8x/yr,13.8,x,STRICT,AT100,27.6,18.400000000000002,13.8,2.0
RESULTMD,2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud.result#15,6.85 x/yr,6.85,x,STRICT,AT100,13.7,9.133333333333333,6.85,2.0
RESULTMD,2026-09-07_qqq-core-plus-sleeve-h1_B.result#15,turnover 2.4x,2.4,x,STRICT,AT100,4.8,3.1999999999999997,2.4,2.0
RESULTMD,2026-09-07_sleeve-moves-the-frontier_cloud.result#16,Turnover roughly triples**: EWall control 0.83x,0.83,x,STRICT,AT100,1.66,1.1066666666666667,0.83,2.0
RESULTMD,2026-09-08_does-any-selector-beat-doing-nothing_B.result#19,8.17x turnover,8.17,x,STRICT,AT100,16.34,10.893333333333333,8.17,2.0
RESULTMD,2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.result#12,5 bps/yr,5.0,bp/yr,STRICT,AT100,10.0,6.666666666666667,5.0,2.0
RESULTMD,2026-09-08_does-the-4b-gross-100-family-survive-a-CASH-CREDIT-and-a-BORROW-charge_C.result#6,300 bps/yr,300.0,bp/yr,STRICT,AT100,600.0,400.0,300.0,2.0
RESULTMD,2026-09-08_price-the-BOTH-PATHS-row-on-the-cost-rung-it-dies-on_C.result#8,"drag, and each extra 10 bp",10.0,bp/yr,STRICT,AT100,20.0,13.333333333333334,10.0,2.0
RESULTMD,2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.result#9,turnover falls 0.41x,0.41,x,STRICT,AT100,0.82,0.5466666666666666,0.41,2.0
RESULTMD,2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B.result#3,20x/yr,20.0,x,STRICT,AT100,40.0,26.666666666666668,20.0,2.0
RESULTMD,2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B.result#12,20x/yr,20.0,x,STRICT,AT100,40.0,26.666666666666668,20.0,2.0
RESULTMD,2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C.result#1,1.73x/yr,1.73,x,STRICT,AT100,3.46,2.3066666666666666,1.73,2.0
RESULTMD,2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C.result#10,turnover +1.734 x,1.734,x,STRICT,AT100,3.468,2.312,1.734,2.0
RESULTMD,2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C.result#18,turnover** (1.79x,1.79,x,STRICT,AT100,3.58,2.3866666666666667,1.79,2.0
RESULTMD,2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C.result#18,3.15x/yr,3.15,x,STRICT,AT100,6.3,4.2,3.15,2.0
RESULTMD,2026-09-09_does-any-other-published-EDGE-FLAG-survive-its-own-EXTENSION-re-run_C.result#21,0.35 x/yr,0.35,x,STRICT,AT100,0.7,0.4666666666666666,0.35,2.0
RESULTMD,2026-09-09_does-the-DRAWDOWN-a-vol-cap-BUYS-ever-clear-the-4b-DD-LEG-on-its-own_C.result#25,4.39x/yr,4.39,x,STRICT,AT100,8.78,5.853333333333333,4.39,2.0
RESULTMD,2026-09-09_does-the-DRAWDOWN-a-vol-cap-BUYS-ever-clear-the-4b-DD-LEG-on-its-own_C.result#25,5.69x/yr,5.69,x,STRICT,AT100,11.38,7.586666666666667,5.69,2.0
RESULTMD,2026-09-09_does-the-Q-CADENCE-SIGN-FLIP-replicate-off-SMALL439_cloud.result#1,1.1 bp/yr,1.1,bp/yr,STRICT,AT100,2.2,1.4666666666666668,1.1,2.0
RESULTMD,2026-09-09_does-the-Q-CADENCE-SIGN-FLIP-replicate-off-SMALL439_cloud.result#14,1.1 bp/yr,1.1,bp/yr,STRICT,AT100,2.2,1.4666666666666668,1.1,2.0
RESULTMD,2026-09-09_how-many-published-clause-KILLS-are-0-bps-WASHES_cloud.result#2,0.87x/yr,0.87,x,STRICT,AT100,1.74,1.16,0.87,2.0
RESULTMD,2026-09-09_how-many-published-clause-KILLS-are-0-bps-WASHES_cloud.result#4,turnover is double U56's (1.74x,56.0,x,STRICT,AT100,112.0,74.66666666666667,56.0,2.0
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#2,1.0 x/yr,1.0,x,STRICT,AT100,2.0,1.3333333333333333,1.0,2.0
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#5,+0.000231 x/yr,0.000231,x,STRICT,AT100,0.000462,0.000308,0.000231,2.0
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#14,0.02 x/yr,0.02,x,STRICT,AT100,0.04,0.02666666666666667,0.02,2.0
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#19,0.0000 x/yr,0.0,x,STRICT,AT100,0.0,0.0,0.0,
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#20,+0.000231 x/yr,0.000231,x,STRICT,AT100,0.000462,0.000308,0.000231,2.0
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#20,0.0486 x/yr,0.0486,x,STRICT,AT100,0.0972,0.0648,0.0486,2.0
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#25,15.13 x/yr,15.13,x,STRICT,AT100,30.26,20.173333333333336,15.13,2.0
RESULTMD,2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C.result#25,0.045 x/yr,0.045,x,STRICT,AT100,0.09,0.06,0.045,2.0
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result#4,"turnover dial buys
nothing and can only distort, the distortion per 1x",1.0,x,STRICT,AT100,2.0,1.3333333333333333,1.0,2.0
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result#5,turnover by a median 6.38x,6.38,x,STRICT,AT100,12.76,8.506666666666666,6.38,2.0
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result#5,turnover dial at all**: its lowest setting trades **1.784 x,1.784,x,STRICT,AT100,3.568,2.3786666666666667,1.784,2.0
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result#9,"turnover by
under 0.001 x",0.001,x,STRICT,AT100,0.002,0.0013333333333333333,0.001,2.0
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud.result#5,0.0008 x/yr,0.0008,x,STRICT,AT100,0.0016,0.0010666666666666667,0.0008,2.0
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud.result#5,-04 x/yr,-4.0,x,STRICT,AT100,-8.0,-5.333333333333333,-4.0,0.5
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud.result#8,turnover by **under 0.001 x,0.001,x,STRICT,AT100,0.002,0.0013333333333333333,0.001,2.0
RESULTMD,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud.result#23,turnover range under 0.001 x,0.001,x,STRICT,AT100,0.002,0.0013333333333333333,0.001,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#6,9.09x/yr,9.09,x,STRICT,AT100,18.18,12.12,9.09,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#6,0.82x/yr,0.82,x,STRICT,AT100,1.64,1.0933333333333333,0.82,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#6,3.93x/yr,3.93,x,STRICT,AT100,7.86,5.24,3.93,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#6,2.17x/yr,2.17,x,STRICT,AT100,4.34,2.893333333333333,2.17,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#7,11x turnover,11.0,x,STRICT,AT100,22.0,14.666666666666666,11.0,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#12,2.91x/yr,2.91,x,STRICT,AT100,5.82,3.8800000000000003,2.91,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#12,2.17x/yr,2.17,x,STRICT,AT100,4.34,2.893333333333333,2.17,2.0
RESULTMD,2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result#13,3.93x/yr,3.93,x,STRICT,AT100,7.86,5.24,3.93,2.0
RESULTMD,2026-09-10_is-H2-CUSHION-AT-ZERO-COST-a-publishable-panel-column_cloud.result#8,2.585 x/yr,2.585,x,STRICT,AT100,5.17,3.4466666666666668,2.585,2.0
RESULTMD,2026-09-10_is-H2-CUSHION-AT-ZERO-COST-a-publishable-panel-column_cloud.result#8,turnover by up to **1.098x,1.098,x,STRICT,AT100,2.196,1.4640000000000002,1.098,2.0
RESULTMD,2026-09-10_is-H2-CUSHION-AT-ZERO-COST-a-publishable-panel-column_cloud.result#23,3.2456 x/yr,3.2456,x,STRICT,AT100,6.4912,4.327466666666667,3.2456,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#4,-15 x/yr,-15.0,x,STRICT,AT100,-30.0,-20.0,-15.0,0.5
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#6,drag saved @10bp,10.0,bp/yr,STRICT,AT100,20.0,13.333333333333334,10.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#6,9.09 bps/yr,9.09,bp/yr,STRICT,AT100,18.18,12.12,9.09,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#6,0.05 bps/yr,0.05,bp/yr,STRICT,AT100,0.1,0.06666666666666667,0.05,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#6,4.18 bps/yr,4.18,bp/yr,STRICT,AT100,8.36,5.573333333333333,4.18,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#6,0.03 bps/yr,0.03,bp/yr,STRICT,AT100,0.06,0.04,0.03,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#6,4.91 bps/yr,4.91,bp/yr,STRICT,AT100,9.82,6.546666666666667,4.91,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#6,0.14 bps/yr,0.14,bp/yr,STRICT,AT100,0.28,0.18666666666666668,0.14,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#7,"turnover
moves by less than 1.6x",1.6,x,STRICT,AT100,3.2,2.1333333333333333,1.6,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#7,1 bps/yr,1.0,bp/yr,STRICT,AT100,2.0,1.3333333333333333,1.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#7,5 bps/yr,5.0,bp/yr,STRICT,AT100,10.0,6.666666666666667,5.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#7,10 bps/yr,10.0,bp/yr,STRICT,AT100,20.0,13.333333333333334,10.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#7,25 bps/yr,25.0,bp/yr,STRICT,AT100,50.0,33.333333333333336,25.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#9,turnover itself moves by more than 15x,15.0,x,STRICT,AT100,30.0,20.0,15.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#9,turnover** (~7 x,7.0,x,STRICT,AT100,14.0,9.333333333333334,7.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#10,0.0583 x/yr,0.0583,x,STRICT,AT100,0.1166,0.07773333333333333,0.0583,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#12,drag @10bp,10.0,bp/yr,STRICT,AT100,20.0,13.333333333333334,10.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#12,0.05 bps/yr,0.05,bp/yr,STRICT,AT100,0.1,0.06666666666666667,0.05,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#12,0.00 bps/yr,0.0,bp/yr,STRICT,AT100,0.0,0.0,0.0,
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#12,16.0 bps/yr,16.0,bp/yr,STRICT,AT100,32.0,21.333333333333332,16.0,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#12,146.6 bps/yr,146.6,bp/yr,STRICT,AT100,293.2,195.46666666666667,146.6,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#15,+0.4739 x/yr,0.4739,x,STRICT,AT100,0.9478,0.6318666666666667,0.4739,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#15,+0.1538 x/yr,0.1538,x,STRICT,AT100,0.3076,0.20506666666666665,0.1538,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#15,+0.2466 x/yr,0.2466,x,STRICT,AT100,0.4932,0.32880000000000004,0.2466,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#15,+0.0635 x/yr,0.0635,x,STRICT,AT100,0.127,0.08466666666666667,0.0635,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#15,+0.0392 x/yr,0.0392,x,STRICT,AT100,0.0784,0.05226666666666666,0.0392,2.0
RESULTMD,2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.result#25,0.1 x/yr,0.1,x,STRICT,AT100,0.2,0.13333333333333333,0.1,2.0
RESULTMD,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.result#7,7.62 x/yr,7.62,x,STRICT,AT100,15.24,10.16,7.62,2.0
RESULTMD,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.result#7,5.24 x/yr,5.24,x,STRICT,AT100,10.48,6.986666666666667,5.24,2.0
RESULTMD,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.result#11,0.83x/yr,0.83,x,STRICT,AT100,1.66,1.1066666666666667,0.83,2.0
RESULTMD,2026-09-10_market-cap-as-the-third-substitution_B.result#11,Turnover 17.53x,17.53,x,STRICT,AT100,35.06,23.373333333333335,17.53,2.0
RESULTMD,2026-09-10_price-the-CAPACITY-CRITERION-s-own-two-constants_B.result#10,turnover rises back to 19.6x,19.6,x,STRICT,AT100,39.2,26.133333333333336,19.6,2.0
RESULTMD,2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud.result#27,0.83x/yr,0.83,x,STRICT,AT100,1.66,1.1066666666666667,0.83,2.0
RESULTMD,2026-09-10_why-does-a-0.83x-per-year-book-still-pay-to-SMOOTH_C.result#4,0.025 bps/yr,0.025,bp/yr,STRICT,AT100,0.05,0.03333333333333333,0.025,2.0
RESULTMD,2026-09-10_why-does-a-0.83x-per-year-book-still-pay-to-SMOOTH_C.result#5,1x/yr,1.0,x,STRICT,AT100,2.0,1.3333333333333333,1.0,2.0
RESULTMD,2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud.result#2,36.48x/yr,36.48,x,STRICT,AT100,72.96,48.63999999999999,36.48,2.0
RESULTMD,2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud.result#2,9.64x/yr,9.64,x,STRICT,AT100,19.28,12.853333333333333,9.64,2.0
RESULTMD,2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud.result#6,3.20x/yr,3.2,x,STRICT,AT100,6.4,4.266666666666667,3.2,2.0
RESULTMD,2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud.result#6,36.48x/yr,36.48,x,STRICT,AT100,72.96,48.63999999999999,36.48,2.0
RESULTMD,2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud.result#6,9.64x/yr,9.64,x,STRICT,AT100,19.28,12.853333333333333,9.64,2.0
RESULTMD,2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud.result#31,turnover**: 9.64x,9.64,x,STRICT,AT100,19.28,12.853333333333333,9.64,2.0
RESULTMD,2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud.result#31,36.48x/yr,36.48,x,STRICT,AT100,72.96,48.63999999999999,36.48,2.0
RESULTMD,2026-09-11_is-the-KEEP-4b-candidate-s-margin-a-TURNOVER-matched-fact_cloud.result#5,turnover **36.44x,36.44,x,STRICT,AT100,72.88,48.586666666666666,36.44,2.0
RESULTMD,2026-09-11_is-the-KEEP-4b-candidate-s-margin-a-TURNOVER-matched-fact_cloud.result#11,10x turnover,10.0,x,STRICT,AT100,20.0,13.333333333333334,10.0,2.0
RESULTMD,2026-09-11_is-the-KEEP-4b-candidate-s-margin-a-TURNOVER-matched-fact_cloud.result#11,3.53x/yr,3.53,x,STRICT,AT100,7.06,4.706666666666666,3.53,2.0
RESULTMD,2026-09-11_is-the-KEEP-4b-candidate-s-margin-a-TURNOVER-matched-fact_cloud.result#13,turnover 13.77x,13.77,x,STRICT,AT100,27.54,18.36,13.77,2.0
RESULTMD,2026-09-11_is-the-KEEP-4b-candidate-s-margin-a-TURNOVER-matched-fact_cloud.result#13,turnover 20.20x,20.2,x,STRICT,AT100,40.4,26.933333333333334,20.2,2.0
RESULTMD,2026-09-11_price-the-ENGINE-DRIFT-leg-on-every-published-arm-minus-arm-decomposition_B.result#13,1.10x/yr,1.1,x,STRICT,AT100,2.2,1.4666666666666668,1.1,2.0
RESULTMD,2026-09-11_price-the-ENGINE-DRIFT-leg-on-every-published-arm-minus-arm-decomposition_B.result#20,1.10x/yr,1.1,x,STRICT,AT100,2.2,1.4666666666666668,1.1,2.0
RESULTMD,2026-09-11_realised-vol-target-on-band-book_B.result#11,+0.23x/yr,0.23,x,STRICT,AT100,0.46,0.3066666666666667,0.23,2.0
RESULTMD,2026-09-12_does-the-DE-GROSSING-TO-CASH-channel-have-a-CEILING-on-the-ENTRY-DATE-pass-share_cloud.result#4,0.09 bps/yr,0.09,bp/yr,STRICT,AT100,0.18,0.12,0.09,2.0
RESULTMD,2026-09-12_does-the-DE-GROSSING-TO-CASH-channel-have-a-CEILING-on-the-ENTRY-DATE-pass-share_cloud.result#5,0.09 bps/yr,0.09,bp/yr,STRICT,AT100,0.18,0.12,0.09,2.0
RESULTMD,2026-09-12_is-the-RETURN-TAX-of-widening-a-RANK-DECAY-curve_B.result#10,+34 bp/yr,34.0,bp/yr,STRICT,AT100,68.0,45.333333333333336,34.0,2.0
RESULTMD,2026-09-12_is-the-RETURN-TAX-of-widening-a-RANK-DECAY-curve_B.result#10,72 bp/yr,72.0,bp/yr,STRICT,AT100,144.0,96.0,72.0,2.0
RESULTMD,2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_cloud.result#1,2.6 bps/yr,2.6,bp/yr,STRICT,AT100,5.2,3.466666666666667,2.6,2.0
RESULTMD,2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_cloud.result#5,2.6 bps/yr,2.6,bp/yr,STRICT,AT100,5.2,3.466666666666667,2.6,2.0
RESULTMD,2026-09-15_does-4b-SURVIVE-a-DISJOINT-HALVES-SPLIT_B.result#10,turnover 9.28x,9.28,x,STRICT,AT100,18.56,12.373333333333333,9.28,2.0
RESULTMD,2026-09-15_does-the-TOP20-4b-pass-hold-on-every-rolling-10-year-window_cloud.result#9,turnover / yr at the headline cell: 3.76x,3.76,x,STRICT,AT100,7.52,5.013333333333333,3.76,2.0
RESULTMD,2026-09-15_does-the-ZERO-COST-pass-to-BASE-RATE-inversion-hold-on-MONTHLY-4b-passes_B.result#24,150.1 bps/yr,150.1,bp/yr,STRICT,AT100,300.2,200.13333333333333,150.1,2.0
RESULTMD,2026-09-15_does-the-ZERO-COST-pass-to-BASE-RATE-inversion-hold-on-MONTHLY-4b-passes_B.result#24,347.4 bps/yr,347.4,bp/yr,STRICT,AT100,694.8,463.2,347.4,2.0
RESULTMD,2026-09-15_is-U56-CAND20s-SINGLE-RUNG-4b-pass-a-KNIFE-EDGE-or-a-real-window_B.result#12,Turnover is 11.01x,11.01,x,STRICT,AT100,22.02,14.68,11.01,2.0
RESULTMD,2026-09-15_is-U56-M-CORE-TOP20-s-2.09pp-CAGR-edge-a-REBALANCE-OFFSET-artefact_B.result#11,53 bp/yr,53.0,bp/yr,STRICT,AT100,106.0,70.66666666666667,53.0,2.0
RESULTMD,2026-09-15_is-a-DE-GROSSING-CLAUSE-worth-more-priced-on-EPISODE-CONDITIONAL-SIZING_cloud.result#1,25 bps/yr,25.0,bp/yr,STRICT,AT100,50.0,33.333333333333336,25.0,2.0
RESULTMD,2026-09-15_is-a-DE-GROSSING-CLAUSE-worth-more-priced-on-EPISODE-CONDITIONAL-SIZING_cloud.result#7,25 bps/yr,25.0,bp/yr,STRICT,AT100,50.0,33.333333333333336,25.0,2.0
RESULTMD,2026-09-15_is-the-4b-DD-CAP-and-CAGR-FLOOR-DISJOINT-on-the-k-over-n-axis_C.result#42,3.28x/yr,3.28,x,STRICT,AT100,6.56,4.373333333333333,3.28,2.0
RESULTMD,2026-09-15_is-the-4b-DD-CAP-and-CAGR-FLOOR-DISJOINT-on-the-k-over-n-axis_C.result#42,4.27x/yr,4.27,x,STRICT,AT100,8.54,5.6933333333333325,4.27,2.0
RESULTMD,2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.result#22,+4.1 bps/yr,4.1,bp/yr,STRICT,AT100,8.2,5.466666666666666,4.1,2.0
RESULTMD,2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.result#33,4 bps/yr,4.0,bp/yr,STRICT,AT100,8.0,5.333333333333333,4.0,2.0
RESULTMD,2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.result#36,+4.1 bps/yr,4.1,bp/yr,STRICT,AT100,8.2,5.466666666666666,4.1,2.0
RESULTMD,2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.result#1,100 bp/yr,100.0,bp/yr,STRICT,AT100,200.0,133.33333333333334,100.0,2.0
RESULTMD,2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.result#18,drag pairs make the point without a model: `W @5 bp,5.0,bp/yr,STRICT,AT100,10.0,6.666666666666667,5.0,2.0
RESULTMD,2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.result#18,80 bp/yr,80.0,bp/yr,STRICT,AT100,160.0,106.66666666666667,80.0,2.0
RESULTMD,2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.result#18,73 bp/yr,73.0,bp/yr,STRICT,AT100,146.0,97.33333333333333,73.0,2.0
RESULTMD,2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.result#18,161 bp/yr,161.0,bp/yr,STRICT,AT100,322.0,214.66666666666666,161.0,2.0
RESULTMD,2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.result#18,182 bp/yr,182.0,bp/yr,STRICT,AT100,364.0,242.66666666666666,182.0,2.0
RESULTMD,2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.result#18,161 bp/yr,161.0,bp/yr,STRICT,AT100,322.0,214.66666666666666,161.0,2.0
