load_prices: network unavailable (ModuleNotFoundError); using prices.csv

========================================================================================================================================================================================================
UNIVERSE universe.json(56): 56 names, 2008-01-02 -> 2026-09-03 | eval 2009-01-13 -> 2026-09-03 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY  CAGR 15.26%  Sharpe 0.890  MaxDD -33.72%  halves 0.957/0.837  OOS Sharpe 0.884
4b bars: Sharpe > 0.957 (H1) / 0.837 (H2) / 0.884 (OOS), MaxDD <= 20.23%, CAGR >= 10.68%
========================================================================================================================================================================================================
ENGINE-EQUIVALENCE (budget=inf vs engine.backtest, cost-free): max|diff| = 0.000e+00 (EXACT)

FULL GRID universe.json(56) — 240 points, ALL reported (80 arms x 3 costs)
        book         arm  cost  CAGR  Sharpe  MaxDD    H1    H2  OOS_CAGR  OOS_Sharpe  OOS_MaxDD     TO  gross   m_DD  m_CAGR binds      z   p4a   p4b  p4b_oos     f4b
C57/ew-band3  g0.65/Binf    10 0.098   1.136 -0.132 1.113 1.160     0.109       1.234     -0.132  4.221  0.650  0.070  -0.009  CAGR -0.924  True False     True    CAGR
C57/ew-band3 g0.75/B0.10    10 0.109   1.144 -0.141 1.122 1.167     0.122       1.245     -0.141  4.307  0.735  0.061   0.002  CAGR  0.240 False  True     True       -
C57/ew-band3 g0.75/B0.20    10 0.112   1.139 -0.153 1.120 1.159     0.125       1.234     -0.153  4.714  0.747  0.050   0.005  CAGR  0.516 False  True     True       -
C57/ew-band3 g0.75/B0.30    10 0.112   1.136 -0.151 1.115 1.158     0.126       1.233     -0.151  4.806  0.749  0.051   0.006  CAGR  0.555 False  True     True       -
C57/ew-band3  g0.75/Binf    10 0.113   1.136 -0.151 1.113 1.160     0.126       1.234     -0.151  4.850  0.750  0.051   0.006  CAGR  0.592 False  True     True       -
C57/ew-band3 g0.85/B0.10    10 0.123   1.142 -0.157 1.121 1.164     0.137       1.244     -0.157  4.733  0.828  0.045   0.016  CAGR  1.584 False  True     True       -
C57/ew-band3 g0.85/B0.20    10 0.127   1.139 -0.173 1.121 1.159     0.142       1.235     -0.173  5.265  0.845  0.030   0.020  CAGR  1.994 False  True     True       -
C57/ew-band3 g0.85/B0.30    10 0.127   1.136 -0.171 1.117 1.157     0.142       1.232     -0.171  5.406  0.849  0.032   0.021  CAGR  2.055 False  True     True       -
C57/ew-band3  g0.85/Binf    10 0.128   1.136 -0.171 1.113 1.160     0.144       1.234     -0.171  5.476  0.850  0.032   0.021  CAGR  2.109 False  True     True       -
C57/ew-band3 g1.00/B0.10    10 0.142   1.141 -0.180 1.121 1.162     0.160       1.243     -0.180  5.282  0.964  0.022   0.035    DD  2.208 False  True     True       -
C57/ew-band3 g1.00/B0.20    10 0.149   1.140 -0.202 1.122 1.159     0.167       1.234     -0.202  6.056  0.992  0.001   0.042    DD  0.057 False  True     True       -
C57/ew-band3 g1.00/B0.30    10 0.150   1.137 -0.200 1.119 1.156     0.168       1.231     -0.200  6.281  0.997  0.002   0.043    DD  0.236 False  True     True       -
C57/ew-band3  g1.00/Binf    10 0.151   1.136 -0.199 1.113 1.160     0.169       1.233     -0.199  6.409  1.000  0.003   0.044    DD  0.283 False  True     True       -
C57/ew-band3 g0.55/B0.10    25 0.076   1.072 -0.111 1.049 1.096     0.085       1.174     -0.111  3.346  0.544  0.092  -0.031  CAGR -3.105  True False    False    CAGR
C57/ew-band3 g0.55/B0.20    25 0.076   1.062 -0.113 1.041 1.083     0.086       1.159     -0.113  3.544  0.549  0.090  -0.030  CAGR -3.043  True False    False    CAGR
C57/ew-band3 g0.55/B0.30    25 0.077   1.061 -0.113 1.037 1.084     0.086       1.160     -0.113  3.582  0.550  0.090  -0.030  CAGR -3.025  True False    False    CAGR
C57/ew-band3  g0.55/Binf    25 0.077   1.061 -0.113 1.037 1.085     0.086       1.160     -0.113  3.587  0.550  0.090  -0.030  CAGR -3.017  True False    False    CAGR
C57/ew-band3 g0.65/B0.10    25 0.089   1.074 -0.126 1.050 1.099     0.100       1.177     -0.126  3.836  0.640  0.076  -0.018  CAGR -1.779  True False    False    CAGR
C57/ew-band3 g0.65/B0.20    25 0.090   1.063 -0.133 1.044 1.083     0.101       1.160     -0.133  4.141  0.649  0.069  -0.017  CAGR -1.658  True False    False    CAGR
C57/ew-band3 g0.65/B0.30    25 0.090   1.061 -0.133 1.038 1.084     0.102       1.160     -0.133  4.200  0.650  0.070  -0.016  CAGR -1.633  True False    False    CAGR
C57/ew-band3  g0.65/Binf    25 0.091   1.061 -0.133 1.038 1.085     0.102       1.161     -0.133  4.221  0.650  0.070  -0.016  CAGR -1.616  True False    False    CAGR
C57/ew-band3 g0.75/B0.10    25 0.102   1.075 -0.142 1.052 1.099     0.115       1.179     -0.142  4.307  0.735  0.060  -0.005  CAGR -0.475  True False     True    CAGR
C57/ew-band3 g0.75/B0.20    25 0.104   1.066 -0.153 1.047 1.086     0.117       1.162     -0.153  4.714  0.747  0.049  -0.003  CAGR -0.267  True False     True    CAGR
C57/ew-band3 g0.75/B0.30    25 0.104   1.062 -0.152 1.040 1.084     0.118       1.160     -0.152  4.806  0.749  0.050  -0.002  CAGR -0.244  True False     True    CAGR
C57/ew-band3  g0.75/Binf    25 0.105   1.062 -0.152 1.039 1.085     0.118       1.161     -0.152  4.850  0.750  0.050  -0.002  CAGR -0.215  True False     True    CAGR
C57/ew-band3 g0.85/B0.10    25 0.115   1.075 -0.158 1.053 1.098     0.129       1.179     -0.158  4.733  0.828  0.045   0.008  CAGR  0.790 False  True     True       -
C57/ew-band3 g0.85/B0.20    25 0.118   1.067 -0.173 1.048 1.087     0.133       1.164     -0.173  5.265  0.845  0.029   0.011  CAGR  1.107 False  True     True       -
C57/ew-band3 g0.85/B0.30    25 0.118   1.063 -0.172 1.043 1.083     0.133       1.160     -0.172  5.406  0.849  0.031   0.011  CAGR  1.144 False  True     True       -
C57/ew-band3  g0.85/Binf    25 0.119   1.062 -0.172 1.039 1.085     0.134       1.161     -0.172  5.476  0.850  0.031   0.012  CAGR  1.186 False  True     True       -
C57/ew-band3 g1.00/B0.10    25 0.133   1.076 -0.181 1.056 1.097     0.151       1.180     -0.181  5.282  0.964  0.021   0.026    H1  1.989 False  True     True       -
C57/ew-band3 g1.00/B0.20    25 0.138   1.069 -0.203 1.051 1.088     0.156       1.166     -0.203  6.056  0.992 -0.000   0.032    DD -0.041 False False    False      DD
C57/ew-band3 g1.00/B0.30    25 0.139   1.064 -0.201 1.046 1.084     0.157       1.160     -0.201  6.281  0.997  0.001   0.032    DD  0.135 False  True     True       -
C57/ew-band3  g1.00/Binf    25 0.140   1.062 -0.200 1.040 1.086     0.158       1.161     -0.200  6.409  1.000  0.002   0.033    DD  0.181 False  True     True       -
   C72/EWall g0.55/B0.10     5 0.078   1.126 -0.101 1.109 1.144     0.086       1.224     -0.101  5.212  0.534  0.102  -0.029  CAGR -2.911  True False    False    CAGR
   C72/EWall g0.55/B0.20     5 0.080   1.101 -0.119 1.116 1.091     0.087       1.168     -0.119  5.942  0.548  0.083  -0.027  CAGR -2.716  True False    False    CAGR
   C72/EWall g0.55/B0.30     5 0.080   1.093 -0.118 1.109 1.080     0.086       1.157     -0.118  6.046  0.550  0.085  -0.027  CAGR -2.722  True False    False    CAGR
   C72/EWall  g0.55/Binf     5 0.080   1.092 -0.117 1.109 1.079     0.086       1.156     -0.117  6.061  0.550  0.085  -0.027  CAGR -2.717  True False    False    CAGR
   C72/EWall g0.65/B0.10     5 0.091   1.132 -0.115 1.110 1.153     0.101       1.235     -0.115  5.786  0.623  0.088  -0.016  CAGR -1.602  True False    False    CAGR
   C72/EWall g0.65/B0.20     5 0.094   1.106 -0.138 1.113 1.101     0.103       1.178     -0.138  6.896  0.646  0.064  -0.013  CAGR -1.275 False False    False    CAGR
   C72/EWall g0.65/B0.30     5 0.094   1.095 -0.139 1.111 1.084     0.102       1.161     -0.139  7.084  0.649  0.063  -0.013  CAGR -1.264 False False    False    CAGR
   C72/EWall  g0.65/Binf     5 0.094   1.092 -0.138 1.109 1.079     0.102       1.156     -0.138  7.139  0.650  0.064  -0.013  CAGR -1.262 False False    False    CAGR
   C72/EWall g0.75/B0.10     5 0.103   1.135 -0.128 1.108 1.162     0.115       1.245     -0.128  6.285  0.709  0.074  -0.003  CAGR -0.348  True False     True    CAGR
   C72/EWall g0.75/B0.20     5 0.109   1.114 -0.152 1.109 1.121     0.120       1.198     -0.152  7.758  0.742  0.051   0.002  CAGR  0.172 False  True     True       -
   C72/EWall g0.75/B0.30     5 0.109   1.098 -0.160 1.113 1.088     0.118       1.165     -0.160  8.100  0.748  0.042   0.002  CAGR  0.196 False  True     True       -
   C72/EWall  g0.75/Binf     5 0.109   1.092 -0.158 1.109 1.079     0.118       1.156     -0.158  8.211  0.750  0.044   0.002  CAGR  0.194 False  True     True       -
   C72/EWall g0.85/B0.10     5 0.115   1.135 -0.142 1.107 1.162     0.129       1.247     -0.142  6.744  0.793  0.060   0.008  CAGR  0.849 False  True     True       -
   C72/EWall g0.85/B0.20     5 0.123   1.119 -0.165 1.106 1.132     0.136       1.210     -0.165  8.565  0.837  0.038   0.016  CAGR  1.589 False  True     True       -
   C72/EWall g0.85/B0.30     5 0.123   1.102 -0.181 1.116 1.092     0.134       1.169     -0.181  9.081  0.847  0.022   0.017  CAGR  1.657 False  True     True       -
   C72/EWall  g0.85/Binf     5 0.123   1.092 -0.178 1.109 1.079     0.134       1.155     -0.178  9.275  0.850  0.024   0.016  CAGR  1.649 False  True     True       -
   C72/EWall g1.00/B0.10     5 0.132   1.131 -0.162 1.106 1.156     0.148       1.244     -0.162  7.364  0.916  0.040   0.026  CAGR  2.551 False  True     True       -
   C72/EWall g1.00/B0.20     5 0.143   1.121 -0.185 1.107 1.136     0.159       1.215     -0.185  9.662  0.977  0.018   0.036    DD  1.756 False  True     True       -
   C72/EWall g1.00/B0.30     5 0.145   1.105 -0.208 1.113 1.102     0.159       1.179     -0.208 10.473  0.993 -0.006   0.038    DD -0.586 False False    False      DD
   C72/EWall  g1.00/Binf     5 0.145   1.092 -0.208 1.109 1.079     0.158       1.155     -0.208 10.862  1.000 -0.006   0.038    DD -0.584 False False    False      DD
   C72/EWall g0.55/B0.10    10 0.075   1.088 -0.101 1.071 1.105     0.083       1.186     -0.101  5.212  0.534  0.101  -0.032  CAGR -3.192  True False    False    CAGR
   C72/EWall g0.55/B0.20    10 0.076   1.060 -0.119 1.075 1.049     0.083       1.127     -0.119  5.942  0.548  0.083  -0.030  CAGR -3.037  True False    False    CAGR
   C72/EWall g0.55/B0.30    10 0.076   1.051 -0.118 1.068 1.038     0.083       1.115     -0.118  6.046  0.550  0.084  -0.030  CAGR -3.048  True False    False    CAGR
   C72/EWall  g0.55/Binf    10 0.076   1.050 -0.118 1.068 1.037     0.083       1.114     -0.118  6.061  0.550  0.085  -0.030  CAGR -3.043  True False    False    CAGR
   C72/EWall g0.65/B0.10    10 0.088   1.095 -0.115 1.074 1.117     0.098       1.199     -0.115  5.786  0.623  0.088  -0.019  CAGR -1.917  True False    False    CAGR
   C72/EWall g0.65/B0.20    10 0.090   1.065 -0.139 1.073 1.060     0.099       1.138     -0.139  6.896  0.646  0.063  -0.017  CAGR -1.651 False False    False    CAGR
   C72/EWall g0.65/B0.30    10 0.090   1.054 -0.139 1.070 1.042     0.098       1.119     -0.139  7.084  0.649  0.063  -0.017  CAGR -1.651 False False    False    CAGR
   C72/EWall  g0.65/Binf    10 0.090   1.050 -0.138 1.068 1.037     0.098       1.114     -0.138  7.139  0.650  0.064  -0.017  CAGR -1.652 False False    False    CAGR
   C72/EWall g0.75/B0.10    10 0.100   1.100 -0.129 1.073 1.127     0.112       1.211     -0.129  6.285  0.709  0.074  -0.007  CAGR -0.694  True False     True    CAGR
   C72/EWall g0.75/B0.20    10 0.104   1.074 -0.152 1.069 1.080     0.115       1.158     -0.152  7.758  0.742  0.050  -0.003  CAGR -0.257 False False     True    CAGR
   C72/EWall g0.75/B0.30    10 0.104   1.057 -0.160 1.072 1.046     0.114       1.124     -0.160  8.100  0.748  0.042  -0.003  CAGR -0.252 False False     True    CAGR
   C72/EWall  g0.75/Binf    10 0.104   1.050 -0.159 1.068 1.037     0.114       1.114     -0.159  8.211  0.750  0.044  -0.003  CAGR -0.261 False False     True    CAGR
   C72/EWall g0.85/B0.10    10 0.112   1.101 -0.142 1.073 1.129     0.125       1.214     -0.142  6.744  0.793  0.060   0.005  CAGR  0.474 False  True     True       -
   C72/EWall g0.85/B0.20    10 0.118   1.079 -0.165 1.067 1.093     0.131       1.171     -0.165  8.565  0.837  0.037   0.011  CAGR  1.109 False  True     True       -
   C72/EWall g0.85/B0.30    10 0.118   1.061 -0.181 1.076 1.050     0.129       1.128     -0.181  9.081  0.847  0.021   0.011  CAGR  1.149 False  True     True       -
   C72/EWall  g0.85/Binf    10 0.118   1.050 -0.179 1.069 1.037     0.129       1.114     -0.179  9.275  0.850  0.023   0.011  CAGR  1.130 False  True     True       -
   C72/EWall g1.00/B0.10    10 0.128   1.099 -0.163 1.074 1.124     0.144       1.212     -0.163  7.364  0.916  0.039   0.021  CAGR  2.135 False  True     True       -
   C72/EWall g1.00/B0.20    10 0.137   1.083 -0.185 1.069 1.097     0.153       1.177     -0.185  9.662  0.977  0.017   0.031    DD  1.714 False  True     True       -
   C72/EWall g1.00/B0.30    10 0.139   1.065 -0.209 1.073 1.061     0.153       1.139     -0.209 10.473  0.993 -0.006   0.032    DD -0.635 False False    False      DD
   C72/EWall  g1.00/Binf    10 0.139   1.050 -0.209 1.069 1.037     0.152       1.114     -0.209 10.862  1.000 -0.006   0.032    DD -0.650 False False    False      DD
   C72/EWall g0.55/B0.10    25 0.067   0.973 -0.103 0.956 0.991     0.075       1.073     -0.103  5.212  0.534  0.099  -0.040  CAGR -4.029  True False    False H1,CAGR
   C72/EWall g0.55/B0.20    25 0.067   0.936 -0.120 0.951 0.924     0.074       1.004     -0.120  5.942  0.548  0.082  -0.040  CAGR -3.992  True False    False H1,CAGR
   C72/EWall g0.55/B0.30    25 0.067   0.925 -0.120 0.944 0.910     0.073       0.990     -0.120  6.046  0.550  0.082  -0.040  CAGR -4.019  True False    False H1,CAGR
   C72/EWall  g0.55/Binf    25 0.067   0.924 -0.120 0.944 0.909     0.073       0.988     -0.120  6.061  0.550  0.082  -0.040  CAGR -4.018  True False    False H1,CAGR
   C72/EWall g0.65/B0.10    25 0.078   0.986 -0.116 0.965 1.007     0.088       1.090     -0.116  5.786  0.623  0.087  -0.029  CAGR -2.857  True False    False    CAGR
   C72/EWall g0.65/B0.20    25 0.079   0.942 -0.140 0.951 0.936     0.088       1.016     -0.140  6.896  0.646  0.062  -0.028  CAGR -2.773  True False    False H1,CAGR
   C72/EWall g0.65/B0.30    25 0.079   0.929 -0.141 0.947 0.915     0.087       0.995     -0.141  7.084  0.649  0.061  -0.028  CAGR -2.803  True False    False H1,CAGR
   C72/EWall  g0.65/Binf    25 0.079   0.925 -0.141 0.945 0.909     0.086       0.989     -0.141  7.139  0.650  0.061  -0.028  CAGR -2.814  True False    False H1,CAGR
   C72/EWall g0.75/B0.10    25 0.090   0.996 -0.129 0.968 1.022     0.101       1.107     -0.129  6.285  0.709  0.073  -0.017  CAGR -1.726  True False    False    CAGR
   C72/EWall g0.75/B0.20    25 0.091   0.953 -0.156 0.949 0.958     0.102       1.038     -0.156  7.758  0.742  0.047  -0.015  CAGR -1.534  True False    False H1,CAGR
   C72/EWall g0.75/B0.30    25 0.091   0.933 -0.162 0.950 0.921     0.100       1.001     -0.162  8.100  0.748  0.041  -0.016  CAGR -1.586 False False    False H1,CAGR
   C72/EWall  g0.75/Binf    25 0.091   0.925 -0.161 0.945 0.910     0.100       0.989     -0.161  8.211  0.750  0.041  -0.016  CAGR -1.613 False False    False H1,CAGR
   C72/EWall g0.85/B0.10    25 0.100   1.001 -0.143 0.973 1.028     0.114       1.114     -0.143  6.744  0.793  0.059  -0.006  CAGR -0.645  True False     True    CAGR
   C72/EWall g0.85/B0.20    25 0.104   0.961 -0.169 0.949 0.973     0.117       1.053     -0.169  8.565  0.837  0.033  -0.003  CAGR -0.318 False False     True H1,CAGR
   C72/EWall g0.85/B0.30    25 0.103   0.938 -0.183 0.953 0.926     0.114       1.006     -0.183  9.081  0.847  0.020  -0.004  CAGR -0.365 False False     True H1,CAGR
   C72/EWall  g0.85/Binf    25 0.103   0.926 -0.181 0.946 0.910     0.113       0.990     -0.181  9.275  0.850  0.021  -0.004  CAGR -0.416 False False     True H1,CAGR
   C72/EWall g1.00/B0.10    25 0.116   1.004 -0.164 0.979 1.028     0.132       1.117     -0.164  7.364  0.916  0.038   0.009    H1  0.440 False  True     True       -
   C72/EWall g1.00/B0.20    25 0.121   0.968 -0.189 0.954 0.982     0.137       1.063     -0.189  9.662  0.977  0.013   0.014    H1 -0.054 False False     True      H1
   C72/EWall g1.00/B0.30    25 0.121   0.944 -0.210 0.952 0.939     0.135       1.019     -0.210 10.473  0.993 -0.008   0.014    DD -0.783 False False    False   H1,DD
   C72/EWall  g1.00/Binf    25 0.121   0.926 -0.211 0.947 0.911     0.133       0.990     -0.211 10.862  1.000 -0.008   0.014    DD -0.847 False False    False   H1,DD

--- PART A  universe.json(56): binding 4b bar for each STANDING candidate as published (g=0.75, B=inf, 10 bps) ---
              CAGR  Sharpe  MaxDD    H1    H2  OOS_Sharpe  m_H1  m_H2  m_OOS  m_DD  m_CAGR binds      z    p4b   f4b
book                                                                                                                
C2/CAND20    0.127   1.093 -0.183 1.088 1.103       1.170 0.132 0.267  0.285 0.019   0.020    DD  1.922   True     -
C46/frac.85  0.113   1.072 -0.167 1.092 1.058       1.132 0.135 0.222  0.247 0.036   0.007  CAGR  0.658   True     -
C57/ew-band3 0.113   1.136 -0.151 1.113 1.160       1.234 0.156 0.324  0.349 0.051   0.006  CAGR  0.592   True     -
C72/EWall    0.104   1.050 -0.159 1.068 1.037       1.114 0.112 0.200  0.230 0.044  -0.003  CAGR -0.261  False  CAGR

--- PART B  universe.json(56): lever response vs the published control (g=0.75/Binf, 10 bps).  ALL 76 arms ---
              uni         book  lever         arm   d_H1   d_H2  d_OOS   d_DD  d_CAGR  d_Sharpe  d_bindmargin ctl_binds   p4b  p4b_oos  fixed
universe.json(56)    C2/CAND20  gross  g0.55/Binf -0.000 -0.000 -0.000  0.047  -0.034    -0.000         0.047        DD False    False  False
universe.json(56)    C2/CAND20   both g0.55/B0.30 -0.000 -0.000 -0.000  0.047  -0.034    -0.000         0.047        DD False    False  False
universe.json(56)    C2/CAND20   both g0.55/B0.20 -0.001  0.001  0.001  0.046  -0.034    -0.000         0.046        DD False    False  False
universe.json(56)    C2/CAND20   both g0.55/B0.10 -0.014  0.020  0.021  0.054  -0.035     0.004         0.054        DD False    False  False
universe.json(56)    C2/CAND20  gross  g0.65/Binf -0.000 -0.000 -0.000  0.023  -0.017    -0.000         0.023        DD  True     True  False
universe.json(56)    C2/CAND20   both g0.65/B0.30 -0.000 -0.000 -0.000  0.023  -0.017    -0.000         0.023        DD  True     True  False
universe.json(56)    C2/CAND20   both g0.65/B0.20 -0.002  0.002  0.002  0.022  -0.017     0.000         0.022        DD  True     True  False
universe.json(56)    C2/CAND20   both g0.65/B0.10 -0.015  0.020  0.022  0.034  -0.019     0.004         0.034        DD  True     True  False
universe.json(56)    C2/CAND20 budget g0.75/B0.30 -0.001  0.001  0.001 -0.000   0.000     0.000        -0.000        DD  True     True  False
universe.json(56)    C2/CAND20 budget g0.75/B0.20 -0.004  0.006  0.006 -0.001  -0.000     0.001        -0.001        DD  True     True  False
universe.json(56)    C2/CAND20 budget g0.75/B0.10 -0.020  0.026  0.028  0.016  -0.005     0.005         0.016        DD  True     True  False
universe.json(56)    C2/CAND20  gross  g0.85/Binf  0.000  0.000  0.000 -0.023   0.017     0.000        -0.023        DD False    False  False
universe.json(56)    C2/CAND20   both g0.85/B0.30 -0.001  0.002  0.002 -0.024   0.017     0.000        -0.024        DD False    False  False
universe.json(56)    C2/CAND20   both g0.85/B0.20 -0.005  0.014  0.013 -0.020   0.017     0.005        -0.020        DD False    False  False
universe.json(56)    C2/CAND20   both g0.85/B0.10 -0.019  0.028  0.031  0.001   0.009     0.006         0.001        DD  True     True  False
universe.json(56)    C2/CAND20  gross  g1.00/Binf -0.000  0.001  0.001 -0.057   0.042     0.000        -0.057        DD False    False  False
universe.json(56)    C2/CAND20   both g1.00/B0.30 -0.003  0.004  0.004 -0.059   0.042     0.001        -0.059        DD False    False  False
universe.json(56)    C2/CAND20   both g1.00/B0.20 -0.011  0.021  0.021 -0.048   0.042     0.006        -0.048        DD False    False  False
universe.json(56)    C2/CAND20   both g1.00/B0.10 -0.032  0.022  0.030 -0.020   0.026    -0.003        -0.020        DD False    False  False
universe.json(56)  C46/frac.85  gross  g0.55/Binf -0.001  0.000  0.000  0.043  -0.030    -0.000        -0.030      CAGR False    False  False
universe.json(56)  C46/frac.85   both g0.55/B0.30 -0.001  0.002  0.002  0.042  -0.030     0.001        -0.030      CAGR False    False  False
universe.json(56)  C46/frac.85   both g0.55/B0.20  0.005  0.012  0.012  0.041  -0.030     0.009        -0.030      CAGR False    False  False
universe.json(56)  C46/frac.85   both g0.55/B0.10 -0.004  0.050  0.053  0.058  -0.033     0.025        -0.033      CAGR False    False  False
universe.json(56)  C46/frac.85  gross  g0.65/Binf -0.000  0.000  0.000  0.021  -0.015    -0.000        -0.015      CAGR False    False  False
universe.json(56)  C46/frac.85   both g0.65/B0.30  0.001  0.006  0.006  0.020  -0.015     0.004        -0.015      CAGR False    False  False
universe.json(56)  C46/frac.85   both g0.65/B0.20  0.003  0.015  0.016  0.018  -0.016     0.010        -0.016      CAGR False    False  False
universe.json(56)  C46/frac.85   both g0.65/B0.10 -0.004  0.062  0.067  0.043  -0.019     0.032        -0.019      CAGR False    False  False
universe.json(56)  C46/frac.85 budget g0.75/B0.30  0.003  0.009  0.009 -0.003  -0.000     0.006        -0.000      CAGR  True     True  False
universe.json(56)  C46/frac.85 budget g0.75/B0.20  0.001  0.033  0.034  0.004  -0.000     0.018        -0.000      CAGR  True     True  False
universe.json(56)  C46/frac.85 budget g0.75/B0.10  0.001  0.071  0.077  0.028  -0.006     0.038        -0.006      CAGR  True     True  False
universe.json(56)  C46/frac.85  gross  g0.85/Binf  0.000 -0.000 -0.000 -0.021   0.015     0.000         0.015      CAGR  True     True  False
universe.json(56)  C46/frac.85   both g0.85/B0.30  0.006  0.012  0.012 -0.025   0.015     0.009         0.015      CAGR  True     True  False
universe.json(56)  C46/frac.85   both g0.85/B0.20 -0.004  0.044  0.045 -0.011   0.014     0.022         0.014      CAGR  True     True  False
universe.json(56)  C46/frac.85   both g0.85/B0.10  0.005  0.070  0.077  0.013   0.006     0.040         0.006      CAGR  True     True  False
universe.json(56)  C46/frac.85  gross  g1.00/Binf  0.001 -0.000 -0.000 -0.052   0.038     0.000         0.038      CAGR False    False  False
universe.json(56)  C46/frac.85   both g1.00/B0.30  0.004  0.017  0.017 -0.056   0.037     0.011         0.037      CAGR False    False  False
universe.json(56)  C46/frac.85   both g1.00/B0.20 -0.008  0.046  0.048 -0.032   0.034     0.021         0.034      CAGR  True     True  False
universe.json(56)  C46/frac.85   both g1.00/B0.10 -0.006  0.066  0.076 -0.010   0.023     0.033         0.023      CAGR  True     True  False
universe.json(56) C57/ew-band3  gross  g0.55/Binf -0.000  0.000  0.000  0.039  -0.030    -0.000        -0.030      CAGR False    False  False
universe.json(56) C57/ew-band3   both g0.55/B0.30 -0.000 -0.000  0.000  0.039  -0.030    -0.000        -0.030      CAGR False    False  False
universe.json(56) C57/ew-band3   both g0.55/B0.20  0.003 -0.003 -0.002  0.039  -0.031     0.000        -0.031      CAGR False    False  False
universe.json(56) C57/ew-band3   both g0.55/B0.10  0.008  0.007  0.010  0.041  -0.032     0.008        -0.032      CAGR False    False  False
universe.json(56) C57/ew-band3  gross  g0.65/Binf -0.000  0.000  0.000  0.020  -0.015    -0.000        -0.015      CAGR False     True  False
universe.json(56) C57/ew-band3   both g0.65/B0.30  0.000 -0.001 -0.001  0.020  -0.015    -0.000        -0.015      CAGR False     True  False
universe.json(56) C57/ew-band3   both g0.65/B0.20  0.005 -0.003 -0.002  0.019  -0.016     0.001        -0.016      CAGR False    False  False
universe.json(56) C57/ew-band3   both g0.65/B0.10  0.009  0.008  0.011  0.026  -0.017     0.008        -0.017      CAGR False    False  False
universe.json(56) C57/ew-band3 budget g0.75/B0.30  0.002 -0.002 -0.001  0.000  -0.000    -0.000        -0.000      CAGR  True     True  False
universe.json(56) C57/ew-band3 budget g0.75/B0.20  0.008 -0.001 -0.000 -0.001  -0.001     0.003        -0.001      CAGR  True     True  False
universe.json(56) C57/ew-band3 budget g0.75/B0.10  0.009  0.007  0.011  0.010  -0.004     0.008        -0.004      CAGR  True     True  False
universe.json(56) C57/ew-band3  gross  g0.85/Binf  0.000 -0.000 -0.000 -0.019   0.015     0.000         0.015      CAGR  True     True  False
universe.json(56) C57/ew-band3   both g0.85/B0.30  0.004 -0.003 -0.002 -0.019   0.015     0.000         0.015      CAGR  True     True  False
universe.json(56) C57/ew-band3   both g0.85/B0.20  0.008 -0.001  0.001 -0.021   0.014     0.003         0.014      CAGR  True     True  False
universe.json(56) C57/ew-band3   both g0.85/B0.10  0.008  0.004  0.010 -0.006   0.010     0.006         0.010      CAGR  True     True  False
universe.json(56) C57/ew-band3  gross  g1.00/Binf  0.000 -0.000 -0.000 -0.048   0.038    -0.000         0.038      CAGR  True     True  False
universe.json(56) C57/ew-band3   both g1.00/B0.30  0.006 -0.004 -0.003 -0.049   0.037     0.001         0.037      CAGR  True     True  False
universe.json(56) C57/ew-band3   both g1.00/B0.20  0.009 -0.002  0.000 -0.050   0.036     0.004         0.036      CAGR  True     True  False
universe.json(56) C57/ew-band3   both g1.00/B0.10  0.008  0.002  0.009 -0.029   0.030     0.005         0.030      CAGR  True     True  False
universe.json(56)    C72/EWall  gross  g0.55/Binf -0.000 -0.000 -0.000  0.041  -0.028    -0.000        -0.028      CAGR False    False  False
universe.json(56)    C72/EWall   both g0.55/B0.30 -0.000  0.001  0.001  0.041  -0.028     0.001        -0.028      CAGR False    False  False
universe.json(56)    C72/EWall   both g0.55/B0.20  0.006  0.013  0.013  0.039  -0.028     0.010        -0.028      CAGR False    False  False
universe.json(56)    C72/EWall   both g0.55/B0.10  0.002  0.069  0.072  0.058  -0.029     0.038        -0.029      CAGR False    False  False
universe.json(56)    C72/EWall  gross  g0.65/Binf -0.000 -0.000 -0.000  0.020  -0.014    -0.000        -0.014      CAGR False    False  False
universe.json(56)    C72/EWall   both g0.65/B0.30  0.001  0.005  0.005  0.019  -0.014     0.003        -0.014      CAGR False    False  False
universe.json(56)    C72/EWall   both g0.65/B0.20  0.004  0.023  0.024  0.020  -0.014     0.014        -0.014      CAGR False    False  False
universe.json(56)    C72/EWall   both g0.65/B0.10  0.006  0.080  0.085  0.044  -0.017     0.045        -0.017      CAGR False    False  False
universe.json(56)    C72/EWall budget g0.75/B0.30  0.004  0.009  0.010 -0.002   0.000     0.007         0.000      CAGR False     True  False
universe.json(56)    C72/EWall budget g0.75/B0.20  0.001  0.043  0.044  0.007   0.000     0.023         0.000      CAGR False     True  False
universe.json(56)    C72/EWall budget g0.75/B0.10  0.004  0.090  0.097  0.030  -0.004     0.050        -0.004      CAGR False     True  False
universe.json(56)    C72/EWall  gross  g0.85/Binf  0.000  0.000  0.000 -0.020   0.014     0.000         0.014      CAGR  True     True   True
universe.json(56)    C72/EWall   both g0.85/B0.30  0.007  0.014  0.014 -0.022   0.014     0.011         0.014      CAGR  True     True   True
