load_prices: network unavailable (ModuleNotFoundError); using prices.csv

==================================================================================================================================================================================================================
UNIVERSE universe.json(56): 56 names, 2008-01-02 -> 2026-09-04 | eval 2009-01-13 -> 2026-09-04 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882
==================================================================================================================================================================================================================
[gate A] ladder rung TOP20 / V1u vs idea 94 targets(): max|diff| = 0.000e+00 (EXACT)
[gate B] control vs engine.backtest @10bps: max|diff| = 0.000e+00 (EXACT)
[note]  ALL rung (scored limit) vs idea 94 EWall (priced limit): max|dw| = 0.0150; ALL holds 53.8 names on average (panel 56), differs from priced count on 1530 of 4439 eval days

MAIN GRID universe.json(56) — 224 published rows (7 books x 16 arms x 2 costs)
  book  n    cost                arm   dCAGR  dMaxDD    rate  dMaxDD_IS  dMaxDD_OOS   CAGR  Sharpe   MaxDD  D1_pass  D2_pass  p4a_v2  p4a_v1   p4b               f4b
TOPALL 56 10.0000             stop25  0.4499 -1.2795     NaN    -0.0599     -1.2795 0.1275  1.1102 -0.2381    False    False   False   False False                DD
TOPALL 56 10.0000 ddctl-8/.5/recover  3.4759  6.9345  0.5012     1.5319      6.9345 0.0972  1.0368 -0.1559     True     True   False   False False              CAGR
TOPALL 56 10.0000    ddctl-8/.5/high  5.1637  6.9345  0.7446     1.5319      6.9345 0.0803  0.9261 -0.1559     True     True   False   False False           H1,CAGR
TOPALL 56 10.0000          ebud-0.10 -0.0482  0.0000     NaN     0.6230      0.0000 0.1325  1.1318 -0.2253    False    False   False   False False                DD
TOPALL 56 10.0000          ebud-0.20 -0.0494 -0.0000     NaN     0.0000      0.0000 0.1325  1.1264 -0.2253    False    False   False   False False                DD
TOPALL 56 25.0000            g200-dg  5.3027 10.4685  0.5065     3.4694     10.4685 0.0776  1.1070 -0.1208     True     True   False    True False              CAGR
TOPALL 56 25.0000            g200-rw  2.7846  3.6489  0.7631     0.6641      3.6489 0.1027  0.9817 -0.1890     True     True   False   False False              CAGR
TOPALL 56 25.0000           band3-dg  4.6276 10.4550  0.4426     4.3869     10.4550 0.0843  1.1712 -0.1209     True     True    True    True False              CAGR
TOPALL 56 25.0000           band3-rw  1.5396  4.6570  0.3306     2.0009      4.6570 0.1152  1.0985 -0.1789     True     True   False   False  True                 -
TOPALL 56 25.0000           abs12-dg  4.6922  7.6713  0.6117     3.0754      7.6713 0.0837  1.0476 -0.1488     True     True   False    True False              CAGR
TOPALL 56 25.0000           abs12-rw  2.1266  2.0867  1.0191    -0.0108      2.0867 0.1093  0.9979 -0.2046     True    False   False   False False                DD
TOPALL 56 25.0000           vol60-dg  1.6647  5.6495  0.2947     0.5282      5.6495 0.1139  1.1161 -0.1690     True     True   False   False  True                 -
TOPALL 56 25.0000           vol60-rw  1.1574  4.0128  0.2884     0.3810      4.0128 0.1190  1.1010 -0.1853     True     True   False   False  True                 -
TOPALL 56 25.0000          v1gate-dg  6.1970 11.5930  0.5345     3.3099     11.5930 0.0686  1.0422 -0.1095     True     True   False    True False              CAGR
TOPALL 56 25.0000          v1gate-rw  4.0153  6.4341  0.6241     0.3440      6.4341 0.0904  0.9240 -0.1611     True     True   False   False False           H1,CAGR
TOPALL 56 25.0000             stop15  1.4899 -0.2793     NaN    -0.1516     -0.2793 0.1157  1.0467 -0.2283    False    False   False   False False                DD
TOPALL 56 25.0000             stop25  0.5859 -1.4179     NaN    -0.1540     -1.4179 0.1247  1.0885 -0.2397    False    False   False   False False                DD
TOPALL 56 25.0000 ddctl-8/.5/recover  3.8773  6.8999  0.5619     1.4593      6.8999 0.0918  0.9891 -0.1565     True     True   False   False False              CAGR
TOPALL 56 25.0000    ddctl-8/.5/high  5.1648  6.8999  0.7485     1.4593      6.8999 0.0789  0.9129 -0.1565     True     True   False   False False           H1,CAGR
TOPALL 56 25.0000          ebud-0.10 -0.0442 -0.0000     NaN     0.5881      0.0000 0.1310  1.1208 -0.2255    False    False   False   False False                DD
TOPALL 56 25.0000          ebud-0.20 -0.0463 -0.0000     NaN     0.0000      0.0000 0.1310  1.1154 -0.2255    False    False   False   False False                DD
   V1u  5 10.0000            g200-dg  0.1454  1.6204  0.0897    -0.5763      1.6204 0.0615  0.6522 -0.1405     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000            g200-rw -0.3394  1.8443 -0.1840    -0.0663      1.8443 0.0664  0.6799 -0.1383     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000           band3-dg  0.0851  1.1207  0.0760    -0.0499      1.1207 0.0621  0.6565 -0.1455     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000           band3-rw -0.2564  2.0507 -0.1250    -0.0083      2.0507 0.0655  0.6766 -0.1362     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000           abs12-dg  0.1438  2.0507  0.0701    -0.3772      2.0507 0.0615  0.6569 -0.1362     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000           abs12-rw -0.1188  1.0737 -0.1107    -1.5629      1.1128 0.0642  0.6611 -0.1460    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000           vol60-dg  0.0000  0.0000     NaN     0.0000      0.0000 0.0630  0.6628 -0.1567    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000           vol60-rw  0.0000  0.0000     NaN     0.0000      0.0000 0.0630  0.6628 -0.1567    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000          v1gate-dg  0.1454  1.6204  0.0897    -0.5763      1.6204 0.0615  0.6522 -0.1405     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000          v1gate-rw -0.1557  1.8443 -0.0844    -0.0663      1.8443 0.0645  0.6642 -0.1383     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000             stop15  0.0133 -0.5243     NaN     0.0000     -0.5243 0.0628  0.6616 -0.1620    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000             stop25  0.0000  0.0000     NaN     0.0000      0.0000 0.0630  0.6628 -0.1567    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000 ddctl-8/.5/recover  1.9980  3.0353  0.6582     1.2937      3.0353 0.0430  0.5422 -0.1264     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000    ddctl-8/.5/high  2.5814  3.6878  0.7000     1.2937      3.6878 0.0372  0.5160 -0.1198     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000          ebud-0.10  3.5483  6.3594  0.5580     6.2571      6.3594 0.0275  0.5479 -0.0931     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 10.0000          ebud-0.20  1.6214  1.7831  0.9093     0.5650      1.7831 0.0468  0.5891 -0.1389     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000            g200-dg  0.0810  2.1085  0.0384    -0.4439      2.1085 0.0257  0.3060 -0.1784     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000            g200-rw -0.2680  4.3181 -0.0621    -0.6053      5.7708 0.0292  0.3328 -0.1563     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000           band3-dg  0.0131  1.9722  0.0066    -0.0104      1.9722 0.0264  0.3121 -0.1798     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000           band3-rw -0.2909  4.9916 -0.0583     0.0682      5.8406 0.0295  0.3368 -0.1496     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000           abs12-dg -0.0050  3.6594 -0.0014    -0.2887      3.6594 0.0266  0.3162 -0.1629     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000           abs12-rw -0.1510  3.0978 -0.0487    -1.5294      3.0978 0.0281  0.3223 -0.1685    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000           vol60-dg  0.0000  0.0000     NaN     0.0000      0.0000 0.0266  0.3127 -0.1995    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000           vol60-rw  0.0000  0.0000     NaN     0.0000      0.0000 0.0266  0.3127 -0.1995    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000          v1gate-dg  0.0810  2.1085  0.0384    -0.4439      2.1085 0.0257  0.3060 -0.1784     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000          v1gate-rw -0.0962  4.3181 -0.0223    -0.6053      5.7708 0.0275  0.3169 -0.1563     True    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000             stop15  0.0152 -0.4971     NaN     0.0000     -0.4971 0.0264  0.3112 -0.2045    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u  5 25.0000             stop25  0.0000  0.0000     NaN     0.0000      0.0000 0.0266  0.3127 -0.1995    False    False   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000 ddctl-8/.5/recover  1.6487  5.6450  0.2921     1.9356      5.6450 0.0101  0.1830 -0.1430     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000    ddctl-8/.5/high  1.0411  5.6450  0.1844     1.6474      5.6450 0.0161  0.2677 -0.1430     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000          ebud-0.10  1.4835  8.8664  0.1673     6.5603      8.8664 0.0117  0.2500 -0.1108     True     True   False   False False    H1,H2,OOS,CAGR
   V1u  5 25.0000          ebud-0.20  0.8125  2.7274  0.2979     0.8472      2.7274 0.0184  0.2603 -0.1722     True     True   False   False False    H1,H2,OOS,CAGR

  D3 bootstrap: 3 x 40 draws x 7 books x 16 arms on universe.json(56) (seed 20260905)
    [universe.json(56)] q=0.05: 40 draws done (333s elapsed)
    [universe.json(56)] q=0.10: 40 draws done (661s elapsed)
    [universe.json(56)] q=0.20: 40 draws done (982s elapsed)
load_prices: network unavailable (ModuleNotFoundError); using prices.csv

==================================================================================================================================================================================================================
UNIVERSE universe_broad.json: 136 names, 2008-01-02 -> 2026-09-04 | eval 2009-01-13 -> 2026-09-04 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882
==================================================================================================================================================================================================================
[gate A] ladder rung TOP20 / V1u vs idea 94 targets(): max|diff| = 0.000e+00 (EXACT)
[gate B] control vs engine.backtest @10bps: max|diff| = 0.000e+00 (EXACT)
[note]  ALL rung (scored limit) vs idea 94 EWall (priced limit): max|dw| = 0.0061; ALL holds 130.7 names on average (panel 136), differs from priced count on 2182 of 4439 eval days

MAIN GRID universe_broad.json — 224 published rows (7 books x 16 arms x 2 costs)
  book   n    cost                arm   dCAGR  dMaxDD    rate  dMaxDD_IS  dMaxDD_OOS   CAGR  Sharpe   MaxDD  D1_pass  D2_pass  p4a_v2  p4a_v1   p4b               f4b
  TOP3   3 10.0000            g200-dg  0.0644 -0.0000     NaN     0.0000      0.0000 0.2269  0.9296 -0.3889    False    False   False   False False         H2,OOS,DD
  TOP3   3 10.0000            g200-rw  0.0520  0.0000     NaN     0.0000      0.0000 0.2270  0.9298 -0.3889    False    False   False   False False         H2,OOS,DD
  TOP3   3 10.0000           band3-dg  0.0129  0.0000     NaN     0.0000      0.0000 0.2274  0.9315 -0.3889    False    False   False   False False         H2,OOS,DD
  TOP3   3 10.0000           band3-rw  0.0931  0.0000     NaN     0.0000      0.0000 0.2266  0.9287 -0.3889    False    False   False   False False         H2,OOS,DD
  TOP3   3 10.0000           abs12-dg  0.5150  0.0000     NaN     0.0000      0.0000 0.2224  0.9177 -0.3889    False    False   False   False False         H2,OOS,DD
  TOP3   3 10.0000           abs12-rw  0.1068  0.0000     NaN     0.0000      0.0000 0.2264  0.9283 -0.3889    False    False   False   False False         H2,OOS,DD
  TOP3   3 10.0000           vol60-dg 10.1966  5.9178  1.7230    -1.7838      5.9178 0.1255  0.7045 -0.3298     True    False   False   False False      H1,H2,OOS,DD
  TOP3   3 10.0000           vol60-rw  7.9924  3.5443  2.2550    -6.1150      3.5443 0.1476  0.7263 -0.3535    False    False   False   False False      H1,H2,OOS,DD
  TOP3   3 10.0000          v1gate-dg 10.2722  5.9178  1.7358    -1.7838      5.9178 0.1248  0.7015 -0.3298     True    False   False   False False      H1,H2,OOS,DD
  TOP3   3 10.0000          v1gate-rw  8.1615  4.2082  1.9394    -6.1150      4.2082 0.1459  0.7202 -0.3469     True    False   False   False False      H1,H2,OOS,DD
  TOP3   3 10.0000             stop15  2.6194  3.0792  0.8507     1.5443      3.0792 0.2013  0.8718 -0.3581     True     True   False   False False         H2,OOS,DD
  TOP3   3 10.0000             stop25  0.8860  1.6563  0.5350    -1.2718      1.6563 0.2186  0.9106 -0.3724     True    False   False   False False         H2,OOS,DD
  TOP3   3 10.0000 ddctl-8/.5/recover  9.2229 14.8427  0.6214     8.7151     14.8427 0.1353  0.8018 -0.2405     True     True   False   False False      H1,H2,OOS,DD
  TOP3   3 10.0000    ddctl-8/.5/high  9.7957 14.8427  0.6600    12.4846     14.8427 0.1295  0.8376 -0.2405     True     True   False   False False      H1,H2,OOS,DD
  TOP3   3 10.0000          ebud-0.10  4.5144  6.6213  0.6818    10.0209      6.6213 0.1824  0.9564 -0.3227     True     True   False   False False            OOS,DD
  TOP3   3 10.0000          ebud-0.20  1.0161  1.8978  0.5354     2.2113      1.8978 0.2173  0.9621 -0.3700     True     True   False   False False         H2,OOS,DD
  TOP3   3 25.0000            g200-dg  0.0621 -0.0000     NaN    -0.0000      0.0000 0.1899  0.8097 -0.4179    False    False   False   False False         H2,OOS,DD
  TOP3   3 25.0000            g200-rw  0.0552 -0.0000     NaN    -0.0000      0.0000 0.1900  0.8097 -0.4179    False    False   False   False False         H2,OOS,DD
  TOP3   3 25.0000           band3-dg  0.0021 -0.0000     NaN    -0.0000      0.0000 0.1905  0.8119 -0.4179    False    False   False   False False         H2,OOS,DD
  TOP3   3 25.0000           band3-rw  0.0950 -0.0000     NaN    -0.0000      0.0000 0.1896  0.8086 -0.4179    False    False   False   False False         H2,OOS,DD
  TOP3   3 25.0000           abs12-dg  0.4430  0.0000     NaN    -0.0000      0.0000 0.1861  0.7992 -0.4179    False    False   False   False False         H2,OOS,DD
  TOP3   3 25.0000           abs12-rw  0.1296 -0.0000     NaN    -0.0000      0.0000 0.1893  0.8074 -0.4179    False    False   False   False False         H2,OOS,DD
  TOP3   3 25.0000           vol60-dg  9.8412  2.7722  3.5500    -1.6704      2.7722 0.0921  0.5497 -0.3902     True    False   False   False False H1,H2,OOS,DD,CAGR
  TOP3   3 25.0000           vol60-rw  8.3607 -0.0437     NaN    -6.1231     -0.0437 0.1069  0.5654 -0.4184    False    False   False   False False      H1,H2,OOS,DD
  TOP3   3 25.0000          v1gate-dg  9.9142  2.7722  3.5763    -1.6704      2.7722 0.0914  0.5466 -0.3902     True    False   False   False False H1,H2,OOS,DD,CAGR
  TOP3   3 25.0000          v1gate-rw  8.5283  0.5535 15.4078    -6.1231      0.5535 0.1053  0.5589 -0.4124     True    False   False   False False H1,H2,OOS,DD,CAGR
  TOP3   3 25.0000             stop15  2.9271  2.4503  1.1946     1.3581      2.4503 0.1613  0.7334 -0.3934     True     True   False   False False      H1,H2,OOS,DD
  TOP3   3 25.0000             stop25  0.9529  1.3672  0.6970    -1.3381      1.3672 0.1810  0.7862 -0.4042     True    False   False   False False         H2,OOS,DD
  TOP3   3 25.0000 ddctl-8/.5/recover  9.0235 15.7858  0.5716    12.6696     15.7858 0.1003  0.6531 -0.2601     True     True   False    True False H1,H2,OOS,DD,CAGR
  TOP3   3 25.0000    ddctl-8/.5/high  9.8440 15.7858  0.6236    12.6696     15.7858 0.0921  0.6524 -0.2601     True     True   False    True False H1,H2,OOS,DD,CAGR
  TOP3   3 25.0000          ebud-0.10  2.5283  8.0385  0.3145    10.8354      8.0385 0.1653  0.8818 -0.3375     True     True   False   False False         H2,OOS,DD
  TOP3   3 25.0000          ebud-0.20  0.1480  2.5582  0.0578     2.6220      2.5582 0.1891  0.8610 -0.3923     True     True   False   False False         H2,OOS,DD
  TOP5   5 10.0000            g200-dg  0.1193  0.0000     NaN     0.0000      0.0000 0.2109  0.9719 -0.2932    False    False   False   False False                DD
  TOP5   5 10.0000            g200-rw  0.0176  0.0000     NaN    -0.0000      0.0000 0.2119  0.9739 -0.2932    False    False   False   False False                DD
  TOP5   5 10.0000           band3-dg  0.1991 -0.0000     NaN     0.0000      0.0000 0.2101  0.9692 -0.2932    False    False   False   False False                DD
  TOP5   5 10.0000           band3-rw  0.1740  0.0000     NaN    -0.0000      0.0000 0.2104  0.9680 -0.2932    False    False   False   False False                DD
  TOP5   5 10.0000           abs12-dg  0.5770 -0.0000     NaN    -0.0000      0.0000 0.2063  0.9577 -0.2932    False    False   False   False False                DD
  TOP5   5 10.0000           abs12-rw  0.6556  0.0000     NaN     0.0000      0.0000 0.2055  0.9527 -0.2932    False    False   False   False False                DD
  TOP5   5 10.0000           vol60-dg  8.1244  3.7907  2.1433    -2.3637      5.7563 0.1308  0.7856 -0.2553     True    False   False   False False      H1,H2,OOS,DD
  TOP5   5 10.0000           vol60-rw  4.3712  5.5246  0.7912     1.1912      5.5246 0.1684  0.8885 -0.2380     True     True   False   False False         H2,OOS,DD
  TOP5   5 10.0000          v1gate-dg  8.1250  3.7907  2.1434    -2.3637      5.7563 0.1308  0.7869 -0.2553     True    False   False   False False      H1,H2,OOS,DD
  TOP5   5 10.0000          v1gate-rw  4.5892  5.9632  0.7696     1.1912      5.9632 0.1662  0.8802 -0.2336     True     True   False   False False         H2,OOS,DD
  TOP5   5 10.0000             stop15  1.9888 -1.1787     NaN     1.8455     -1.1787 0.1922  0.9236 -0.3050    False    False   False   False False         H2,OOS,DD
  TOP5   5 10.0000             stop25  0.5315 -2.2303     NaN    -0.7715     -2.2303 0.2068  0.9613 -0.3155    False    False   False   False False                DD
  TOP5   5 10.0000 ddctl-8/.5/recover  9.8717  7.5816  1.3021     6.8248      7.5816 0.1134  0.7365 -0.2174     True     True   False   False False      H1,H2,OOS,DD
  TOP5   5 10.0000    ddctl-8/.5/high  9.6226  9.6486  0.9973     9.9298      9.6486 0.1159  0.7842 -0.1968     True     True   False    True False         H1,H2,OOS
  TOP5   5 10.0000          ebud-0.10  4.3191  1.0977  3.9348     6.9212      1.0977 0.1689  0.9572 -0.2823     True     True   False   False False         H2,OOS,DD
  TOP5   5 10.0000          ebud-0.20  0.4431  0.0000     NaN     1.8256      0.0000 0.2077  0.9965 -0.2932    False    False   False   False False                DD
  TOP5   5 25.0000            g200-dg  0.1002  0.0000     NaN     0.0000      0.0000 0.1780  0.8478 -0.2938    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000            g200-rw  0.0106 -0.0000     NaN     0.0000      0.0000 0.1789  0.8497 -0.2938    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000           band3-dg  0.1782 -0.0000     NaN     0.0000      0.0000 0.1772  0.8450 -0.2938    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000           band3-rw  0.1658 -0.0000     NaN     0.0000      0.0000 0.1773  0.8437 -0.2938    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000           abs12-dg  0.5038  0.0000     NaN     0.0000      0.0000 0.1739  0.8347 -0.2938    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000           abs12-rw  0.6580 -0.0000     NaN     0.0000      0.0000 0.1724  0.8270 -0.2938    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000           vol60-dg  7.9266  2.4828  3.1926    -2.2678      3.6791 0.0997  0.6270 -0.2689     True    False   False   False False H1,H2,OOS,DD,CAGR
  TOP5   5 25.0000           vol60-rw  4.7432  4.7422  1.0002     0.9760      4.7422 0.1315  0.7256 -0.2463     True     True   False    True False      H1,H2,OOS,DD
  TOP5   5 25.0000          v1gate-dg  7.9154  2.4828  3.1881    -2.2678      3.6791 0.0998  0.6286 -0.2689     True    False   False   False False H1,H2,OOS,DD,CAGR
  TOP5   5 25.0000          v1gate-rw  4.9508  5.1757  0.9565     0.9760      5.1757 0.1295  0.7173 -0.2420     True     True   False    True False      H1,H2,OOS,DD
  TOP5   5 25.0000             stop15  2.2849 -1.4267     NaN     1.5844     -1.4267 0.1561  0.7810 -0.3080    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000             stop25  0.5977 -2.3539     NaN    -0.8156     -2.3539 0.1730  0.8327 -0.3173    False    False   False   False False         H2,OOS,DD
  TOP5   5 25.0000 ddctl-8/.5/recover  8.0805  9.6156  0.8403     7.4050      9.6156 0.0982  0.6618 -0.1976     True     True   False    True False    H1,H2,OOS,CAGR
  TOP5   5 25.0000    ddctl-8/.5/high  7.1891 13.7971  0.5211    10.2249     13.7971 0.1071  0.7703 -0.1558     True     True   False    True False         H1,H2,OOS
  TOP5   5 25.0000          ebud-0.10  2.7401  1.1007  2.4895     7.6125      1.1007 0.1516  0.8743 -0.2827     True     True   False   False False         H2,OOS,DD
  TOP5   5 25.0000          ebud-0.20 -0.0410 -0.0000     NaN     2.1212      0.0000 0.1794  0.8847 -0.2938    False     True   False   False False         H2,OOS,DD
 TOP10  10 10.0000            g200-dg  0.2041  0.0000     NaN    -0.3305      0.0000 0.1731  0.9748 -0.2601    False    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000            g200-rw  0.3213 -0.0000     NaN    -0.2346      0.0000 0.1719  0.9677 -0.2601    False    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000           band3-dg  0.0205  1.8694  0.0110    -0.0000      1.8694 0.1749  0.9871 -0.2415     True    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000           band3-rw  0.2440  0.4591  0.5316     0.0000      0.4591 0.1727  0.9720 -0.2556     True    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000           abs12-dg  0.3545 -0.0000     NaN     0.0000      0.0000 0.1716  0.9725 -0.2601    False    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000           abs12-rw  0.6190 -0.0000     NaN    -0.0000      0.0000 0.1689  0.9558 -0.2601    False    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000           vol60-dg  4.3352  7.9352  0.5463    -3.0263      9.5192 0.1318  0.8922 -0.1808     True    False   False    True False            H2,OOS
 TOP10  10 10.0000           vol60-rw  3.1604  4.5701  0.6915    -4.8811      4.5701 0.1435  0.9002 -0.2144     True    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000          v1gate-dg  4.4008  7.6124  0.5781    -3.3491      9.4459 0.1311  0.8906 -0.1840     True    False   False    True False            H2,OOS
 TOP10  10 10.0000          v1gate-rw  3.3529  4.5701  0.7337    -3.5838      4.5701 0.1416  0.8930 -0.2144     True    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000             stop15  1.5838 -2.6330     NaN    -0.7845     -2.6330 0.1593  0.9291 -0.2865    False    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000             stop25  0.6057 -2.2907     NaN    -1.3397     -2.2907 0.1691  0.9583 -0.2831    False    False   False   False False         H2,OOS,DD
 TOP10  10 10.0000 ddctl-8/.5/recover  5.0925  9.1196  0.5584     2.8585      9.1196 0.1242  0.8965 -0.1690     True     True   False    True False            H2,OOS
 TOP10  10 10.0000    ddctl-8/.5/high  6.3985  9.1196  0.7016     2.8585      9.1196 0.1111  0.8589 -0.1690     True     True   False    True False            H2,OOS
 TOP10  10 10.0000          ebud-0.10  3.2547  1.8308  1.7778     0.4628      1.8308 0.1426  0.9347 -0.2418     True     True   False   False False         H2,OOS,DD
 TOP10  10 10.0000          ebud-0.20  0.3760  0.0000     NaN     0.2813      0.0000 0.1714  0.9771 -0.2601    False    False   False   False False         H2,OOS,DD
 TOP10  10 25.0000            g200-dg  0.1808 -0.1742     NaN    -0.3067     -0.1742 0.1457  0.8441 -0.2629    False    False   False    True False         H2,OOS,DD
 TOP10  10 25.0000            g200-rw  0.3013 -0.1893     NaN    -0.2308     -0.1893 0.1445  0.8370 -0.2630    False    False   False    True False         H2,OOS,DD
 TOP10  10 25.0000           band3-dg -0.0013  1.6707 -0.0008     0.0000      1.6707 0.1475  0.8559 -0.2444     True     True   False    True False         H2,OOS,DD
 TOP10  10 25.0000           band3-rw  0.2263  0.2315  0.9774     0.0000      0.2315 0.1453  0.8411 -0.2588     True     True   False    True False         H2,OOS,DD
 TOP10  10 25.0000           abs12-dg  0.2950  0.0000     NaN     0.0000      0.0000 0.1446  0.8426 -0.2611    False    False   False    True False         H2,OOS,DD
 TOP10  10 25.0000           abs12-rw  0.6041 -0.0000     NaN     0.0000      0.0000 0.1415  0.8241 -0.2611    False    False   False    True False         H2,OOS,DD
 TOP10  10 25.0000           vol60-dg  4.2941  6.7313  0.6379    -3.0211      8.1908 0.1046  0.7318 -0.1938     True    False   False    True False    H1,H2,OOS,CAGR
 TOP10  10 25.0000           vol60-rw  3.3888  4.5589  0.7434    -4.9714      4.5589 0.1136  0.7387 -0.2155     True    False   False    True False      H1,H2,OOS,DD
 TOP10  10 25.0000          v1gate-dg  4.3419  6.4320  0.6751    -3.3205      7.1322 0.1041  0.7307 -0.1968     True    False   False    True False    H1,H2,OOS,CAGR
 TOP10  10 25.0000          v1gate-rw  3.5545  4.5589  0.7797    -3.6976      4.5589 0.1120  0.7320 -0.2155     True    False   False    True False      H1,H2,OOS,DD
 TOP10  10 25.0000             stop15  1.8157 -2.8647     NaN    -0.7602     -2.8647 0.1294  0.7804 -0.2898    False    False   False   False False         H2,OOS,DD
 TOP10  10 25.0000             stop25  0.6474 -2.4010     NaN    -1.3692     -2.4010 0.1411  0.8235 -0.2851    False    False   False   False False         H2,OOS,DD
 TOP10  10 25.0000 ddctl-8/.5/recover  4.7149  7.5647  0.6233     3.1908      7.5647 0.1004  0.7606 -0.1855     True     True   False    True False       H2,OOS,CAGR
 TOP10  10 25.0000    ddctl-8/.5/high  5.2831  7.5647  0.6984     3.1908      7.5647 0.0947  0.7570 -0.1855     True     True   False    True False       H2,OOS,CAGR
 TOP10  10 25.0000          ebud-0.10  2.2178  1.8499  1.1989     1.1758      1.8499 0.1254  0.8371 -0.2426     True     True   False    True False         H2,OOS,DD
 TOP10  10 25.0000          ebud-0.20  0.1994 -0.3464     NaN     0.3645     -0.3464 0.1455  0.8520 -0.2646    False    False   False    True False         H2,OOS,DD
 TOP20  20 10.0000            g200-dg  0.1882  2.6603  0.0707    -0.0416      2.6603 0.1450  0.9892 -0.2331     True    False   False   False False                DD
 TOP20  20 10.0000            g200-rw  0.0236  1.9664  0.0120    -0.0416      1.9664 0.1466  0.9907 -0.2400     True    False   False   False False                DD
 TOP20  20 10.0000           band3-dg  0.2530  4.2966  0.0589     0.0000      4.2966 0.1443  0.9857 -0.2167     True    False   False   False False                DD
 TOP20  20 10.0000           band3-rw  0.0142  3.8179  0.0037     0.0000      3.8179 0.1467  0.9927 -0.2215     True    False   False   False False                DD
 TOP20  20 10.0000           abs12-dg  0.3898  0.2328  1.6747    -0.0000      0.2328 0.1430  0.9759 -0.2574     True    False   False   False False                DD
 TOP20  20 10.0000           abs12-rw  0.2736  0.1035  2.6444    -0.0000      0.1035 0.1441  0.9773 -0.2587     True    False   False   False False                DD
 TOP20  20 10.0000           vol60-dg  2.6523  7.6008  0.3489     0.0296      7.6008 0.1203  0.9158 -0.1837     True     True   False    True False                H2
 TOP20  20 10.0000           vol60-rw  1.8764  5.2743  0.3558    -0.5432      5.2743 0.1281  0.9280 -0.2070     True    False   False    True False         H2,OOS,DD
 TOP20  20 10.0000          v1gate-dg  2.6836  7.6008  0.3531    -0.0120      7.6008 0.1200  0.9248 -0.1837     True    False   False    True False            H2,OOS
