file,object,token,n_rows,columns,interp_ctx,publishes_denominator,publishes_resolution
2026-09-12_is-the-QROLL-LOOKBACK-MONOTONICITY-a-WINDOW-fact-or-a-WARM-UP-fact_C.grid.csv,S_BAND,band,12202,null_lo/null_hi,True,True,True
2026-09-12_price-the-U56-MA-BAND-g1.00-LIGHT-OVERLAY-against-its-GROSS-MATCHED-CONTROL_cloud.walkforward.csv,S_LSTAR_OTHER,L*,20,dial_star,False,False,False
2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_B.bands.csv,S_BAND_OTHER,band,108,lo/hi|scale_lo/scale_hi|x_lo/x_hi,False,True,False
2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_B.walkforward.csv,S_BAND_OTHER,band,120,is_lo/is_hi|oos_lo/oos_hi,False,True,False
2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_cloud.bands.csv,S_BAND_OTHER,band,108,lo/hi|scale_lo/scale_hi,False,True,False
2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_cloud.walkforward.csv,S_BAND_OTHER,band,111,is_lo/is_hi|oos_lo/oos_hi,False,True,False
2026-09-12_re-sweep-the-record-s-TEN-most-cited-UNSWEPT-4b-passes-in-GROSS_cloud.bands.csv,S_BAND_OTHER,band,10,lo/hi,False,True,False
2026-09-12_re-sweep-the-record-s-TEN-most-cited-UNSWEPT-4b-passes-in-GROSS_cloud.walkforward.csv,S_BAND_OTHER,band,20,is_lo/is_hi|oos_lo/oos_hi,False,True,False
2026-09-12_what-is-the-SHORTEST-SUB-WINDOW-at-which-a-BOOK-vs-SPY-SHARPE-COMPARISON-can-be-CALLED_B.lstar.csv,S_LSTAR_OTHER,L*,14,Lstar_OVERLAP21|Lstar_OVERLAP63|Lstar_DISJOINT|Lstar_ANALYTIC|Lstar_BOOTSTRAP|Lstar_PERM,False,False,False
2026-09-12_which-of-the-record-s-CLAUSES-are-INVISIBLE-to-their-own-control_B.boot.csv,S_BAND,band,16,lo/hi,True,True,True
2026-09-14_is-EVERY-4b-pass-on-the-record-decided-by-GROSS-alone_cloud.windows.csv,S_BAND_OTHER,band,40,g_lo/g_hi,False,True,False
2026-09-15_does-the-25bps-BREAK-live-ENTIRELY-in-2009-2016_cloud.walkforward.csv,S_BAND_OTHER,band,24,is_win_lo/is_win_hi,False,True,False
2026-09-15_does-the-record-s-SHELF-beat-a-GROSS-MATCHED-SPY-on-the-CAGR-LEG_cloud.ladder.csv,S_PHI_OTHER,phi,36,phi,False,False,False
2026-09-15_does-the-record-s-SHELF-beat-a-GROSS-MATCHED-SPY-on-the-CAGR-LEG_cloud.verdicts.csv,S_PHI_OTHER,phi,2232,phi,False,False,False
2026-09-15_is-EWELIG-s-0.0077-MISS-of-the-U56-LEG-a-DATE_C.clause.csv,S_BAND_OTHER,band,32400,sharpe_lo/sharpe_hi,False,True,False
2026-09-15_is-U56-CAND20-s-SINGLE-RUNG-4b-pass-a-KNIFE-EDGE-or-a-real-window_cloud.resolution.csv,S_BAND_OTHER,band,20,g_lo/g_hi,False,True,False
2026-09-15_is-U56-CAND20s-SINGLE-RUNG-4b-pass-a-KNIFE-EDGE-or-a-real-window_B.window.csv,S_BAND_OTHER,band,200,live_margin_lo/live_margin_hi|run_lo/run_hi,False,True,False
2026-09-15_is-the-55.8pct-CENSORING-a-LADDER-fact-or-the-1.00-CEILING_C.census.csv,S_BAND_OTHER,band,2699,lo/hi|cen_lo/cen_hi,False,True,False
2026-09-15_is-the-55.8pct-CENSORING-a-LADDER-fact-or-the-1.00-CEILING_C.gate9.csv,S_BAND_OTHER,band,40,committed_cen_lo/committed_cen_hi|mine_cen_lo/mine_cen_hi,False,True,False
2026-09-15_is-the-55.8pct-CENSORING-a-LADDER-fact-or-the-1.00-CEILING_C.walkforward.csv,S_BAND_OTHER,band,900,is_lo/is_hi,False,True,False
2026-09-15_is-the-U56-EW-INDEX-s-PLUS-0.2006-EDGE-over-SPY-a-COMPOSITION-fact_C.shapley.csv,S_PHI_OTHER,phi,17,phi_EQETF24|phi_SINGLE20|phi_NONEQ12,False,False,False
2026-09-15_mega-cap-SHAPLEY-SHARE-of-every-committed-U56-4b-PASS_cloud.shapley.csv,S_PHI_OTHER,phi,288,phi,False,False,False
2026-09-15_re-read-every-committed-GROSS-BAND-at-0.01-RESOLUTION_C.census.csv,S_BAND_OTHER,band,11881,lo/hi,False,True,False
2026-09-15_re-read-every-committed-GROSS-BAND-at-0.01-RESOLUTION_C.walkforward.csv,S_BAND_OTHER,band,770,is_lo/is_hi,False,True,False
2026-09-15_why-is-the-IS-H1-SHARPE-leg-UNPASSABLE-for-CAND20-on-U56_cloud.episode.csv,S_BAND_OTHER,band,480,lo/hi,False,True,False
2026-09-15_why-is-the-IS-H1-SHARPE-leg-UNPASSABLE-for-CAND20-on-U56_cloud.episode_best.csv,S_LSTAR_OTHER,L*,8,L_star,False,False,False
2026-09-16_does-ANY-committed-EXPONENT-or-SCALING-claim-state-its-own-RESOLUTION_C.drawctl.csv,S_BAND_OTHER,band,6,lo/hi|vs_1044_lo/vs_1044_hi,False,True,True
2026-09-16_does-ANY-committed-EXPONENT-or-SCALING-claim-state-its-own-RESOLUTION_C.intervals.csv,S_BAND_OTHER,band,20,lo/hi,False,True,False
2026-09-16_does-ANY-committed-EXPONENT-or-SCALING-claim-state-its-own-RESOLUTION_C.rederive.csv,S_BAND_OTHER,band,9,lo/hi,False,True,False
2026-09-16_is-every-committed-4b-SHARPE-LEG-just-the-BENCHMARK-S-OWN-LUCK-in-that-window_B.census.csv,S_LSTAR_OTHER,L*,1215,m1_POOL_START5|m2_POOL_START5|m1_POOL_START9|m2_POOL_START9|leg1_POOL_START5|leg2_POOL_START5|leg1_POOL_START9|leg2_POOL_START9|sharpe_pass_POOL_START5|sharpe_pass_POOL_START9,False,False,False
2026-09-16_is-the-0.012-FLOOR-BIAS-a-TAPE-LENGTH-object-or-a-POOL-SIZE-object_cloud.slopes.csv,S_BAND_OTHER,band,112,lo/hi,False,True,False
2026-09-16_is-the-4b-GROSS-WINDOW-s-WIDTH-a-PANEL-object-or-a-TAPE-object_cloud.nulls.csv,S_BAND,band,60,lo/hi,True,True,True
2026-09-16_is-the-4b-GROSS-WINDOW-s-WIDTH-a-PANEL-object-or-a-TAPE-object_cloud.windows.csv,S_BAND_OTHER,band,324,lo/hi,False,True,False
2026-09-16_is-the-CAGR-FLOOR-a-DE-GROSSING-DETECTOR-rather-than-a-COST-LEG_C.paired.csv,S_BAND_OTHER,band,2,lo/hi,False,True,False
2026-09-16_is-the-CAGR-FLOOR-a-DE-GROSSING-DETECTOR-rather-than-a-COST-LEG_C.resolution.csv,S_BAND,band,6,lo/hi,True,True,False
2026-09-16_is-the-H-and-CADENCE-un-resolvability-a-RUNG-COUNT-artefact-after-all_cloud.redrawranges.csv,S_BAND_OTHER,band,64,committed_lo/committed_hi,False,True,False
2026-09-16_is-the-SELECTION-RATIO-sign-flip-a-BREADTH-effect-in-disguise_cloud.matched.csv,S_BAND_OTHER,band,9,lo/hi,False,True,False
2026-09-16_price-the-LIVE-BOOK-as-a-STANDING-4b-COMPARAND_C.financing.csv,S_BAND_OTHER,band,3,pass4b_lo/pass4b_hi,False,True,False
2026-09-16_price-the-LIVE-BOOK-as-a-STANDING-4b-COMPARAND_C.window.csv,S_BAND_OTHER,band,3,pass4b_lo/pass4b_hi,False,True,False
2026-09-16_should-a-RULE-8-PICK-be-PUBLISHED-when-its-MARGIN-is-BELOW-the-SEED-FLOOR_C.ties.csv,S_BAND_OTHER,band,70,tie_oos_lo/tie_oos_hi,False,True,False
2026-09-17_do-the-RECORD-s-OTHER-committed-BLOCK-BOOTSTRAP-BANDS-carry-the-same-MACHINERY-SHARE_cloud.b1157.csv,S_BAND,band,16,ratio_lo/ratio_hi|committed_lo/committed_hi,True,True,False
2026-09-17_do-the-RECORD-s-OTHER-committed-BLOCK-BOOTSTRAP-BANDS-carry-the-same-MACHINERY-SHARE_cloud.moves.csv,S_PHI_OTHER,phi,447,phi_machinery,False,False,False
2026-09-17_do-the-RECORD-s-OTHER-committed-BLOCK-BOOTSTRAP-BANDS-carry-the-same-MACHINERY-SHARE_cloud.walkforward.csv,S_PHI_OTHER,phi,48,phi,False,False,False
2026-09-17_does-the-TENT-survive-when-the-DRAWDOWN-LEG-is-replaced-by-a-NON-EXPOSURE-one_C.degree.csv,S_BAND_OTHER,band,14,lo/hi,False,True,False
2026-09-17_does-the-TENT-survive-when-the-DRAWDOWN-LEG-is-replaced-by-a-NON-EXPOSURE-one_C.shapes.csv,S_BAND_OTHER,band,40,need_lo/need_hi|sd_lo/sd_hi|resolved_lo/resolved_hi,False,True,True
2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.cells.csv,S_PHI,phi,72,phi_L63|phi_estimable|phi_seed_min|phi_seed_max|phi_seed_spread,True,True,True
2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.ladder.csv,S_PHI,phi,648,phi,True,True,False
2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.lstar.csv,S_PHI_OTHER,phi,72,phi_L63|phi_estimable,False,False,False
2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.lstar.csv,S_LSTAR,L*,72,L_star,False,False,False
2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.orderdestroyed.csv,S_PHI,phi,72,phi_L63|phi_estimable,True,True,True
2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.replay.csv,S_PHI,phi,15,phi_L63|prior_phi,True,True,False
2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.synthetic.csv,S_PHI,phi,26,phi_L63,True,True,False
2026-09-17_why-do-ALL-THREE-honest-CHOOSERS-land-on-a-GROSS-ENDPOINT_C.premium.csv,S_BAND_OTHER,band,50,paired_90lo/paired_90hi,False,True,True
2026-09-17_why-does-an-IID-RESAMPLE-produce-DEEPER-drawdowns-than-a-BLOCK-one_B.cells.csv,S_PHI,phi,15,phi_L63,True,True,True
2026-09-17_why-does-an-IID-RESAMPLE-produce-DEEPER-drawdowns-than-a-BLOCK-one_B.ladder.csv,S_BAND,band,180,lo/hi,True,True,False
2026-09-17_why-does-an-IID-RESAMPLE-produce-DEEPER-drawdowns-than-a-BLOCK-one_B.lstar.csv,S_LSTAR,L*,15,L_star,False,True,False
