# 2026-09-15_is-the-CAGR-FLOOR-as-CONVENTION-SENSITIVE-as-the-DD-CAP-once-CENTRED_cloud
# pandas 3.0.5 numpy 2.4.6
# idea 879, cloud lane, idea 2 of 2.  PROTOCOL: 10 bps, next-day, no shorting/leverage.
# tuned params: margin band [0.5, 1.0, 2.0] pp x offset grid ['MONTHLY', 'WEEKLY']; costs [10.0, 25.0] and lags [1, 2] always reported.
load_prices: network unavailable (ModuleNotFoundError); using prices.csv
load_prices: network unavailable (ModuleNotFoundError); using prices.csv
PANEL U56: 56 names x 4704 days, 2008-01-02..2026-09-14  window 2009-01-13..  SPY CAGR 15.13% MaxDD -33.72%  -> 4b bars: CAGR floor 10.59%, DD cap -20.23%
PANEL B136: 136 names x 4703 days, 2008-01-02..2026-09-11  window 2009-01-13..  SPY CAGR 15.16% MaxDD -33.72%  -> 4b bars: CAGR floor 10.61%, DD cap -20.23%
SURVIVORSHIP: both panels are current-constituent lists; LEVELS are optimistic. The reported quantity is a within-book margin against its own calendar spread.

G1 engine   max|fast_run - engine.backtest| = 2.082e-17   bar 1e-9   PASS

====================================================================================================
STAGE A  SWEEP GROSS AND FIND WHERE EACH BOOK FORM CROSSES THE 4b CAGR FLOOR
====================================================================================================
ladder: 130 books (2 panels x 5 forms x 13 grosses)   (30s)
  U56   MADG-g0.80     1.1342 0.0948  1.2067 -0.1257 1.2536 1.1639    0.1004      1.2655    -0.1257    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56   MADG-g0.90     1.1350 0.1069  1.2074 -0.1404 1.2544 1.1644    0.1133      1.2661    -0.1404    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56   MADG-g1.00     1.1359 0.1190  1.2081 -0.1549 1.2552 1.1650    0.1261      1.2666    -0.1549    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56  TOP20-g0.50     1.0940 0.0971  1.1995 -0.1340 1.2125 1.1959    0.1099      1.2800    -0.1340    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP20-g0.60     1.0955 0.1169  1.2007 -0.1589 1.2139 1.1968    0.1325      1.2809    -0.1589    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56  TOP40-g0.60     1.0605 0.0861  1.1877 -0.1117 1.1878 1.1892    0.0954      1.2894    -0.1117    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP40-g0.70     1.0616 0.1007  1.1886 -0.1291 1.1889 1.1899    0.1117      1.2902    -0.1291    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP40-g0.80     1.0627 0.1154  1.1895 -0.1463 1.1899 1.1907    0.1280      1.2910    -0.1463    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56 EWELIG-g0.60     1.0382 0.0939  1.1376 -0.1379 1.1443 1.1353    0.1034      1.2156    -0.1379    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56 EWELIG-g0.70     1.0397 0.1099  1.1382 -0.1595 1.1455 1.1354    0.1210      1.2156    -0.1595    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56 EWELIG-g0.80     1.0411 0.1259  1.1388 -0.1807 1.1468 1.1355    0.1387      1.2157    -0.1807    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56  BAND3-g0.80     1.1059 0.0948  1.1722 -0.1528 1.2175 1.1355    0.1021      1.2243    -0.1528    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  BAND3-g0.90     1.1068 0.1069  1.1728 -0.1706 1.2182 1.1359    0.1151      1.2247    -0.1706    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56  BAND3-g1.00     1.1076 0.1190  1.1733 -0.1881 1.2190 1.1363    0.1282      1.2250    -0.1881    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56   MADG-g1.20     1.1375 0.1435  1.2094 -0.1832 1.2567 1.1661    0.1521      1.2677    -0.1832    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56   MADG-g1.30     1.1383 0.1558  1.2100 -0.1970 1.2574 1.1666    0.1651      1.2682    -0.1970    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56   MADG-g1.40     1.1391 0.1681  1.2106 -0.2107 1.2582 1.1671    0.1783      1.2687    -0.2107    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP20-g0.70     1.0969 0.1369  1.2018 -0.1832 1.2153 1.1977    0.1552      1.2818    -0.1832    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56  TOP20-g0.80     1.0984 0.1569  1.2029 -0.2068 1.2167 1.1985    0.1782      1.2827    -0.2068    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP40-g1.10     1.0659 0.1599  1.1920 -0.1958 1.1927 1.1928    0.1777      1.2931    -0.1958    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56  TOP40-g1.20     1.0670 0.1749  1.1928 -0.2118 1.1936 1.1935    0.1944      1.2938    -0.2118    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56 EWELIG-g0.90     1.0425 0.1419  1.1394 -0.2014 1.1480 1.1356    0.1564      1.2157    -0.2014    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False    True
  U56 EWELIG-g1.00     1.0439 0.1581  1.1401 -0.2218 1.1492 1.1357    0.1743      1.2157    -0.2218    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  BAND3-g1.10     1.1084 0.1312  1.1739 -0.2053 1.2198 1.1366    0.1414      1.2254    -0.2053    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  BAND3-g1.20     1.1092 0.1434  1.1744 -0.2222 1.2205 1.1370    0.1546      1.2257    -0.2222    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56   MADG-g0.30     1.1296 0.0351  1.2030 -0.0489 1.2494 1.1608    0.0372      1.2625    -0.0489    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56   MADG-g1.50     1.1399 0.1805  1.2113 -0.2241 1.2588 1.1676    0.1914      1.2692    -0.2241    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP20-g0.30     1.0911 0.0578  1.1971 -0.0824 1.2096 1.1940    0.0653      1.2780    -0.0824    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP20-g0.90     1.0998 0.1772  1.2040 -0.2299 1.2180 1.1994    0.2013      1.2835    -0.2299    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP20-g1.20     1.1038 0.2385  1.2070 -0.2960 1.2218 1.2018    0.2715      1.2859    -0.2960    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP20-g1.50     1.1078 0.3006  1.2099 -0.3574 1.2254 1.2040    0.3430      1.2881    -0.3574    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP40-g0.30     1.0570 0.0427  1.1849 -0.0574 1.1846 1.1867    0.0472      1.2869    -0.0574    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  TOP40-g1.50     1.0699 0.2201  1.1951 -0.2579 1.1961 1.1954    0.2451      1.2957    -0.2579    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56 EWELIG-g0.30     1.0340 0.0466  1.1356 -0.0709 1.1405 1.1350    0.0512      1.2155    -0.0709    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56 EWELIG-g1.20     1.0467 0.1905  1.1413 -0.2615 1.1517 1.1358    0.2102      1.2156    -0.2615    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56 EWELIG-g1.50     1.0508 0.2395  1.1431 -0.3184 1.1552 1.1361    0.2646      1.2156    -0.3184    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  BAND3-g0.30     1.1014 0.0351  1.1691 -0.0596 1.2132 1.1333    0.0378      1.2223    -0.0596    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
  U56  BAND3-g1.50     1.1115 0.1803  1.1759 -0.2714 1.2226 1.1380    0.1946      1.2266    -0.2714    0.1513      0.8845    -0.3372          0.8740       1.2013   1.2322   1.1770     -0.1205   False   False
 B136   MADG-g0.80     1.1130 0.0895  1.1277 -0.1305 1.2495 1.0044    0.0878      1.1417    -0.1305    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136   MADG-g0.90     1.1141 0.1008  1.1284 -0.1457 1.2504 1.0048    0.0989      1.1421    -0.1457    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136   MADG-g1.00     1.1152 0.1122  1.1291 -0.1608 1.2514 1.0053    0.1100      1.1424    -0.1608    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False    True
 B136   MADG-g1.10     1.1162 0.1237  1.1297 -0.1757 1.2523 1.0057    0.1212      1.1427    -0.1757    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False    True
 B136  TOP20-g0.50     1.2288 0.1072  1.0895 -0.1800 1.3276 0.9013    0.1032      0.9953    -0.1800    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False    True
 B136  TOP40-g0.50     1.1098 0.0928  1.1008 -0.1629 1.2272 0.9965    0.0961      1.0958    -0.1629    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP40-g0.60     1.1116 0.1118  1.1020 -0.1932 1.2289 0.9976    0.1157      1.0967    -0.1932    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False    True
 B136 EWELIG-g0.60     1.0492 0.0929  1.0634 -0.1758 1.1647 0.9765    0.0959      1.0747    -0.1758    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136 EWELIG-g0.70     1.0507 0.1086  1.0638 -0.2032 1.1659 0.9765    0.1121      1.0744    -0.2032    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136 EWELIG-g0.80     1.0521 0.1244  1.0642 -0.2299 1.1671 0.9764    0.1284      1.0740    -0.2299    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  BAND3-g0.80     1.0883 0.0891  1.0863 -0.1667 1.2197 0.9584    0.0880      1.0845    -0.1667    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  BAND3-g0.90     1.0894 0.1004  1.0870 -0.1860 1.2206 0.9588    0.0992      1.0848    -0.1860    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  BAND3-g1.00     1.0905 0.1117  1.0876 -0.2050 1.2216 0.9592    0.1104      1.0850    -0.2050    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  BAND3-g1.10     1.0916 0.1230  1.0882 -0.2237 1.2225 0.9596    0.1216      1.0852    -0.2237    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136   MADG-g1.20     1.1173 0.1351  1.1304 -0.1903 1.2532 1.0061    0.1324      1.1430    -0.1903    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False    True
 B136   MADG-g1.30     1.1183 0.1466  1.1310 -0.2047 1.2540 1.0065    0.1436      1.1433    -0.2047    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136   MADG-g1.40     1.1193 0.1581  1.1316 -0.2190 1.2549 1.0069    0.1549      1.1436    -0.2190    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP20-g0.60     1.2309 0.1291  1.0914 -0.2131 1.3297 0.9035    0.1240      0.9973    -0.2131    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136   MADG-g0.30     1.1075 0.0332  1.1241 -0.0507 1.2446 1.0022    0.0326      1.1399    -0.0507    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224    True   False
 B136   MADG-g1.50     1.1203 0.1697  1.1323 -0.2330 1.2558 1.0073    0.1661      1.1438    -0.2330    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP20-g0.30     1.2246 0.0638  1.0855 -0.1110 1.3234 0.8968    0.0616      0.9912    -0.1110    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP20-g0.90     1.2370 0.1955  1.0970 -0.3071 1.3357 0.9099    0.1870      1.0031    -0.3071    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP20-g1.20     1.2429 0.2629  1.1022 -0.3937 1.3416 0.9162    0.2503      1.0085    -0.3937    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP20-g1.50     1.2488 0.3311  1.1070 -0.4736 1.3473 0.9223    0.3134      1.0136    -0.4736    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP40-g0.30     1.1061 0.0553  1.0982 -0.1001 1.2238 0.9943    0.0573      1.0940    -0.1001    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP40-g0.90     1.1170 0.1691  1.1057 -0.2798 1.2338 1.0007    0.1750      1.0991    -0.2798    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP40-g1.20     1.1223 0.2272  1.1090 -0.3603 1.2384 1.0037    0.2349      1.1013    -0.3603    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  TOP40-g1.50     1.1274 0.2860  1.1122 -0.4352 1.2430 1.0065    0.2953      1.1031    -0.4352    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136 EWELIG-g0.30     1.0450 0.0462  1.0620 -0.0905 1.1611 0.9767    0.0477      1.0757    -0.0905    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136 EWELIG-g1.20     1.0577 0.1878  1.0657 -0.3318 1.1718 0.9761    0.1937      1.0724    -0.3318    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136 EWELIG-g1.50     1.0620 0.2357  1.0667 -0.4029 1.1752 0.9758    0.2430      1.0710    -0.4029    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  BAND3-g0.30     1.0826 0.0331  1.0829 -0.0651 1.2146 0.9563    0.0328      1.0831    -0.0651    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False
 B136  BAND3-g1.50     1.0958 0.1688  1.0906 -0.2955 1.2261 0.9611    0.1665      1.0860    -0.2955    0.1516      0.8861    -0.3372          0.8767       1.0993   1.2348   0.9658     -0.1224   False   False

IS-ONLY PICK PER PANEL (highest 2009-2016 Sharpe), OOS read once.
PROTOCOL rule 2 forbids leverage, so the pick is taken over UNLEVERAGED books (gross <= 1.00); the leveraged argmax is printed beside it and is NOT a candidate.
    U56 LEVERAGED argmax (NOT a candidate, gross 1.50) MADG-g1.50     FULL  18.05% / 1.211 / -22.41%  OOS  19.14% / 1.269   4a fail  4b fail
    U56 pick MADG-g1.00     FULL  11.90% / 1.208 / -15.49%  H 1.255/1.165   OOS  12.61% / 1.267 / -15.49%   4a fail  4b PASS
        SPY  15.13% / 0.885 / -33.72% (OOS Sharpe 0.874)   RULES v2 base Sharpe 1.201 (H 1.232/1.177, MaxDD -12.05%)
   B136 LEVERAGED argmax (NOT a candidate, gross 1.50) TOP20-g1.50    FULL  33.11% / 1.107 / -47.36%  OOS  31.34% / 1.014   4a fail  4b fail
   B136 pick TOP20-g0.90    FULL  19.55% / 1.097 / -30.71%  H 1.336/0.910   OOS  18.70% / 1.003 / -30.71%   4a fail  4b fail
        SPY  15.16% / 0.886 / -33.72% (OOS Sharpe 0.877)   RULES v2 base Sharpe 1.099 (H 1.235/0.966, MaxDD -12.24%)

unselected base rate over all 71 grid points: 4a 1 (1.4%), 4b 18 (25.4%); over the 44 UNLEVERAGED points: 4a 1 (2.3%), 4b 13 (29.5%)
NOTE: this book population was built by sweeping gross to sit ON the 4b bars, so its 4b pass rate is a property of the construction and is NOT evidence for any book.

wall 247.7s
