src,unit,cset,token,q,d_quoted,K,n_bars,bar,step_pp,d_res,extra,load_bearing
LEADERBOARD.md,7479,C_STRICT,0.50,0.5,2,24.0,3,0.0,4.0,-0.0,2.0,0.0
LEADERBOARD.md,7481,C_STRICT,0.7908,0.7908,4,24.0,0,,4.0,-0.0,4.0,
LEADERBOARD.md,7482,C_STRICT,18,18.0,0,,0,,,,,
LEADERBOARD.md,7492,C_STRICT,0.03,0.03,2,2000.0,0,,0.04997501249375312,2.0,0.0,
LEADERBOARD.md,7557,C_STRICT,0.1916,0.1916,4,21.0,2,0.0,4.545454545454546,-0.0,4.0,0.0
LEADERBOARD.md,7562,C_STRICT,3,3.0,0,,0,,,,,
LEADERBOARD.md,7573,C_STRICT,09,9.0,0,300.0,1,0.027,0.33222591362126247,1.0,0.0,0.0
LEADERBOARD.md,7575,C_STRICT,0.995,0.995,3,,1,12.0,,,,
LEADERBOARD.md,7582,C_STRICT,0.333,0.333,3,56.0,1,4.0,1.7543859649122806,-0.0,3.0,0.0
LEADERBOARD.md,7623,C_STRICT,60,60.0,0,60.0,0,,1.639344262295082,-0.0,0.0,
LEADERBOARD.md,7624,C_STRICT,40,40.0,0,40.0,0,,2.4390243902439024,-0.0,0.0,
research/CHANGELOG.md,79,C_STRICT,1,1.0,0,,0,,,,,
research/CHANGELOG.md,90,C_STRICT,1,1.0,0,20.0,0,,4.761904761904762,-0.0,0.0,
research/CHANGELOG.md,92,C_STRICT,0.9545,0.9545,4,,1,1.0,,,,
research/CHANGELOG.md,95,C_STRICT,60,60.0,0,,0,,,,,
research/CHANGELOG.md,96,C_STRICT,0.90,0.9,2,,0,,,,,
research/CHANGELOG.md,98,C_STRICT,4,4.0,0,,1,1.0,,,,
research/CHANGELOG.md,124,C_STRICT,12,12.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
research/CHANGELOG.md,126,C_STRICT,0.5796,0.5796,4,,0,,,,,
research/CHANGELOG.md,138,C_STRICT,19.13,19.13,2,,0,,,,,
research/CHANGELOG.md,199,C_STRICT,2,2.0,0,24.0,0,,4.0,-0.0,0.0,
research/CHANGELOG.md,202,C_STRICT,8,8.0,0,24.0,1,0.0,4.0,-0.0,0.0,0.0
research/CHANGELOG.md,203,C_STRICT,1,1.0,0,,0,,,,,
research/CHANGELOG.md,248,C_STRICT,12,12.0,0,12.0,1,1.0,7.6923076923076925,-0.0,0.0,0.0
research/CHANGELOG.md,291,C_STRICT,77,77.0,0,,4,8.0,,,,
research/CHANGELOG.md,306,C_STRICT,0.8929,0.8929,4,,0,,,,,
research/CHANGELOG.md,326,C_STRICT,63,63.0,0,20.0,1,0.6,4.761904761904762,-0.0,0.0,0.0
research/CHANGELOG.md,327,C_STRICT,0.6055,0.6055,4,,2,0.7,,,,
research/CHANGELOG.md,463,C_STRICT,17,17.0,0,,0,,,,,
research/CHANGELOG.md,464,C_STRICT,3,3.0,0,20.0,0,,4.761904761904762,-0.0,0.0,
research/CHANGELOG.md,469,C_STRICT,6,6.0,0,,1,1.0,,,,
research/CHANGELOG.md,471,C_STRICT,17,17.0,0,,0,,,,,
research/CHANGELOG.md,476,C_STRICT,0.5601,0.5601,4,200.0,6,2.0,0.4975124378109453,1.0,3.0,0.0
research/CHANGELOG.md,480,C_STRICT,4,4.0,0,,0,,,,,
research/CHANGELOG.md,481,C_STRICT,3,3.0,0,120.0,0,,0.8264462809917356,1.0,0.0,
research/CHANGELOG.md,816,C_STRICT,1.000,1.0,3,,1,15.0,,,,
research/CHANGELOG.md,862,C_STRICT,5,5.0,0,,1,0.0,,,,
research/CHANGELOG.md,1073,C_STRICT,17,17.0,0,,0,,,,,
research/CHANGELOG.md,1074,C_STRICT,0,0.0,0,400.0,0,,0.24937655860349128,1.0,0.0,
research/CHANGELOG.md,1076,C_STRICT,6,6.0,0,,2,1.0,,,,
research/CHANGELOG.md,1079,C_STRICT,17,17.0,0,,0,,,,,
research/CHANGELOG.md,1104,C_STRICT,90,90.0,0,1000.0,3,0.0,0.0999000999000999,2.0,0.0,0.0
research/CHANGELOG.md,1114,C_STRICT,95,95.0,0,84.0,10,42.0,1.1764705882352942,-0.0,0.0,0.0
research/CHANGELOG.md,1120,C_STRICT,84,84.0,0,25.0,5,4.0,3.8461538461538463,-0.0,0.0,0.0
research/CHANGELOG.md,1122,C_STRICT,95,95.0,0,180.0,13,0.9,0.5524861878453039,1.0,0.0,0.0
research/CHANGELOG.md,1130,C_STRICT,24,24.0,0,24.0,4,0.0,4.0,-0.0,0.0,0.0
research/QUEUE.md,0,C_STRICT,11,11.0,0,1800.0,0,,0.0555247084952804,2.0,0.0,
research/QUEUE.md,6,C_STRICT,95,95.0,0,576.0,27,36.0,0.1733102253032929,1.0,0.0,0.0
research/QUEUE.md,7,C_STRICT,11,11.0,0,400.0,12,0.0502,0.24937655860349128,1.0,0.0,0.0
research/QUEUE.md,25,C_STRICT,22,22.0,0,,0,,,,,
research/QUEUE.md,26,C_STRICT,4,4.0,0,36000.0,2,0.25,0.002777700619427238,3.0,0.0,0.0
research/QUEUE.md,31,C_STRICT,95,95.0,0,145.0,1,0.0,0.684931506849315,1.0,0.0,0.0
research/QUEUE.md,33,C_STRICT,72,72.0,0,2346810.0,661,10.0,4.261101554407236e-05,5.0,0.0,0.0
research/QUEUE.md,36,C_STRICT,2,2.0,0,19440.0,30,0.02,0.005143768324674657,3.0,0.0,0.0
research/QUEUE.md,37,C_STRICT,50,50.0,0,153429.0,567,0.956,0.0006517630189663039,4.0,0.0,0.0
research/QUEUE.md,38,C_STRICT,40.6,40.6,1,5057.0,4,8.0,0.019770660340055358,2.0,0.0,0.0
research/QUEUE.md,41,C_STRICT,93,93.0,0,13429.0,141,20.0,0.007446016381236039,3.0,0.0,0.0
research/QUEUE.md,42,C_STRICT,09,9.0,0,486.0,2,0.1,0.2053388090349076,1.0,0.0,0.0
research/QUEUE.md,43,C_STRICT,0.5192,0.5192,4,20480.0,170,16.0,0.004882574093061862,3.0,1.0,0.0
research/QUEUE.md,45,C_STRICT,99,99.0,0,216.0,36,0.6,0.4608294930875576,1.0,0.0,0.0
research/QUEUE.md,46,C_STRICT,45,45.0,0,5118.0,4,2.35,0.019535065442469232,2.0,0.0,0.0
research/QUEUE.md,47,C_STRICT,100,100.0,0,2000.0,326,0.55,0.04997501249375312,2.0,0.0,0.0
research/backtests/2026-09-03_broad-momentum-top10.result.md,2,C_STRICT,3,3.0,0,,1,0.6,,,,
research/backtests/2026-09-04_asset-class-dispersion_B.result.md,2,C_STRICT,4,4.0,0,20.0,2,1.01,4.761904761904762,-0.0,0.0,0.0
research/backtests/2026-09-04_prox-inverted-signal_cloud.result.md,4,C_STRICT,0.406,0.406,3,,0,,,,,
research/backtests/2026-09-04_trend-gate-lookback-primary_cloud.memo.md,1,C_STRICT,12,12.0,0,20.0,3,0.6,4.761904761904762,-0.0,0.0,0.0
research/backtests/2026-09-04_vol-cap-as-a-satellite-clause_B.result.md,0,C_STRICT,88,88.0,0,,0,,,,,
research/backtests/2026-09-04_vol-cap-as-a-satellite-clause_B.result.md,1,C_STRICT,17,17.0,0,3.0,0,,25.0,-1.0,1.0,
research/backtests/2026-09-04_vol-cap-as-a-satellite-clause_B.result.md,6,C_STRICT,0.60,0.6,2,,0,,,,,
research/backtests/2026-09-04_vol-cap-as-a-satellite-clause_B.result.md,15,C_STRICT,3,3.0,0,,0,,,,,
research/backtests/2026-09-04_vol-cap-as-a-satellite-clause_B.result.md,18,C_STRICT,2,2.0,0,,0,,,,,
research/backtests/2026-09-04_vol-cap-as-a-satellite-clause_B.result.md,21,C_STRICT,4,4.0,0,,0,,,,,
research/backtests/2026-09-04_vol-cap-as-a-satellite-clause_B.result.md,30,C_STRICT,0.60,0.6,2,,0,,,,,
research/backtests/2026-09-05_candidate-count-vs-dispersion_B.memo.md,1,C_STRICT,2,2.0,0,20.0,2,9.0,4.761904761904762,-0.0,0.0,0.0
research/backtests/2026-09-05_candidate-count-vs-dispersion_B.result.md,15,C_STRICT,0.500,0.5,3,9.0,0,,10.0,-1.0,4.0,
research/backtests/2026-09-05_candidate-count-vs-dispersion_B.result.md,25,C_STRICT,2,2.0,0,9.0,1,1.98,10.0,-1.0,1.0,0.0
research/backtests/2026-09-05_does-a-null-column-change-any-published-verdict_cloud.result.md,10,C_STRICT,27,27.0,0,,0,,,,,
research/backtests/2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.memo.md,1,C_STRICT,54.5,54.5,1,200.0,1,25.0,0.4975124378109453,1.0,0.0,0.0
research/backtests/2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.result.md,1,C_STRICT,54.5,54.5,1,,1,25.0,,,,
research/backtests/2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.result.md,7,C_STRICT,95,95.0,0,20.0,0,,4.761904761904762,-0.0,0.0,
research/backtests/2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.result.md,9,C_STRICT,4,4.0,0,,1,25.0,,,,
research/backtests/2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.result.md,10,C_STRICT,4,4.0,0,98.0,0,,1.0101010101010102,-0.0,0.0,
research/backtests/2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.result.md,18,C_STRICT,35,35.0,0,,0,,,,,
research/backtests/2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.result.md,19,C_STRICT,38,38.0,0,11.0,0,,8.333333333333334,-0.0,0.0,
research/backtests/2026-09-05_fixed-gross-S4-blend_cloud.memo.md,1,C_STRICT,12,12.0,0,60.0,2,0.05,1.639344262295082,-0.0,0.0,0.0
research/backtests/2026-09-05_how-many-draws-does-clause-11b-need_cloud.memo.md,2,C_STRICT,95,95.0,0,,0,,,,,
research/backtests/2026-09-05_how-many-draws-does-clause-11b-need_cloud.result.md,1,C_STRICT,100,100.0,0,,0,,,,,
research/backtests/2026-09-05_how-many-draws-does-clause-11b-need_cloud.result.md,15,C_STRICT,95,95.0,0,,0,,,,,
research/backtests/2026-09-05_how-many-draws-does-clause-11b-need_cloud.result.md,17,C_STRICT,95,95.0,0,200.0,1,0.05,0.4975124378109453,1.0,0.0,0.0
research/backtests/2026-09-05_is-Calmar-immunity-general_C.result.md,3,C_STRICT,0,0.0,0,4000.0,0,,0.02499375156210947,2.0,0.0,
research/backtests/2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.memo.md,1,C_STRICT,1,1.0,0,98.0,3,0.6,1.0101010101010102,-0.0,0.0,0.0
research/backtests/2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.memo.md,2,C_STRICT,3,3.0,0,,2,0.6,,,,
research/backtests/2026-09-05_is-the-conditional-sleeve-anything-at-all_B.memo.md,2,C_STRICT,11,11.0,0,70.0,0,,1.408450704225352,-0.0,0.0,
research/backtests/2026-09-05_is-the-conditional-sleeve-anything-at-all_B.result.md,5,C_STRICT,70,70.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
research/backtests/2026-09-05_is-the-conditional-sleeve-anything-at-all_B.result.md,10,C_STRICT,95,95.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
research/backtests/2026-09-05_is-the-conditional-sleeve-anything-at-all_B.result.md,13,C_STRICT,72,72.0,0,,0,,,,,
research/backtests/2026-09-05_is-the-conditional-sleeve-anything-at-all_B.result.md,26,C_STRICT,11,11.0,0,,0,,,,,
research/backtests/2026-09-05_is-the-conditional-sleeve-anything-at-all_B.result.md,28,C_STRICT,0.551,0.551,3,,2,40.0,,,,
research/backtests/2026-09-05_is-the-conditional-sleeve-anything-at-all_B.result.md,30,C_STRICT,2,2.0,0,8.0,0,,11.11111111111111,-1.0,1.0,
research/backtests/2026-09-05_liquidity-screened-small-panel_cloud.result.md,3,C_STRICT,1.35,1.35,2,20.0,2,33.4,4.761904761904762,-0.0,2.0,0.0
research/backtests/2026-09-05_price-the-broad-POS-near-miss_cloud.memo.md,1,C_STRICT,12,12.0,0,,2,0.6,,,,
research/backtests/2026-09-05_threshold-plateaus-are-the-general-case_cloud.result.md,3,C_STRICT,0.86,0.86,2,14.0,1,4.0,6.666666666666667,-0.0,2.0,0.0
research/backtests/2026-09-05_threshold-plateaus-are-the-general-case_cloud.result.md,11,C_STRICT,8,8.0,0,,0,,,,,
research/backtests/2026-09-05_where-does-the-POS-tilt-stop-transferring_C.result.md,8,C_STRICT,01,1.0,0,,0,,,,,
research/backtests/2026-09-05_which-asset-carries-S4_C.memo.md,2,C_STRICT,12,12.0,0,,1,0.6,,,,
research/backtests/2026-09-05_why-the-small-panel-wants-M-and-the-large-caps-6W_cloud.memo.md,1,C_STRICT,12,12.0,0,,4,0.6,,,,
research/backtests/2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.result.md,13,C_STRICT,58,58.0,0,100.0,0,,0.9900990099009901,1.0,0.0,
research/backtests/2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud.result.md,14,C_STRICT,97,97.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
research/backtests/2026-09-06_daily-plus-buffer30_PARK_MEMO.md,1,C_STRICT,12,12.0,0,,2,7.05,,,,
research/backtests/2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,1,C_STRICT,0.0124,0.0124,4,,0,,,,,
research/backtests/2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,4,C_STRICT,64,64.0,0,108.0,1,0.5,0.9174311926605505,1.0,0.0,0.0
research/backtests/2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,5,C_STRICT,0.20,0.2,2,54.0,1,54.0,1.8181818181818181,-0.0,2.0,0.0
research/backtests/2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,6,C_STRICT,27,27.0,0,27.0,0,,3.5714285714285716,-0.0,0.0,
research/backtests/2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,15,C_STRICT,30.78,30.78,2,,0,,,,,
research/backtests/2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,17,C_STRICT,0.6268,0.6268,4,27.0,0,,3.5714285714285716,-0.0,4.0,
research/backtests/2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.result.md,18,C_STRICT,0.5966,0.5966,4,,0,,,,,
research/backtests/2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.result.md,23,C_STRICT,96.7,96.7,1,60.0,0,,1.639344262295082,-0.0,1.0,
research/backtests/2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C.result.md,30,C_STRICT,96.7,96.7,1,60.0,0,,1.639344262295082,-0.0,1.0,
research/backtests/2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C.result.md,5,C_STRICT,3,3.0,0,,1,17.1,,,,
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.memo.md,1,C_STRICT,5,5.0,0,324.0,4,0.957,0.3076923076923077,1.0,0.0,0.0
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,5,C_STRICT,1,1.0,0,,0,,,,,
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,8,C_STRICT,0.14,0.14,2,,0,,,,,
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,9,C_STRICT,0.2059,0.2059,4,,0,,,,,
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,15,C_STRICT,6,6.0,0,,4,0.85,,,,
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,16,C_STRICT,0.999,0.999,3,162.0,2,0.2708,0.6134969325153374,1.0,2.0,0.0
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,20,C_STRICT,0.012,0.012,3,,0,,,,,
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,21,C_STRICT,0.718,0.718,3,,0,,,,,
research/backtests/2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.result.md,24,C_STRICT,50,50.0,0,,4,0.957,,,,
research/backtests/2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C.result.md,7,C_STRICT,96.7,96.7,1,60.0,0,,1.639344262295082,-0.0,1.0,
research/backtests/2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C.result.md,8,C_STRICT,40,40.0,0,20.0,0,,4.761904761904762,-0.0,0.0,
research/backtests/2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.result.md,8,C_STRICT,51,51.0,0,,0,,,,,
research/backtests/2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.result.md,10,C_STRICT,23,23.0,0,,0,,,,,
research/backtests/2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.result.md,11,C_STRICT,2,2.0,0,100.0,0,,0.9900990099009901,1.0,0.0,
research/backtests/2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.result.md,21,C_STRICT,56,56.0,0,100.0,0,,0.9900990099009901,1.0,0.0,
research/backtests/2026-09-06_is-within-stratum-CORR-a-SECTOR-concentration-proxy_C.result.md,11,C_STRICT,1.0704,1.0704,4,,0,,,,,
research/backtests/2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.result.md,10,C_STRICT,70.5,70.5,1,200.0,0,,0.4975124378109453,1.0,0.0,
research/backtests/2026-09-06_monthly-r6-top20-as-a-single-hypothesis_cloud.result.md,13,C_STRICT,5,5.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
research/backtests/2026-09-06_point-in-time-megacap-panel_B.out.md,7,C_STRICT,5,5.0,0,,0,,,,,
research/backtests/2026-09-06_point-in-time-megacap-panel_B.out.md,8,C_STRICT,99.5,99.5,1,,0,,,,,
research/backtests/2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.result.md,1,C_STRICT,45,45.0,0,3.0,0,,25.0,-1.0,1.0,
research/backtests/2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.result.md,28,C_STRICT,0.1454,0.1454,4,,0,,,,,
research/backtests/2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.result.md,33,C_STRICT,4,4.0,0,,0,,,,,
research/backtests/2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B.result.md,48,C_STRICT,55,55.0,0,,0,,,,,
research/backtests/2026-09-06_re-price-every-ranked-candidate-at-its-Sharpe-maximising-turnover_C.KEEP_MEMO.md,1,C_STRICT,12,12.0,0,,8,5.8,,,,
research/backtests/2026-09-06_stop-only-in-crashes_B.result.md,5,C_STRICT,20,20.0,0,,0,,,,,
research/backtests/2026-09-06_what-actually-moves-H2_B.result.md,21,C_STRICT,100,100.0,0,,0,,,,,
research/backtests/2026-09-06_what-actually-moves-H2_B.result.md,24,C_STRICT,21,21.0,0,,0,,,,,
research/backtests/2026-09-06_what-actually-moves-H2_B.result.md,25,C_STRICT,31.5,31.5,1,200.0,0,,0.4975124378109453,1.0,0.0,
research/backtests/2026-09-06_what-actually-moves-H2_B.result.md,40,C_STRICT,1.0,1.0,1,,0,,,,,
research/backtests/2026-09-07_breadth-adaptive-count-2022_B.result.md,3,C_STRICT,1,1.0,0,,0,,,,,
research/backtests/2026-09-07_breadth-adaptive-count-2022_B.result.md,5,C_STRICT,93.4,93.4,1,,0,,,,,
research/backtests/2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud.result.md,3,C_STRICT,0.05,0.05,2,,0,,,,,
research/backtests/2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.memo.md,1,C_STRICT,0.10,0.1,2,18.0,2,1.19,5.2631578947368425,-0.0,2.0,0.0
research/backtests/2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.result.md,3,C_STRICT,1,1.0,0,54.0,0,,1.8181818181818181,-0.0,0.0,
research/backtests/2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.result.md,18,C_STRICT,0.080,0.08,3,,1,1.0,,,,
research/backtests/2026-09-07_does-the-IS-CHOOSER-ever-beat-a-coin-across-BOOKS_C.result.md,2,C_STRICT,0.500,0.5,3,,0,,,,,
research/backtests/2026-09-07_does-the-IS-CHOOSER-ever-beat-a-coin-across-BOOKS_C.result.md,3,C_STRICT,50.0,50.0,1,162.0,0,,0.6134969325153374,1.0,0.0,
research/backtests/2026-09-07_is-CADENCE-the-real-dial-behind-the-band_cloud.memo.md,2,C_STRICT,3,3.0,0,,1,0.6,,,,
research/backtests/2026-09-07_is-CONCENTRATION-in-narrow-markets-a-general-clause-or-one-2022_C.result.md,4,C_STRICT,1,1.0,0,,0,,,,,
research/backtests/2026-09-07_is-c-star-widening-a-RISK-TIMING-property-record-wide_cloud.result.md,5,C_STRICT,0.50,0.5,2,,0,,,,,
research/backtests/2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.memo.md,1,C_STRICT,48,48.0,0,,3,0.4,,,,
research/backtests/2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.result.md,4,C_STRICT,0.169,0.169,3,54.0,0,,1.8181818181818181,-0.0,3.0,
research/backtests/2026-09-07_is-the-ENTRY-buffer-just-n-in-disguise_cloud.memo.md,1,C_STRICT,12,12.0,0,20.0,4,0.6,4.761904761904762,-0.0,0.0,0.0
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,1,C_STRICT,0.517,0.517,3,,0,,,,,
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,2,C_STRICT,1,1.0,0,,0,,,,,
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,6,C_STRICT,42,42.0,0,,0,,,,,
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,12,C_STRICT,0.266,0.266,3,,0,,,,,
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,14,C_STRICT,0.0086,0.0086,4,,0,,,,,
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,19,C_STRICT,0.001,0.001,3,,0,,,,,
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,25,C_STRICT,0.016,0.016,3,,0,,,,,
research/backtests/2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C.result.md,27,C_STRICT,2,2.0,0,,0,,,,,
research/backtests/2026-09-07_selection-vs-no-selection-as-the-real-question_B.result.md,5,C_STRICT,0.0482,0.0482,4,,0,,,,,
research/backtests/2026-09-07_selection-vs-no-selection-as-the-real-question_B.result.md,7,C_STRICT,97,97.0,0,,3,0.0,,,,
research/backtests/2026-09-07_sleeve-f-plateau-width_B.result.md,1,C_STRICT,0.86,0.86,2,16.0,0,,5.882352941176471,-0.0,2.0,
research/backtests/2026-09-07_sleeve-f-plateau-width_B.result.md,6,C_STRICT,0.00,0.0,2,,0,,,,,
research/backtests/2026-09-07_two-same-day-runs-disagree-on-D3_B.result.md,8,C_STRICT,0.5192,0.5192,4,480.0,1,0.1,0.2079002079002079,1.0,3.0,0.0
research/backtests/2026-09-07_u56-top20-band-m20_4b_B_MEMO.md,2,C_STRICT,12,12.0,0,,2,0.6,,,,
research/backtests/2026-09-07_u56-top20-g075-4b_C_MEMO.md,2,C_STRICT,0.60,0.6,2,,1,20.0,,,,
research/backtests/2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_cloud.result.md,26,C_STRICT,80,80.0,0,,1,17.1,,,,
research/backtests/2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B.result.md,7,C_STRICT,95,95.0,0,100.0,0,,0.9900990099009901,1.0,0.0,
research/backtests/2026-09-08_back-fill-the-split-half-distribution-over-every-single-draw-claim_cloud.result.md,1,C_STRICT,6,6.0,0,20.0,0,,4.761904761904762,-0.0,0.0,
research/backtests/2026-09-08_back-fill-the-split-half-distribution-over-every-single-draw-claim_cloud.result.md,7,C_STRICT,0.0229,0.0229,4,,0,,,,,
research/backtests/2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.result.md,3,C_STRICT,0,0.0,0,,1,1.0,,,,
research/backtests/2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.result.md,12,C_STRICT,1.4,1.4,1,,0,,,,,
research/backtests/2026-09-08_does-the-key-swap-survive-a-CONSTANT-count_cloud.result.md,1,C_STRICT,31.7,31.7,1,630.0,1,0.05,0.15847860538827258,1.0,0.0,0.0
research/backtests/2026-09-08_does-the-key-swap-survive-a-CONSTANT-count_cloud.result.md,20,C_STRICT,1.00,1.0,2,,1,0.05,,,,
research/backtests/2026-09-08_does-the-key-swap-survive-a-CONSTANT-count_cloud.result.md,22,C_STRICT,96.7,96.7,1,,1,5.0,,,,
research/backtests/2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud.result.md,1,C_STRICT,8,8.0,0,,0,,,,,
research/backtests/2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud.result.md,22,C_STRICT,1,1.0,0,,0,,,,,
research/backtests/2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud.result.md,27,C_STRICT,8,8.0,0,200.0,0,,0.4975124378109453,1.0,0.0,
research/backtests/2026-09-08_fix-hivol80s-IS-OOS-coverage-and-re-read-the-parked-arm_cloud.memo.md,1,C_STRICT,80,80.0,0,6.0,4,17.1,14.285714285714286,-1.0,1.0,0.0
research/backtests/2026-09-08_is-K_MEDIAN-a-real-abstention-rule-or-a-36-cell-accident_C.result.md,5,C_STRICT,1,1.0,0,36.0,0,,2.7027027027027026,-0.0,0.0,
research/backtests/2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_cloud.memo.md,1,C_STRICT,20,20.0,0,2.0,3,13.2,33.333333333333336,-1.0,1.0,0.0
research/backtests/2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_cloud.result.md,17,C_STRICT,8,8.0,0,,0,,,,,
research/backtests/2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_cloud.result.md,18,C_STRICT,3,3.0,0,,0,,,,,
research/backtests/2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_B.result.md,14,C_STRICT,0.85,0.85,2,,0,,,,,
research/backtests/2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_B.result.md,15,C_STRICT,65,65.0,0,6.0,0,,14.285714285714286,-1.0,1.0,
research/backtests/2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.result.md,10,C_STRICT,100,100.0,0,72.0,2,0.0001,1.36986301369863,-0.0,0.0,0.0
research/backtests/2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_C.result.md,13,C_STRICT,2,2.0,0,,0,,,,,
research/backtests/2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_cloud.result.md,2,C_STRICT,0.0,0.0,1,,0,,,,,
research/backtests/2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B.result.md,3,C_STRICT,93,93.0,0,,1,20.0,,,,
research/backtests/2026-09-08_the-013-margin-rule_B.result.md,7,C_STRICT,2,2.0,0,,0,,,,,
