
[panel] u56 = universe.json(56): 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.838/1.060 MaxDD -22.06% CAGR 14.96%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad = universe_broad.json(136): 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.838/1.060 MaxDD -22.06% CAGR 14.96%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] small = prices_small(439, SPY held out): 439 cols, 2010-01-04..2026-09-04, eval from 2011-01-13
    SPY full CAGR 14.13% Sharpe 0.862 MaxDD -33.72% halves 0.891/0.858 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.934/0.715 MaxDD -18.61% CAGR 12.02%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[a] reproduction of idea 129's grid: 306 of 306 rows matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 IS_Sharpe 2.22e-16 IS_CAGR 9.89e-17 IS_MaxDD 8.33e-17 OOS_CAGR 9.71e-17 OOS_Sharpe 2.22e-16 OOS_MaxDD 8.33e-17 gross 5.55e-17  EXACT

[GRID] 306 arm-rows, ALL reported
panel  book   cost                arm  CAGR  Sharpe  MaxDD    H1     H2  IS_Sharpe  IS_Calmar  IS_CAGR  IS_MaxDD  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  gross     TO  adm_S1  adm_S2  pass4a  pass4b            fail4b
broad   V1u 25.000           vol60-dg 0.016   0.206 -0.289 0.317  0.109      0.285      0.145    0.024    -0.164     0.010       0.146     -0.289  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000           vol60-rw 0.016   0.206 -0.289 0.317  0.109      0.285      0.145    0.024    -0.164     0.010       0.146     -0.289  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000          v1gate-dg 0.015   0.190 -0.289 0.311  0.086      0.279      0.144    0.023    -0.160     0.008       0.124     -0.289  0.739 29.199   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000          v1gate-rw 0.018   0.219 -0.267 0.335  0.120      0.305      0.198    0.026    -0.132     0.011       0.155     -0.267  0.750 29.430   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000             stop15 0.016   0.203 -0.293 0.318  0.104      0.286      0.146    0.024    -0.164     0.009       0.141     -0.293  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000             stop25 0.016   0.206 -0.289 0.317  0.109      0.285      0.145    0.024    -0.164     0.010       0.146     -0.289  0.750 29.426   False   False   False   False H1,H2,OOS,DD,CAGR
broad   V1u 25.000 ddctl-8/.5/recover 0.006   0.115 -0.201 0.271 -0.065      0.250      0.137    0.016    -0.118    -0.003      -0.021     -0.186  0.456 17.793   False   False   False   False    H1,H2,OOS,CAGR
broad   V1u 25.000    ddctl-8/.5/high 0.007   0.146 -0.197 0.207  0.074      0.181      0.090    0.011    -0.118     0.005       0.111     -0.197  0.446 17.366   False   False   False   False    H1,H2,OOS,CAGR
broad   V1u 25.000          ebud-0.10 0.006   0.153 -0.115 0.389 -0.067      0.344      0.157    0.014    -0.086    -0.001       0.000     -0.113  0.306 10.304   False   False   False   False    H1,H2,OOS,CAGR
broad   V1u 25.000          ebud-0.20 0.008   0.143 -0.218 0.346 -0.036      0.319      0.146    0.021    -0.141    -0.002       0.010     -0.218  0.540 19.754   False   False   False   False H1,H2,OOS,DD,CAGR
broad TOP20 10.000            control 0.147   0.976 -0.260 1.140  0.854      1.050      1.109    0.145    -0.131     0.149       0.930     -0.260  0.748 13.178    True    True   False   False                DD
broad TOP20 10.000            g200-dg 0.145   0.989 -0.233 1.182  0.842      1.094      1.127    0.148    -0.131     0.143       0.922     -0.233  0.738 13.028    True    True   False   False                DD
broad TOP20 10.000            g200-rw 0.147   0.991 -0.240 1.192  0.837      1.105      1.153    0.151    -0.131     0.143       0.916     -0.240  0.742 13.142    True    True   False   False                DD
broad TOP20 10.000           band3-dg 0.144   0.986 -0.217 1.172  0.843      1.082      1.121    0.146    -0.131     0.143       0.923     -0.217  0.738 12.960    True    True   False   False                DD
broad TOP20 10.000           band3-rw 0.147   0.993 -0.222 1.187  0.843      1.100      1.151    0.150    -0.131     0.144       0.923     -0.222  0.743 13.051    True    True   False   False                DD
broad TOP20 10.000           abs12-dg 0.143   0.976 -0.257 1.162  0.848      1.067      1.062    0.139    -0.131     0.147       0.925     -0.257  0.726 12.677    True    True   False   False                DD
broad TOP20 10.000           abs12-rw 0.144   0.977 -0.259 1.162  0.848      1.069      1.076    0.140    -0.131     0.147       0.925     -0.259  0.738 12.840    True    True   False   False                DD
broad TOP20 10.000           vol60-dg 0.120   0.916 -0.184 1.047  0.798      0.957      0.942    0.123    -0.130     0.118       0.884     -0.184  0.708 13.364    True    True    True   False                H2
broad TOP20 10.000           vol60-rw 0.128   0.928 -0.207 1.081  0.795      0.998      0.982    0.133    -0.136     0.124       0.875     -0.207  0.746 13.906   False   False    True   False         H2,OOS,DD
broad TOP20 10.000          v1gate-dg 0.120   0.925 -0.184 1.090  0.779      1.000      0.966    0.126    -0.131     0.115       0.868     -0.184  0.700 13.213    True    True    True   False            H2,OOS
broad TOP20 10.000          v1gate-rw 0.131   0.957 -0.201 1.125  0.811      1.044      1.013    0.138    -0.136     0.125       0.892     -0.201  0.739 13.773   False   False    True   False                H2
broad TOP20 10.000             stop15 0.132   0.916 -0.288 1.109  0.764      1.016      0.998    0.137    -0.137     0.128       0.849     -0.288  0.741 14.463   False   False   False   False         H2,OOS,DD
broad TOP20 10.000             stop25 0.143   0.961 -0.282 1.134  0.828      1.044      1.099    0.143    -0.131     0.143       0.908     -0.282  0.747 13.380    True    True   False   False             H2,DD
broad TOP20 10.000 ddctl-8/.5/recover 0.098   0.829 -0.187 0.970  0.713      0.840      0.780    0.092    -0.117     0.103       0.825     -0.187  0.566 10.167   False   False    True   False       H2,OOS,CAGR
broad TOP20 10.000    ddctl-8/.5/high 0.087   0.798 -0.141 0.911  0.716      0.756      0.614    0.072    -0.117     0.099       0.834     -0.141  0.515  9.255   False   False    True   False    H1,H2,OOS,CAGR
broad TOP20 10.000          ebud-0.10 0.131   0.967 -0.229 1.231  0.768      1.144      1.264    0.142    -0.112     0.122       0.854     -0.229  0.658 10.033    True    True   False   False         H2,OOS,DD
broad TOP20 10.000          ebud-0.20 0.146   0.973 -0.258 1.150  0.840      1.061      1.115    0.146    -0.131     0.146       0.918     -0.258  0.743 13.012    True    True   False   False                DD
broad TOP20 25.000            control 0.124   0.846 -0.261 0.998  0.732      0.910      0.917    0.123    -0.134     0.126       0.807     -0.261  0.748 13.178   False   False    True   False         H2,OOS,DD
broad TOP20 25.000            g200-dg 0.123   0.857 -0.234 1.040  0.717      0.952      0.938    0.126    -0.134     0.120       0.795     -0.234  0.738 13.028   False   False    True   False         H2,OOS,DD
broad TOP20 25.000            g200-rw 0.124   0.858 -0.242 1.050  0.711      0.965      0.962    0.129    -0.135     0.120       0.789     -0.242  0.742 13.142   False   False    True   False         H2,OOS,DD
broad TOP20 25.000           band3-dg 0.122   0.854 -0.218 1.031  0.717      0.943      0.935    0.125    -0.134     0.120       0.796     -0.218  0.738 12.960   False   False    True   False         H2,OOS,DD
broad TOP20 25.000           band3-rw 0.124   0.861 -0.223 1.046  0.718      0.961      0.962    0.129    -0.134     0.121       0.796     -0.223  0.743 13.051   False   False    True   False         H2,OOS,DD
broad TOP20 25.000           abs12-dg 0.121   0.847 -0.259 1.021  0.727      0.928      0.884    0.118    -0.134     0.124       0.802     -0.259  0.726 12.677   False   False    True   False         H2,OOS,DD
broad TOP20 25.000           abs12-rw 0.122   0.848 -0.261 1.020  0.727      0.928      0.894    0.120    -0.134     0.124       0.802     -0.261  0.738 12.840   False   False    True   False         H2,OOS,DD
broad TOP20 25.000           vol60-dg 0.098   0.766 -0.185 0.894  0.650      0.805      0.754    0.101    -0.134     0.096       0.735     -0.185  0.708 13.364   False   False    True   False    H1,H2,OOS,CAGR
broad TOP20 25.000           vol60-rw 0.105   0.779 -0.210 0.929  0.649      0.848      0.793    0.111    -0.140     0.100       0.728     -0.210  0.746 13.906   False   False    True   False H1,H2,OOS,DD,CAGR
broad TOP20 25.000          v1gate-dg 0.098   0.774 -0.185 0.936  0.631      0.849      0.778    0.105    -0.135     0.093       0.718     -0.185  0.700 13.213   False   False    True   False    H1,H2,OOS,CAGR
broad TOP20 25.000          v1gate-rw 0.108   0.808 -0.202 0.972  0.664      0.893      0.825    0.116    -0.140     0.101       0.743     -0.202  0.739 13.773   False   False    True   False            H2,OOS
broad TOP20 25.000             stop15 0.108   0.769 -0.292 0.955  0.621      0.862      0.804    0.114    -0.141     0.103       0.705     -0.292  0.741 14.463   False   False   False   False      H1,H2,OOS,DD
broad TOP20 25.000             stop25 0.120   0.828 -0.285 0.992  0.702      0.902      0.907    0.122    -0.134     0.119       0.780     -0.285  0.747 13.380   False   False   False   False         H2,OOS,DD
broad TOP20 25.000 ddctl-8/.5/recover 0.075   0.670 -0.202 0.761  0.599      0.619      0.513    0.063    -0.122     0.085       0.710     -0.202  0.551  9.928   False   False    True   False    H1,H2,OOS,CAGR
broad TOP20 25.000    ddctl-8/.5/high 0.065   0.636 -0.157 0.737  0.563      0.574      0.415    0.051    -0.122     0.077       0.684     -0.157  0.494  8.962   False   False    True   False    H1,H2,OOS,CAGR
broad TOP20 25.000          ebud-0.10 0.114   0.857 -0.230 1.108  0.668      1.022      1.080    0.125    -0.116     0.105       0.751     -0.230  0.658 10.033    True    True    True   False         H2,OOS,DD
broad TOP20 25.000          ebud-0.20 0.123   0.844 -0.260 1.009  0.720      0.921      0.925    0.124    -0.134     0.123       0.795     -0.260  0.743 13.012   False   False    True   False         H2,OOS,DD
broad EWall 10.000            control 0.142   1.122 -0.254 1.231  1.024      1.146      0.941    0.144    -0.153     0.139       1.102     -0.254  0.750  0.866   False   False   False   False                DD
broad EWall 10.000            g200-dg 0.078   1.094 -0.126 1.198  0.990      1.057      0.966    0.077    -0.079     0.079       1.126     -0.126  0.532  3.323   False    True    True   False              CAGR
broad EWall 10.000            g200-rw 0.116   1.057 -0.201 1.158  0.970      1.047      1.001    0.113    -0.112     0.120       1.065     -0.201  0.750  7.844    True    True    True    True                 -
broad EWall 10.000           band3-dg 0.080   1.106 -0.122 1.229  0.984      1.091      1.024    0.081    -0.079     0.080       1.119     -0.122  0.532  2.011   False    True    True   False              CAGR
broad EWall 10.000           band3-rw 0.117   1.069 -0.185 1.172  0.979      1.060      1.086    0.114    -0.105     0.120       1.076     -0.185  0.750  4.804    True    True    True    True                 -
broad EWall 10.000           abs12-dg 0.085   1.041 -0.163 1.150  0.939      1.008      0.789    0.082    -0.104     0.088       1.067     -0.163  0.555  2.495   False   False    True   False              CAGR
broad EWall 10.000           abs12-rw 0.120   1.049 -0.226 1.154  0.967      1.042      0.963    0.113    -0.117     0.126       1.056     -0.226  0.750  5.434    True    True   False   False                DD
broad EWall 10.000           vol60-dg 0.124   1.138 -0.187 1.255  1.027      1.157      1.060    0.128    -0.121     0.120       1.122     -0.187  0.723  1.357    True    True    True    True                 -
broad EWall 10.000           vol60-rw 0.129   1.120 -0.208 1.233  1.012      1.142      0.965    0.134    -0.139     0.125       1.101     -0.208  0.750  1.792   False   False    True   False                DD
broad EWall 10.000          v1gate-dg 0.072   1.055 -0.121 1.165  0.944      1.023      0.895    0.072    -0.081     0.072       1.085     -0.121  0.522  3.426   False    True    True   False              CAGR
broad EWall 10.000          v1gate-rw 0.107   1.026 -0.177 1.146  0.914      1.035      0.952    0.109    -0.114     0.106       1.019     -0.177  0.750  8.266    True    True    True    True                 -
broad EWall 10.000             stop15 0.128   1.086 -0.262 1.196  0.980      1.105      0.962    0.134    -0.139     0.124       1.069     -0.262  0.739  3.392   False   False   False   False                DD
broad EWall 10.000             stop25 0.136   1.114 -0.266 1.225  1.012      1.137      0.981    0.140    -0.143     0.133       1.095     -0.266  0.747  1.672   False   False   False   False                DD
broad EWall 10.000 ddctl-8/.5/recover 0.103   1.068 -0.173 1.157  0.980      1.033      0.849    0.103    -0.121     0.104       1.099     -0.173  0.655  1.092   False    True    True   False              CAGR
broad EWall 10.000    ddctl-8/.5/high 0.087   0.969 -0.173 1.037  0.904      0.891      0.666    0.081    -0.121     0.092       1.036     -0.173  0.581  0.976   False   False    True   False              CAGR
broad EWall 10.000          ebud-0.10 0.142   1.122 -0.254 1.231  1.024      1.146      0.941    0.144    -0.153     0.139       1.102     -0.254  0.750  0.866   False   False   False   False                DD
broad EWall 10.000          ebud-0.20 0.142   1.122 -0.254 1.231  1.024      1.146      0.941    0.144    -0.153     0.139       1.102     -0.254  0.750  0.866   False   False   False   False                DD
broad EWall 25.000            control 0.140   1.112 -0.254 1.221  1.013      1.136      0.931    0.143    -0.154     0.138       1.091     -0.254  0.750  0.866   False   False    True   False                DD
broad EWall 25.000            g200-dg 0.072   1.023 -0.127 1.132  0.916      0.991      0.865    0.072    -0.083     0.073       1.052     -0.127  0.532  3.323   False   False    True   False              CAGR
broad EWall 25.000            g200-rw 0.103   0.949 -0.204 1.051  0.860      0.939      0.839    0.100    -0.119     0.106       0.957     -0.204  0.750  7.844   False   False    True   False           DD,CAGR
broad EWall 25.000           band3-dg 0.077   1.064 -0.123 1.191  0.939      1.052      0.972    0.078    -0.080     0.076       1.074     -0.123  0.532  2.011   False    True    True   False              CAGR
broad EWall 25.000           band3-rw 0.109   1.002 -0.187 1.107  0.911      0.993      0.998    0.106    -0.106     0.112       1.010     -0.187  0.750  4.804   False   False    True    True                 -
broad EWall 25.000           abs12-dg 0.081   0.995 -0.164 1.107  0.891      0.965      0.750    0.078    -0.104     0.084       1.019     -0.164  0.555  2.495   False   False    True   False              CAGR
broad EWall 25.000           abs12-rw 0.111   0.977 -0.228 1.078  0.899      0.964      0.875    0.104    -0.119     0.117       0.989     -0.228  0.750  5.434   False   False    True   False                DD
broad EWall 25.000           vol60-dg 0.121   1.119 -0.187 1.238  1.006      1.139      1.039    0.126    -0.121     0.118       1.102     -0.187  0.723  1.357    True    True    True    True                 -
broad EWall 25.000           vol60-rw 0.126   1.096 -0.209 1.214  0.984      1.122      0.943    0.131    -0.139     0.121       1.073     -0.209  0.750  1.792   False   False    True   False                DD
broad EWall 25.000          v1gate-dg 0.067   0.980 -0.122 1.095  0.863      0.953      0.797    0.067    -0.084     0.066       1.004     -0.122  0.522  3.426   False   False    True   False              CAGR
broad EWall 25.000          v1gate-rw 0.094   0.907 -0.182 1.033  0.789      0.921      0.790    0.096    -0.121     0.092       0.895     -0.182  0.750  8.266   False   False    True   False           H2,CAGR
broad EWall 25.000             stop15 0.122   1.042 -0.265 1.157  0.931      1.066      0.909    0.128    -0.141     0.118       1.021     -0.265  0.739  3.392   False   False    True   False                DD
broad EWall 25.000             stop25 0.133   1.093 -0.268 1.206  0.989      1.118      0.953    0.138    -0.144     0.130       1.073     -0.268  0.747  1.672   False   False   False   False                DD
broad EWall 25.000 ddctl-8/.5/recover 0.104   1.066 -0.174 1.126  1.008      1.001      0.817    0.099    -0.121     0.108       1.123     -0.174  0.661  1.055   False   False    True   False              CAGR
broad EWall 25.000    ddctl-8/.5/high 0.084   0.946 -0.174 1.020  0.875      0.871      0.641    0.078    -0.121     0.089       1.008     -0.174  0.574  0.969   False   False    True   False              CAGR
broad EWall 25.000          ebud-0.10 0.140   1.112 -0.254 1.221  1.013      1.136      0.931    0.143    -0.154     0.138       1.091     -0.254  0.750  0.866   False   False    True   False                DD
broad EWall 25.000          ebud-0.20 0.140   1.112 -0.254 1.221  1.013      1.136      0.931    0.143    -0.154     0.138       1.091     -0.254  0.750  0.866   False   False    True   False                DD
small   V1u 10.000            control 0.070   0.537 -0.340 0.619  0.466      0.549      0.280    0.070    -0.250     0.071       0.531     -0.340  0.750 33.311   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000            g200-dg 0.072   0.556 -0.335 0.616  0.501      0.545      0.294    0.070    -0.236     0.074       0.562     -0.335  0.736 32.852   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000            g200-rw 0.087   0.634 -0.328 0.689  0.587      0.640      0.394    0.085    -0.217     0.089       0.631     -0.328  0.750 33.470   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000           band3-dg 0.067   0.520 -0.335 0.626  0.424      0.558      0.286    0.071    -0.250     0.065       0.498     -0.335  0.716 32.638   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000           band3-rw 0.069   0.510 -0.371 0.616  0.422      0.534      0.274    0.069    -0.252     0.069       0.497     -0.371  0.750 33.868   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000           abs12-dg 0.072   0.553 -0.340 0.623  0.490      0.553      0.282    0.070    -0.250     0.073       0.554     -0.340  0.733 32.785   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000           abs12-rw 0.084   0.622 -0.307 0.647  0.600      0.593      0.308    0.077    -0.250     0.088       0.639     -0.307  0.750 33.208   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000           vol60-dg 0.069   0.531 -0.340 0.619  0.453      0.549      0.280    0.070    -0.250     0.069       0.521     -0.340  0.748 33.269   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000           vol60-rw 0.065   0.505 -0.340 0.619  0.404      0.549      0.280    0.070    -0.250     0.062       0.479     -0.340  0.749 33.325   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000          v1gate-dg 0.074   0.565 -0.335 0.616  0.518      0.545      0.294    0.070    -0.236     0.076       0.576     -0.335  0.735 32.812   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000          v1gate-rw 0.082   0.603 -0.328 0.689  0.526      0.640      0.394    0.085    -0.217     0.079       0.581     -0.328  0.747 33.387   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000             stop15 0.067   0.523 -0.331 0.586  0.467      0.524      0.260    0.066    -0.254     0.068       0.523     -0.331  0.748 33.382   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000             stop25 0.067   0.514 -0.352 0.618  0.422      0.549      0.280    0.070    -0.250     0.065       0.495     -0.352  0.750 33.310   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000 ddctl-8/.5/recover 0.047   0.500 -0.225 0.492  0.510      0.550      0.308    0.058    -0.187     0.041       0.467     -0.222  0.481 21.320   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000    ddctl-8/.5/high 0.051   0.547 -0.222 0.555  0.540      0.551      0.355    0.056    -0.159     0.048       0.548     -0.222  0.468 20.816   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 10.000          ebud-0.10 0.019   0.384 -0.193 0.567  0.197      0.592      0.273    0.033    -0.120     0.011       0.242     -0.193  0.278 10.459   False   False   False   False    H1,H2,OOS,CAGR
small   V1u 10.000          ebud-0.20 0.035   0.401 -0.319 0.661  0.148      0.646      0.336    0.062    -0.183     0.019       0.244     -0.319  0.503 20.584   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000            control 0.018   0.197 -0.441 0.251  0.149      0.195      0.055    0.018    -0.321     0.019       0.198     -0.441  0.750 33.311   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000            g200-dg 0.021   0.215 -0.434 0.252  0.180      0.197      0.058    0.018    -0.307     0.023       0.225     -0.434  0.736 32.852   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000            g200-rw 0.034   0.298 -0.430 0.324  0.276      0.289      0.110    0.032    -0.289     0.035       0.304     -0.430  0.750 33.470   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000           band3-dg 0.016   0.183 -0.434 0.263  0.110      0.210      0.062    0.020    -0.319     0.014       0.167     -0.434  0.716 32.638   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000           band3-rw 0.016   0.180 -0.491 0.253  0.118      0.184      0.049    0.016    -0.334     0.016       0.177     -0.454  0.750 33.868   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000           abs12-dg 0.020   0.212 -0.438 0.258  0.169      0.203      0.059    0.019    -0.321     0.021       0.217     -0.438  0.733 32.785   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000           abs12-rw 0.031   0.281 -0.418 0.283  0.280      0.244      0.077    0.025    -0.321     0.035       0.303     -0.413  0.750 33.208   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000           vol60-dg 0.017   0.189 -0.441 0.251  0.132      0.195      0.055    0.018    -0.321     0.017       0.185     -0.441  0.748 33.269   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000           vol60-rw 0.013   0.163 -0.441 0.251  0.085      0.195      0.055    0.018    -0.321     0.011       0.145     -0.441  0.749 33.325   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000          v1gate-dg 0.022   0.223 -0.434 0.252  0.195      0.197      0.058    0.018    -0.307     0.024       0.238     -0.434  0.735 32.812   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000          v1gate-rw 0.029   0.265 -0.430 0.324  0.212      0.289      0.110    0.032    -0.289     0.027       0.250     -0.430  0.747 33.387   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000             stop15 0.015   0.177 -0.433 0.217  0.140      0.169      0.043    0.014    -0.324     0.016       0.182     -0.433  0.748 33.382   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000             stop25 0.015   0.173 -0.451 0.251  0.104      0.195      0.055    0.018    -0.321     0.013       0.161     -0.451  0.750 33.310   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000 ddctl-8/.5/recover 0.015   0.206 -0.278 0.220  0.191      0.181      0.066    0.014    -0.207     0.016       0.227     -0.278  0.442 19.649   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000    ddctl-8/.5/high 0.014   0.195 -0.278 0.250  0.133      0.216      0.082    0.017    -0.207     0.011       0.181     -0.278  0.428 19.046   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000          ebud-0.10 0.004   0.092 -0.230 0.279 -0.099      0.318      0.112    0.017    -0.150    -0.005      -0.063     -0.230  0.278 10.459   False   False   False   False H1,H2,OOS,DD,CAGR
small   V1u 25.000          ebud-0.20 0.004   0.086 -0.379 0.341 -0.161      0.339      0.124    0.029    -0.237    -0.012      -0.076     -0.379  0.503 20.584   False   False   False   False H1,H2,OOS,DD,CAGR
small TOP20 10.000            control 0.147   0.767 -0.308 0.870  0.722      0.701      0.635    0.108    -0.171     0.171       0.809     -0.308  0.750 16.262   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000            g200-dg 0.142   0.755 -0.281 0.863  0.703      0.692      0.623    0.106    -0.171     0.165       0.795     -0.281  0.749 16.278   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000            g200-rw 0.142   0.749 -0.308 0.860  0.696      0.688      0.618    0.106    -0.171     0.165       0.787     -0.308  0.750 16.339   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000           band3-dg 0.143   0.759 -0.286 0.866  0.709      0.695      0.626    0.107    -0.171     0.167       0.800     -0.286  0.749 16.258   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000           band3-rw 0.143   0.754 -0.315 0.867  0.700      0.697      0.628    0.107    -0.171     0.166       0.791     -0.315  0.750 16.304   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000           abs12-dg 0.143   0.757 -0.308 0.859  0.710      0.686      0.617    0.105    -0.171     0.167       0.800     -0.308  0.748 16.232   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000           abs12-rw 0.144   0.758 -0.308 0.861  0.712      0.689      0.621    0.106    -0.171     0.168       0.801     -0.308  0.750 16.239   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000           vol60-dg 0.042   0.411 -0.174 0.504  0.308      0.319      0.215    0.033    -0.153     0.048       0.478     -0.174  0.487 13.980   False   False   False   False    H1,H2,OOS,CAGR
small TOP20 10.000           vol60-rw 0.064   0.449 -0.310 0.615  0.317      0.437      0.280    0.058    -0.206     0.068       0.457     -0.310  0.747 20.304   False   False   False   False H1,H2,OOS,DD,CAGR
small TOP20 10.000          v1gate-dg 0.042   0.410 -0.174 0.502  0.309      0.316      0.212    0.033    -0.153     0.048       0.479     -0.174  0.487 13.960   False   False   False   False    H1,H2,OOS,CAGR
small TOP20 10.000          v1gate-rw 0.067   0.472 -0.274 0.604  0.364      0.422      0.256    0.055    -0.215     0.075       0.501     -0.274  0.745 20.212   False   False   False   False H1,H2,OOS,DD,CAGR
small TOP20 10.000             stop15 0.122   0.693 -0.269 0.826  0.619      0.612      0.453    0.089    -0.196     0.143       0.739     -0.269  0.720 21.167   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000             stop25 0.135   0.732 -0.291 0.807  0.700      0.645      0.527    0.097    -0.184     0.159       0.781     -0.291  0.741 17.665   False   False    True   False      H1,H2,OOS,DD
small TOP20 10.000 ddctl-8/.5/recover 0.088   0.685 -0.201 0.758  0.629      0.608      0.437    0.068    -0.156     0.101       0.729     -0.201  0.484 10.836   False   False    True   False    H1,H2,OOS,CAGR
small TOP20 10.000    ddctl-8/.5/high 0.081   0.664 -0.193 0.739  0.612      0.657      0.560    0.071    -0.127     0.088       0.671     -0.193  0.448  9.909   False   False    True   False    H1,H2,OOS,CAGR
small TOP20 10.000          ebud-0.10 0.094   0.624 -0.268 0.804  0.505      0.640      0.568    0.083    -0.147     0.100       0.622     -0.268  0.592 10.449   False   False   False   False H1,H2,OOS,DD,CAGR
small TOP20 10.000          ebud-0.20 0.143   0.762 -0.302 0.880  0.703      0.719      0.660    0.111    -0.168     0.164       0.792     -0.302  0.741 15.819   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000            control 0.119   0.649 -0.310 0.732  0.613      0.566      0.434    0.084    -0.193     0.141       0.696     -0.310  0.750 16.262   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000            g200-dg 0.115   0.635 -0.283 0.724  0.592      0.557      0.427    0.082    -0.192     0.135       0.680     -0.283  0.749 16.278   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000            g200-rw 0.114   0.630 -0.309 0.722  0.586      0.553      0.413    0.081    -0.197     0.135       0.674     -0.309  0.750 16.339   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000           band3-dg 0.116   0.640 -0.288 0.727  0.599      0.560      0.429    0.082    -0.192     0.137       0.685     -0.288  0.749 16.258   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000           band3-rw 0.116   0.635 -0.316 0.729  0.591      0.562      0.430    0.083    -0.193     0.136       0.678     -0.316  0.750 16.304   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000           abs12-dg 0.116   0.638 -0.310 0.720  0.601      0.551      0.407    0.081    -0.199     0.138       0.686     -0.310  0.748 16.232   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000           abs12-rw 0.117   0.640 -0.310 0.722  0.603      0.554      0.411    0.082    -0.198     0.139       0.688     -0.310  0.750 16.239   False   False    True   False      H1,H2,OOS,DD
