file,n_fail,R0_ASBUILT_named,R0_ASBUILT_any,R1_ALPHABET_named,R1_ALPHABET_any,R2_LEGCOLS_named,R2_LEGCOLS_any,R3_STATS_INFILE_named,R3_STATS_INFILE_any,R4_STATS_PANEL_named,R4_STATS_PANEL_any
2026-09-05_the-gross-ladder-is-not-a-rescaling_C.keep.csv,502,0,0,0,0,0,0,0,0,493,493
2026-09-10_publish-the-PENALTY-beside-every-residualisation_B.keeppaths.csv,500,0,0,0,0,0,0,0,0,500,500
2026-09-15_does-the-ZERO-COST-pass-to-BASE-RATE-inversion-hold-on-MONTHLY-4b-passes_B.books.csv,496,496,496,496,496,496,496,496,496,496,496
2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C.grid.csv,495,0,0,0,0,0,0,0,0,493,495
2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.grid.csv,494,0,0,0,0,494,494,494,494,494,494
2026-09-08_selector-comparison-needs-more-cells_B.picks.csv,493,493,493,493,493,493,493,493,493,493,493
2026-09-08_selector-comparison-needs-more-cells_B.walkforward.csv,493,493,493,493,493,493,493,493,493,493,493
2026-09-08_is-168c-s-k-CROSSING-a-SMOOTHING-artefact-end-to-end_cloud.grid.csv,481,0,0,481,481,481,481,481,481,481,481
2026-09-15_is-the-4b-DD-CAP-the-binding-leg-for-EVERY-offset-fragile-book_B.phases.csv,476,476,476,476,476,476,476,476,476,476,476
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_C.keeppaths.csv,473,0,0,0,0,0,0,473,473,473,473
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_C.books.csv,473,0,0,0,0,0,0,473,473,473,473
2026-09-05_threshold-plateaus-are-the-general-case_cloud.grid.csv,472,0,0,0,0,0,0,0,0,471,472
2026-09-10_does-the-SCALE-channel-need-its-own-pre-rule-8-gate_C.arms.csv,471,0,0,0,0,0,0,0,0,471,471
2026-09-14_should-PROTOCOL-4b-price-its-DD-CAP-against-an-EPISODE-STRIPPED-COMPARAND_cloud.margins.csv,470,470,470,470,470,470,470,470,470,470,470
2026-09-11_re-read-idea-300s-WF-C-KILL-as-a-panel-fact_cloud.grid.csv,466,0,0,0,0,0,0,0,0,466,466
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.ladder.csv,466,0,0,0,0,0,0,0,0,466,466
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.grid.csv,464,0,0,0,0,0,0,0,0,462,464
2026-09-09_why-is-evol-the-one-characteristic-that-never-reverses_C.arms.csv,463,0,0,0,0,0,0,440,440,445,445
2026-09-09_restate-the-26-characteristic-files-under-the-SIGN-FLIP_cloud.arms.csv,463,0,0,0,0,0,0,440,440,445,445
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.grid.csv,462,462,462,462,462,462,462,462,462,462,462
2026-09-08_is-the-failing-bar-a-published-column_cloud.grid.csv,460,0,0,0,0,0,0,0,0,458,460
2026-09-08_is-K_MEDIAN-a-real-abstention-rule-or-a-36-cell-accident_C.picks.csv,457,0,0,457,457,457,457,457,457,457,457
2026-09-11_price-the-ENGINE-DRIFT-leg-on-every-published-arm-minus-arm-decomposition_B.grid.csv,456,0,0,0,0,0,0,0,0,456,456
2026-09-09_does-any-other-published-EDGE-FLAG-survive-its-own-EXTENSION-re-run_C.arms.csv,456,0,0,0,0,0,0,0,0,456,456
2026-09-07_is-DDCTRL-retirable-as-a-family_C.grid.csv,456,456,456,456,456,456,456,456,456,456,456
2026-09-09_is-the-4b-footprint-a-monotone-function-of-cap-mix_B.grid.csv,453,0,0,0,0,0,0,440,440,447,453
2026-09-11_does-any-published-panel-property-claim-have-an-INTERIOR-cap-mix_B.grid.csv,443,0,0,0,0,0,0,443,443,443,443
2026-09-09_is-the-0.2125-vol-threshold-a-PLATEAU-or-a-CLIFF_cloud.grid.csv,438,0,0,0,0,0,0,0,0,438,438
2026-09-05_price-the-broad-POS-near-miss_cloud.grid.csv,437,437,437,437,437,437,437,437,437,437,437
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.grid.csv,434,434,434,434,434,434,434,434,434,434,434
2026-09-15_is-the-ZERO-COST-pass-to-BASE-RATE-inversion-a-CADENCE-fact_B.books.csv,425,425,425,425,425,425,425,425,425,425,425
2026-09-11_is-the-CAGR-FLOOR-the-only-4b-bar-that-ever-binds-ALONE_cloud.grid.csv,422,422,422,422,422,422,422,422,422,422,422
2026-09-15_is-U56-M-CORE-TOP20-s-2.09pp-CAGR-edge-a-REBALANCE-OFFSET-artefact_B.offsets.csv,421,421,421,421,421,421,421,421,421,421,421
2026-09-06_persistence-vs-cost-as-a-required-column_cloud.keep.csv,419,419,419,419,419,419,419,419,419,419,419
2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud.grid.csv,419,419,419,419,419,419,419,419,419,419,419
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.keep.csv,419,419,419,419,419,419,419,419,419,419,419
2026-09-10_publish-step_delta-beside-every-adopted-constant_B.walkforward.csv,418,0,0,0,0,0,0,195,195,195,195
2026-09-15_is-the-4b-FOOTPRINT-still-a-cap-mix-function-once-k-is-a-free-axis_cloud.books.csv,417,0,0,0,0,0,0,417,417,417,417
2026-09-11_does-any-published-panel-property-claim-have-an-INTERIOR-cap-mix_cloud.keeppaths.csv,395,395,395,395,395,395,395,395,395,395,395
2026-09-09_put-DEGREES-OF-FREEDOM-beside-every-within-cell-t_cloud.keeppaths.csv,392,0,0,0,0,0,0,392,392,392,392
2026-09-09_price-the-14-breadth-files-on-their-own-books_B.books.csv,390,0,0,0,0,0,0,390,390,390,390
2026-09-09_is-the-ETF-dilution-slope-a-BETA-story-or-a-BREADTH-story_cloud.keeppaths.csv,384,0,0,0,0,0,0,0,0,384,384
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.walkforward.csv,375,0,0,0,0,0,0,156,156,156,156
2026-09-07_sleeve-moves-the-frontier_cloud.grid.csv,373,373,373,373,373,373,373,373,373,373,373
2026-09-06_gate-instrument-speed-curve_cloud.keep.csv,367,367,367,367,367,367,367,367,367,367,367
2026-09-10_does-a-TERMINAL-DATING-certificate-belong-BEFORE-rule-8_B.arms.csv,363,0,0,0,0,0,0,0,0,363,363
2026-09-09_does-the-no-signal-shape-appear-on-any-panel-that-passes_cloud.walkdiag.csv,361,0,0,0,0,0,0,0,0,361,361
2026-09-08_band3-rw-at-075-vs-the-incumbent_B.grid.csv,361,361,361,361,361,361,361,361,361,361,361
2026-09-09_does-the-no-signal-shape-appear-on-any-panel-that-passes_cloud.grid.csv,361,0,0,0,0,0,0,0,0,361,361
2026-09-10_publish-an-AS-OF-DATE-beside-every-input-the-record-reads_C.arms.csv,360,0,0,0,0,0,0,0,0,360,360
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.corpus.csv,356,356,356,356,356,356,356,356,356,356,356
2026-09-11_is-n_elig-the-variable-the-record-keeps-mislabelling_B.books.csv,355,0,0,0,0,0,0,355,355,355,355
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_C.grid.csv,352,0,0,0,0,0,0,352,352,352,352
2026-09-14_does-the-4b-CAGR-FLOOR-close-on-a-TOTAL-RETURN-comparand_B.books.csv,351,351,351,351,351,351,351,351,351,351,351
2026-09-05_one-year-dependence-as-a-KEEP-bar_cloud.loyo.csv,347,0,0,0,0,0,0,0,0,309,347
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B.restated_record.csv,344,0,0,0,0,0,0,0,0,342,344
2026-09-08_does-a-pre-registered-arm-beat-its-own-IS-chooser-generally_C.keeppaths.csv,344,0,0,0,0,0,0,0,0,148,148
2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B.walkforward.csv,339,0,0,0,0,0,0,142,142,142,142
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.grid.csv,336,336,336,336,336,336,336,336,336,336,336
2026-09-05_cagr-floor-calibration_B.ladder.csv,332,332,332,332,332,332,332,332,332,332,332
2026-09-05_weak-dominance-bands-as-the-calibration-output_C.ladder.csv,332,0,0,332,332,332,332,332,332,332,332
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.arms.csv,331,0,0,331,331,331,331,331,331,331,331
2026-09-08_price-ORACLE-OOS-as-the-headroom-column-beside-every-selector-kill_C.arms.csv,331,0,0,0,0,0,0,0,0,331,331
2026-09-08_does-a-pre-registered-arm-beat-its-own-IS-chooser-generally_C.arms.csv,331,0,0,0,0,0,0,0,0,331,331
2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud.grid.csv,323,0,0,323,323,323,323,323,323,323,323
2026-09-05_required-gross-as-a-leaderboard-column_cloud.greq.csv,323,0,0,323,323,323,323,323,323,323,323
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.gross.csv,321,0,0,0,0,321,321,321,321,321,321
2026-09-08_is-the-DD-CAP-the-only-thing-4b-ever-tests-on-a-ranked-book_cloud.window.csv,320,0,0,0,0,0,0,0,0,317,320
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud.grid.csv,319,0,0,0,0,319,319,319,319,319,319
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud.density.csv,319,0,0,319,319,319,319,319,319,319,319
2026-09-12_does-the-U56-MA-DG-MONTHLY-g1.00-candidate-survive-a-PRE-REGISTERED-run_C.grid.csv,313,0,0,0,0,313,313,313,313,313,313
2026-09-11_extend-the-q-x-k-ladder-past-k-EQUALS-100_C.books.csv,306,0,0,0,0,0,0,306,306,306,306
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B.clause.csv,306,0,0,0,0,0,0,0,0,0,0
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud.curve.csv,305,0,0,305,305,305,305,305,305,305,305
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,305,0,0,305,305,305,305,305,305,305,305
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud.grid.csv,305,0,0,305,305,305,305,305,305,305,305
2026-09-06_re-read-every-published-clause-on-the-signed-statistic_C.keep.csv,299,299,299,299,299,299,299,299,299,299,299
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C.grid.csv,298,298,298,298,298,298,298,298,298,298,298
2026-09-06_time-varying-share-vs-fixed-n_B.grid.csv,295,295,295,295,295,295,295,295,295,295,295
2026-09-10_why-does-a-0.83x-per-year-book-still-pay-to-SMOOTH_C.grid.csv,288,0,0,0,0,288,288,288,288,288,288
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.walkforward.csv,288,0,0,288,288,288,288,288,288,288,288
2026-09-11_is-WIDTH-MAXIMISATION-a-general-rule-8-selector-pathology_C.books.csv,288,0,0,0,0,0,0,288,288,288,288
2026-09-10_why-does-a-0.83x-per-year-book-still-pay-to-SMOOTH_C.keeppaths.csv,288,0,0,0,0,0,0,0,0,0,0
2026-09-11_is-the-U56-CAGR-FLOOR-GAP-a-DELISTING-artefact_B.hazard.csv,285,0,0,0,0,0,0,0,0,226,285
2026-09-08_how-many-published-count-dials-are-gross-dials_B.grid.csv,284,0,0,270,270,270,270,270,270,284,284
2026-09-10_census-the-record-s-ABSOLUTE-thresholds-for-the-firing-RATE-artefact_B.books.csv,283,0,0,0,0,0,0,0,0,281,283
2026-09-10_is-K_CAGR-really-a-better-rule-8-selector-or-is-it-the-CAGR-floor-in-disguise_cloud.rescore.csv,277,277,277,277,277,277,277,277,277,277,277
2026-09-05_weak-dominance-bands-as-the-calibration-output_C.grid.csv,277,0,0,277,277,277,277,277,277,277,277
2026-09-05_is-the-ladder-even-a-candidate_C.corpus.csv,277,277,277,277,277,277,277,277,277,277,277
2026-09-05_is-Calmar-immunity-general_C.grid.csv,277,277,277,277,277,277,277,277,277,277,277
2026-09-05_quote-the-lift-not-the-rate_cloud.grid.csv,277,277,277,277,277,277,277,277,277,277,277
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.grid.csv,277,277,277,277,277,277,277,277,277,277,277
2026-09-05_cagr-floor-calibration_B.grid.csv,277,277,277,277,277,277,277,277,277,277,277
2026-09-10_is-the-BAND-the-only-clean-adopted-constant_cloud.grid.csv,275,0,0,275,275,275,275,275,275,275,275
2026-09-09_is-the-BLOCKWISE-vs-SMOOTH-split-the-real-predictor-of-a-gross-flip_C.keeppaths.csv,274,0,0,0,0,0,0,0,0,0,0
2026-09-10_re-scope-idea-134-s-wall-in-the-record_cloud.grid.csv,274,274,274,274,274,274,274,274,274,274,274
2026-09-10_is-the-STALENESS-TAX-a-DRAWDOWN-tax-on-every-gate-family_C.grid.csv,274,0,0,0,0,0,0,0,0,274,274
2026-09-10_does-the-TIE-AS-FLIP-convention-change-any-PUBLISHED-verdict_C.keeppaths.csv,274,0,0,0,0,0,0,0,0,0,0
2026-09-10_does-the-TIE-AS-FLIP-convention-change-any-PUBLISHED-verdict_C.cells.csv,274,0,0,0,0,0,0,0,0,0,0
2026-09-09_is-the-BLOCKWISE-vs-SMOOTH-split-the-real-predictor-of-a-gross-flip_C.cells.csv,274,0,0,0,0,0,0,0,0,0,0
2026-09-09_stop-summarising-the-DD-LEG-with-PATH-statistics_C.cells.csv,274,0,0,0,0,0,0,0,0,0,0
2026-09-09_stop-summarising-the-DD-LEG-with-PATH-statistics_C.keeppaths.csv,274,0,0,0,0,0,0,0,0,0,0
2026-09-09_how-many-of-the-record-s-PUBLISHED-parent-COMPARISONS-are-GROSS-UNMATCHED_C.keeppaths.csv,274,0,0,0,0,0,0,0,0,274,274
2026-09-09_is-AMPLITUDE-the-record-s-real-clause-taxonomy_cloud.cells.csv,274,0,0,0,0,0,0,0,0,0,0
2026-09-07_does-any-overlay-move-MaxDD-without-moving-CAGR-more_C.grid.csv,273,273,273,273,273,273,273,273,273,273,273
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.grid.csv,273,273,273,273,273,273,273,273,273,273,273
2026-09-12_does-the-U56-TOP-40-g1.00-book-survive-a-PRE-REGISTERED-run-with-the-WIDTH-GRID-EXTENDED_cloud.keeppaths.csv,266,0,0,0,0,266,266,266,266,266,266
2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.grid.csv,263,263,263,263,263,263,263,263,263,263,263
2026-09-09_how-many-of-the-records-POOLED-ACROSS-CADENCE-bars-clear-a-band-their-own-CELLS-fail_B.books.csv,260,0,0,0,0,0,0,260,260,260,260
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.arms.csv,259,0,0,259,259,259,259,259,259,259,259
2026-09-12_re-price-the-record-s-MATCHED-GROSS-TWIN-claims-under-WINMATCH_C.walkforward.csv,256,0,0,256,256,256,256,256,256,256,256
2026-09-12_does-any-DE-GROSSING-FAMILY-beat-its-TWIN-with-NO-2020-DRAWDOWN_cloud.walkforward.csv,256,0,0,256,256,256,256,256,256,256,256
2026-09-12_is-QROLL-ON-TOP-an-entirely-POST-2017-fact_cloud.walkforward.csv,256,0,0,256,256,256,256,256,256,256,256
2026-09-12_is-the-PRE-POST-ASYMMETRY-QROLL-s-or-the-WINDOW-s_C.walkforward.csv,256,0,0,256,256,256,256,256,256,256,256
2026-09-12_is-the-TWIN-ORDERING-window-invariant-on-a-ROLLING-census_cloud.walkforward.csv,256,0,0,256,256,256,256,256,256,256,256
2026-09-09_how-many-published-4a-passes-are-GRID-EDGE-points-held-by-the-DD-LEG_C.arms.csv,254,0,0,0,0,0,0,0,0,254,254
2026-09-12_does-the-DECLINE-vs-RECOVERY-tie-DECOMPOSITION-survive-a-2022-BINDING-EPISODE_C.bear22cells.csv,252,0,0,252,252,252,252,252,252,252,252
2026-09-09_does-the-DAILY-EXIT-pay-on-a-book-that-does-not-already-churn_cloud.keep.csv,250,0,0,0,0,0,0,0,0,247,250
2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B.keep.csv,248,0,0,0,0,0,0,0,0,0,0
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_cloud.walkforward.csv,247,0,0,0,0,0,0,205,205,205,205
2026-09-15_is-the-4b-DD-CAP-the-binding-leg-for-EVERY-offset-fragile-book_cloud.walkforward.csv,247,0,0,0,0,0,0,242,242,246,247
2026-09-15_where-does-the-BOOK-SIZE-axis-TURN-OVER-at-fixed-q-and-k_cloud.books.csv,242,0,0,0,0,0,0,242,242,242,242
2026-09-08_the-dg-reachability-ceiling_cloud.grid.csv,242,0,0,0,0,0,0,0,0,242,242
2026-09-11_is-the-RATIO-to-OOS-slope-steeper-at-the-WIDE-end-for-a-reason_C.keeppaths.csv,240,0,0,0,0,0,0,240,240,240,240
2026-09-11_is-the-RATIO-to-OOS-slope-steeper-at-the-WIDE-end-for-a-reason_C.books.csv,240,0,0,0,0,0,0,240,240,240,240
2026-09-15_do-the-SHARPE-LEGS-need-the-SAME-CONVENTION-CLAUSE_C.arms.csv,239,0,0,0,0,0,0,0,0,0,0
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.cells.csv,238,0,0,238,238,238,238,238,238,238,238
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,237,0,0,0,0,0,0,0,0,236,237
2026-09-07_does-the-T-6.2x-ex-ante-screen-generalise_cloud.keeppaths.csv,235,0,0,0,0,0,0,0,0,235,235
2026-09-08_the-pool-mean-as-a-leaderboard-column_B.picks.csv,233,0,0,0,0,0,0,114,114,233,233
2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud.grid.csv,232,0,0,232,232,232,232,232,232,232,232
2026-09-09_how-many-published-4a-passes-are-GRID-EDGE-points-held-by-the-DD-LEG_C.legs.csv,230,0,0,0,0,0,0,0,0,230,230
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.grid.csv,230,230,230,230,230,230,230,230,230,230,230
2026-09-10_put-the-T1-line-in-PROTOCOL-and-back-fill-it_cloud.books.csv,228,0,0,228,228,228,228,228,228,228,228
2026-09-05_is-the-defensive-class-one-book_cloud.ladder.csv,227,227,227,227,227,227,227,227,227,227,227
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.keep.csv,226,226,226,226,226,226,226,226,226,226,226
2026-09-11_does-idea-153-s-OVERLAP-ordering-survive-a-k-MATCHED-restatement_cloud.books.csv,225,0,0,0,0,0,0,225,225,225,225
2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,225,225,225,225,225,225,225,225,225,225,225
2026-09-15_does-the-MARGIN-OVER-SPREAD-clause-EMPTY-THE-SHELF_cloud.arms.csv,219,0,0,0,0,0,0,0,0,0,0
2026-09-05_sleeve-f-that-clears-the-floor_cloud.ladder.csv,216,216,216,216,216,216,216,216,216,216,216
2026-09-10_is-FLIP1-already-dead-at-10-bps_C.walkforward.csv,214,0,0,0,0,0,0,99,99,167,167
2026-09-08_how-many-published-count-dials-are-gross-dials_cloud.grid.csv,212,212,212,212,212,212,212,212,212,212,212
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C.blend.csv,212,212,212,212,212,212,212,212,212,212,212
2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud.grid.csv,211,211,211,211,211,211,211,211,211,211,211
2026-09-05_the-share-at-which-ranking-stops-paying_cloud.grid.csv,204,204,204,204,204,204,204,204,204,204,204
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C.grid.csv,204,204,204,204,204,204,204,204,204,204,204
2026-09-06_is-cadence-the-only-cost-chooser-on-other-books_cloud.keep.csv,199,0,0,0,0,0,0,0,0,0,0
2026-09-06_band-gate-execution-lag_B.grid.csv,199,199,199,199,199,199,199,199,199,199,199
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.walkforward.csv,199,0,0,0,0,0,0,114,114,114,114
2026-09-08_is-K_MEDIAN-a-real-abstention-rule-or-a-36-cell-accident_C.grid.csv,199,0,0,199,199,199,199,199,199,199,199
2026-09-08_publish-the-EXACT-per-cell-means-beside-every-local-mean-reading_cloud.keeppaths.csv,198,0,0,198,198,198,198,198,198,198,198
2026-09-08_publish-the-HALF-WINDOW-beside-every-published-crossing_C.keeppaths.csv,198,0,0,0,0,0,0,198,198,198,198
2026-09-06_risk-budget-as-an-explicit-rule_cloud.grid.csv,195,0,0,0,0,0,0,0,0,190,195
2026-09-11_is-n_elig-the-variable-the-record-keeps-mislabelling_cloud.books.csv,194,0,0,0,0,0,0,77,77,194,194
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.live.csv,192,192,192,192,192,192,192,192,192,192,192
2026-09-10_is-FLIP1-already-dead-at-10-bps_cloud.wf.csv,192,0,0,0,0,0,0,0,0,192,192
2026-09-05_liquidity-screened-small-panel_cloud.grid.csv,192,0,0,0,0,0,0,0,0,192,192
2026-09-08_is-the-pool-sign-the-whole-selector-story_B.gridB.csv,189,0,0,189,189,189,189,189,189,189,189
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.picks.csv,188,188,188,188,188,188,188,188,188,188,188
2026-09-05_why-the-IS-4b-screen-changes-no-pick_cloud.walkforward.csv,188,188,188,188,188,188,188,188,188,188,188
2026-09-10_is-the-gate-vs-ranked-ORDERING-SPLIT-a-GROSS-fact_B.grid.csv,187,0,0,0,0,0,0,0,0,185,185
2026-09-08_locate-the-n-ceiling-above-60_cloud.keep.csv,187,187,187,187,187,187,187,187,187,187,187
2026-09-05_the-null-column-for-instruments-that-are-not-keyed-tilts_cloud.null.csv,184,0,0,0,0,0,0,0,0,0,0
2026-09-08_is-every-published-max_vol-argmax-a-single-ranking-key-reading_cloud.grid.csv,183,0,0,0,0,0,0,0,0,183,183
2026-09-10_can-the-record-s-keys-be-made-REACHABLE-without-a-harness_cloud.books.csv,180,0,0,0,0,0,0,135,135,180,180
2026-09-07_qqq-core-plus-sleeve-h1_B.grid.csv,178,178,178,178,178,178,178,178,178,178,178
2026-09-05_post-trigger-short-term-reversal_cloud.grid.csv,168,168,168,168,168,168,168,168,168,168,168
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.walkforward.csv,165,0,0,0,0,0,0,72,72,72,72
2026-09-15_does-the-OOS-SPREAD-screen-retire-the-FLIP-RATE-statistic_B.cells.csv,165,0,0,0,0,0,0,0,0,165,165
2026-09-08_does-the-IS-WINDOW-DD-CAP-transfer-at-all_cloud.grid.csv,164,0,0,0,0,0,0,0,0,164,164
2026-09-08_the-013-margin-rule_B.keeppaths.csv,164,0,0,0,0,0,0,0,0,164,164
2026-09-08_is-IS-argmax-CONFIDENCE-an-inverse-signal_cloud.grid.csv,164,0,0,0,0,0,0,0,0,164,164
2026-09-08_re-state-every-IS-DRAWDOWN-BAR-as-a-RANK-or-scale-it-by-1.5_cloud.grid.csv,164,0,0,0,0,0,0,0,0,164,164
2026-09-05_does-book-share-price-a-tilt_C.grid.csv,164,164,164,164,164,164,164,164,164,164,164
2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud.grid.csv,164,0,0,164,164,164,164,164,164,164,164
2026-09-09_stamp-every-committed-artefact-with-its-PANEL-VINTAGE_cloud.grid.csv,163,0,0,0,0,0,0,163,163,163,163
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_cloud.arms.csv,160,0,0,0,0,0,0,0,0,160,160
2026-09-15_does-the-ZERO-COST-to-BASE-RATE-INVERSION-hold-on-MONTHLY-books_cloud.books.csv,158,158,158,158,158,158,158,158,158,158,158
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.grid.csv,157,157,157,157,157,157,157,157,157,157,157
2026-09-12_does-the-U56-TOP-40-g1.00-book-survive-a-PRE-REGISTERED-run-with-the-WIDTH-GRID-EXTENDED_cloud.grid.csv,157,0,0,157,157,157,157,157,157,157,157
2026-09-05_band-width-at-g085_cloud.grid.csv,156,0,0,0,0,156,156,156,156,156,156
2026-09-11_how-much-of-the-record-s-CAND-vs-EWALL-premia-is-EXPOSURE_C.grid.csv,153,153,153,153,153,153,153,153,153,153,153
2026-09-10_is-the-IS-WINDOW-a-SUPERSET-on-every-published-dial_cloud.walkforward.csv,153,0,0,0,0,0,0,66,66,66,66
2026-09-05_the-margin-column-instead-of-two_cloud.keep.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-05_the-margin-column-instead-of-two_cloud.clause.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-05_the-on-share-column_cloud.clause.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.exact.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.cells.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_B.keep.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-05_how-many-draws-does-clause-11b-need_cloud.keep.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_cloud.real.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_cloud.keep.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B.real.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B.keeppaths.csv,152,152,152,152,152,152,152,152,152,152,152
2026-09-08_label-the-337-undecidable-count-cells-from-the-AST_cloud.grid.csv,151,0,0,151,151,151,151,151,151,151,151
2026-09-07_sleeve-f-plateau-width_B.grid.csv,151,0,0,0,0,151,151,151,151,151,151
2026-09-10_does-the-BREADTH-gate-4b-pass-live-only-at-gross-1.00_cloud.grid.csv,149,0,0,149,149,149,149,149,149,149,149
2026-09-05_stop-as-negative-insurance_cloud.grid.csv,147,0,0,0,0,0,0,0,0,147,147
2026-09-11_should-PROTOCOL-quote-the-4a-leg-as-a-COUNT-not-a-SHARE_C.corpus.csv,146,0,0,0,0,0,0,0,0,146,146
2026-09-09_is-the-vol-cap-the-real-universe-clause-not-the-trend-leg_B.gband.csv,143,143,143,143,143,143,143,143,143,143,143
2026-09-11_is-the-GROSS-dial-s-4b-FOOTPRINT-the-CAGR-FLOOR-alone_C.grid.csv,142,142,142,142,142,142,142,142,142,142,142
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.walkforward.csv,141,0,0,0,0,0,0,24,24,129,129
2026-09-11_publish-a-MINIMUM-CLAIM-COUNT-beside-every-permutation-band-verdict_cloud.bookgrid.csv,138,0,0,0,0,0,0,0,0,73,73
2026-09-05_is-the-defensive-class-one-book_cloud.census.csv,138,138,138,138,138,138,138,138,138,138,138
2026-09-09_does-any-other-published-EDGE-FLAG-survive-its-own-EXTENSION-re-run_C.walkforward.csv,138,0,0,0,0,0,0,75,75,75,75
2026-09-12_is-the-RECOVERY-LEG-the-missing-17-percent-of-the-tie-mechanism_cloud.cells.csv,137,0,0,137,137,137,137,137,137,137,137
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.keep.csv,135,0,0,0,0,0,0,0,0,0,0
