IDEA 138 — sleeve-f PLATEAU WIDTH (lane B).  13 f-points x 2 panels x 2 books x 2 sleeve sets x 2 cost rungs = 208 arm-rows.
f sweep: published [0.05, 0.1, 0.15, 0.2, 0.25, 0.5] + added [0.3, 0.35, 0.4] + edge probe [0.6, 0.75, 1.0] (f=1.00 is the pure sleeve, so the dial is bounded) + control f=0.00.  Plateau tolerance 0.05 (idea 128's).  Costs [10.0, 25.0] bps, weekly, t+1, gross 0.75.

[panel] u56: 56 cols 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834; OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    4b bars (full slice): H1>0.957 H2>0.834 OOS>0.882 MaxDD>=-20.23% CAGR>=10.66%
    RULES v2 @10bps 8.66%/1.206/-12.05% halves 1.226/1.191 | v1 @10bps 6.45%/0.664/-13.83% halves 0.641/0.688
    RULES v2 @25bps 8.37%/1.168/-12.09% halves 1.188/1.153 | v1 @25bps 2.75%/0.317/-15.63% halves 0.285/0.346
    [gate a] H.run vs engine.backtest on EWall: max|d| 0.000e+00

[panel] broad: 136 cols 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834; OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    4b bars (full slice): H1>0.957 H2>0.834 OOS>0.882 MaxDD>=-20.23% CAGR>=10.66%
    RULES v2 @10bps 8.03%/1.106/-12.24% halves 1.229/0.984 | v1 @10bps 6.39%/0.635/-21.19% halves 0.756/0.532
    RULES v2 @25bps 7.70%/1.064/-12.28% halves 1.191/0.939 | v1 @25bps 1.79%/0.219/-26.72% halves 0.335/0.120
    [gate a] H.run vs engine.backtest on EWall: max|d| 0.000e+00

[gate b] REPRODUCTION of idea 134's committed .grid.csv (its ungated `control` arm, TOP20 base = its R20 book, shared f values)
    matched 52 committed rows; max|dSharpe| 2.220e-16  max|dCAGR| 9.714e-17  max|dMaxDD| 8.327e-17

FULL GRID (208 arm-rows).  `published` marks the queue's own sweep; f=0.00 is the no-sleeve control.

--- u56 / EWall ---
panel  book sleeve    cost      f   CAGR  Sharpe   MaxDD      H1     H2  OOS_Sharpe  OOS_CAGR  OOS_MaxDD  gross  turnover   m_min  pass4b  pass4a_v2
broad EWall     S4 10.0000 0.2000 0.1251  1.1932 -0.2057  1.2989 1.0983      1.1728    0.1232    -0.2057 0.7502    1.9839 -0.0034   False      False
broad EWall     S4 25.0000 0.2000 0.1218  1.1642 -0.2063  1.2674 1.0715      1.1451    0.1200    -0.2063 0.7502    1.9839 -0.0040   False      False
broad EWall     S4 10.0000 0.2500 0.1207  1.2131 -0.1936  1.3167 1.1200      1.1928    0.1189    -0.1936 0.7502    2.3174  0.0087    True      False
broad EWall     S4 25.0000 0.2500 0.1168  1.1773 -0.1942  1.2774 1.0875      1.1591    0.1152    -0.1942 0.7502    2.3174  0.0081    True      False
broad EWall     S4 10.0000 0.3000 0.1161  1.2338 -0.1814  1.3345 1.1434      1.2141    0.1145    -0.1814 0.7502    2.6601  0.0095    True      False
broad EWall     S4 25.0000 0.3000 0.1117  1.1903 -0.1821  1.2862 1.1043      1.1734    0.1103    -0.1821 0.7502    2.6601  0.0051    True      False
broad EWall     S4 10.0000 0.3500 0.1114  1.2551 -0.1692  1.3516 1.1685      1.2364    0.1100    -0.1692 0.7502    3.0102  0.0048    True      False
broad EWall     S4 25.0000 0.3500 0.1064  1.2029 -0.1699  1.2932 1.1220      1.1880    0.1053    -0.1699 0.7502    3.0102 -0.0002   False      False
broad EWall     S4 10.0000 0.4000 0.1065  1.2767 -0.1568  1.3673 1.1953      1.2598    0.1053    -0.1568 0.7502    3.3665 -0.0001   False      False
broad EWall     S4 25.0000 0.4000 0.1010  1.2146 -0.1576  1.2972 1.1405      1.2026    0.1002    -0.1576 0.7502    3.3665 -0.0056   False      False
broad EWall     S4 10.0000 0.5000 0.0964  1.3174 -0.1348  1.3879 1.2536      1.3083    0.0957    -0.1348 0.7502    4.0953 -0.0102   False      False
broad EWall     S4 25.0000 0.5000 0.0896  1.2311 -0.1356  1.2895 1.1785      1.2297    0.0896    -0.1356 0.7502    4.0953 -0.0170   False      False
broad EWall     S4 10.0000 0.6000 0.0854  1.3423 -0.1162  1.3744 1.3129      1.3516    0.0855    -0.1162 0.7502    4.8450 -0.0212   False       True
broad EWall     S4 25.0000 0.6000 0.0776  1.2251 -0.1170  1.2400 1.2118      1.2456    0.0785    -0.1170 0.7502    4.8450 -0.0290   False       True
broad EWall     S4 10.0000 0.7500 0.0672  1.2715 -0.0877  1.1903 1.3532      1.3481    0.0690    -0.0877 0.7501    6.0185 -0.0394   False      False
broad EWall     S4 25.0000 0.7500 0.0576  1.0970 -0.0886  0.9929 1.2020      1.1896    0.0606    -0.0886 0.7501    6.0185 -0.0490   False      False
broad EWall     S4 10.0000 1.0000 0.0271  0.4928 -0.1967  0.2142 0.8324      0.7284    0.0366    -0.0710 0.7468    8.0718 -0.7425   False      False
broad EWall     S4 25.0000 1.0000 0.0147  0.2820 -0.2379 -0.0146 0.6409      0.5287    0.0261    -0.0767 0.7468    8.0718 -0.9712   False      False

--- broad / TOP20 ---
panel  book sleeve    cost      f   CAGR  Sharpe   MaxDD      H1     H2  OOS_Sharpe  OOS_CAGR  OOS_MaxDD  gross  turnover   m_min  pass4b  pass4a_v2
broad TOP20     S3 10.0000 0.0000 0.1469  0.9761 -0.2597  1.1398 0.8540      0.9301    0.1486    -0.2597 0.7476   13.1785 -0.0574   False      False
broad TOP20     S3 25.0000 0.0000 0.1244  0.8460 -0.2615  0.9980 0.7321      0.8066    0.1257    -0.2615 0.7476   13.1785 -0.1020   False      False
broad TOP20     S3 10.0000 0.0500 0.1426  0.9847 -0.2452  1.1500 0.8611      0.9372    0.1441    -0.2452 0.7503   13.0815 -0.0429   False      False
broad TOP20     S3 25.0000 0.0500 0.1204  0.8503 -0.2470  1.0032 0.7352      0.8095    0.1214    -0.2470 0.7503   13.0815 -0.0988   False      False
broad TOP20     S3 10.0000 0.1000 0.1383  0.9975 -0.2309  1.1666 0.8701      0.9464    0.1392    -0.2309 0.7503   12.8238 -0.0286   False      False
broad TOP20     S3 25.0000 0.1000 0.1166  0.8595 -0.2327  1.0152 0.7415      0.8158    0.1172    -0.2327 0.7503   12.8238 -0.0925   False      False
broad TOP20     S3 10.0000 0.1500 0.1338  1.0105 -0.2168  1.1834 0.8794      0.9557    0.1342    -0.2168 0.7503   12.5849 -0.0145   False      False
broad TOP20     S3 25.0000 0.1500 0.1126  0.8684 -0.2185  1.0268 0.7477      0.8218    0.1128    -0.2185 0.7503   12.5849 -0.0863   False      False
broad TOP20     S3 10.0000 0.2000 0.1293  1.0239 -0.2028  1.2006 0.8891      0.9651    0.1291    -0.2028 0.7503   12.3569 -0.0005   False      False
broad TOP20     S3 25.0000 0.2000 0.1085  0.8772 -0.2046  1.0381 0.7538      0.8276    0.1083    -0.2046 0.7503   12.3569 -0.0802   False      False
broad TOP20     S3 10.0000 0.2500 0.1246  1.0377 -0.1890  1.2180 0.8991      0.9747    0.1239    -0.1890 0.7503   12.1342  0.0133    True      False
broad TOP20     S3 25.0000 0.2500 0.1043  0.8858 -0.1907  1.0490 0.7599      0.8331    0.1037    -0.1907 0.7503   12.1342 -0.0741   False      False
broad TOP20     S3 10.0000 0.3000 0.1197  1.0518 -0.1753  1.2355 0.9096      0.9844    0.1185    -0.1753 0.7503   11.9119  0.0131    True      False
broad TOP20     S3 25.0000 0.3000 0.0999  0.8943 -0.1771  1.0592 0.7661      0.8383    0.0989    -0.1771 0.7503   11.9119 -0.0679   False      False
broad TOP20     S3 10.0000 0.3500 0.1147  1.0661 -0.1626  1.2527 0.9206      0.9943    0.1130    -0.1626 0.7503   11.6870  0.0081    True      False
broad TOP20     S3 25.0000 0.3500 0.0954  0.9024 -0.1639  1.0685 0.7724      0.8432    0.0940    -0.1639 0.7503   11.6870 -0.0616   False      False
broad TOP20     S3 10.0000 0.4000 0.1096  1.0806 -0.1514  1.2691 0.9321      1.0043    0.1074    -0.1514 0.7502   11.4574  0.0030    True      False
broad TOP20     S3 25.0000 0.4000 0.0907  0.9100 -0.1528  1.0762 0.7787      0.8477    0.0890    -0.1528 0.7502   11.4574 -0.0553   False      False
broad TOP20     S3 10.0000 0.5000 0.0988  1.1080 -0.1308  1.2955 0.9566      1.0238    0.0957    -0.1308 0.7502   10.9781 -0.0078   False      False
broad TOP20     S3 25.0000 0.5000 0.0808  0.9215 -0.1321  1.0828 0.7911      0.8542    0.0785    -0.1321 0.7502   10.9781 -0.0430   False      False
broad TOP20     S3 10.0000 0.6000 0.0871  1.1269 -0.1105  1.3004 0.9810      1.0391    0.0833    -0.1105 0.7502   10.4703 -0.0195   False      False
broad TOP20     S3 25.0000 0.6000 0.0702  0.9217 -0.1118  1.0654 0.8005      0.8537    0.0674    -0.1118 0.7502   10.4703 -0.0364   False      False
broad TOP20     S3 10.0000 0.7500 0.0676  1.0922 -0.0838  1.1930 0.9953      1.0250    0.0630    -0.0806 0.7502    9.6298 -0.0390   False      False
broad TOP20     S3 25.0000 0.7500 0.0523  0.8566 -0.0900  0.9281 0.7879      0.8106    0.0491    -0.0818 0.7502    9.6298 -0.0715   False      False
broad TOP20     S3 10.0000 1.0000 0.0220  0.3947 -0.1877  0.3135 0.5059      0.4192    0.0204    -0.1505 0.7446    7.5100 -0.6431   False      False
broad TOP20     S3 25.0000 1.0000 0.0106  0.2060 -0.2204  0.1152 0.3263      0.2324    0.0107    -0.1646 0.7446    7.5100 -0.8415   False      False
broad TOP20     S4 10.0000 0.0000 0.1469  0.9761 -0.2597  1.1398 0.8540      0.9301    0.1486    -0.2597 0.7476   13.1785 -0.0574   False      False
broad TOP20     S4 25.0000 0.0000 0.1244  0.8460 -0.2615  0.9980 0.7321      0.8066    0.1257    -0.2615 0.7476   13.1785 -0.1020   False      False
broad TOP20     S4 10.0000 0.0500 0.1428  0.9832 -0.2473  1.1440 0.8626      0.9380    0.1446    -0.2473 0.7503   13.1013 -0.0450   False      False
broad TOP20     S4 25.0000 0.0500 0.1206  0.8490 -0.2491  0.9977 0.7369      0.8105    0.1219    -0.2491 0.7503   13.1013 -0.0971   False      False
broad TOP20     S4 10.0000 0.1000 0.1387  0.9944 -0.2348  1.1544 0.8735      0.9483    0.1402    -0.2348 0.7503   12.8559 -0.0325   False      False
broad TOP20     S4 25.0000 0.1000 0.1170  0.8570 -0.2366  1.0040 0.7453      0.8181    0.1182    -0.2366 0.7503   12.8559 -0.0887   False      False
broad TOP20     S4 10.0000 0.1500 0.1345  1.0060 -0.2223  1.1647 0.8851      0.9591    0.1358    -0.2223 0.7503   12.6240 -0.0200   False      False
broad TOP20     S4 25.0000 0.1500 0.1132  0.8649 -0.2241  1.0097 0.7540      0.8258    0.1143    -0.2241 0.7503   12.6240 -0.0800   False      False
broad TOP20     S4 10.0000 0.2000 0.1302  1.0180 -0.2098  1.1749 0.8974      0.9703    0.1311    -0.2098 0.7503   12.4008 -0.0075   False      False
broad TOP20     S4 25.0000 0.2000 0.1093  0.8727 -0.2116  1.0148 0.7631      0.8337    0.1102    -0.2116 0.7503   12.4008 -0.0710   False      False
broad TOP20     S4 10.0000 0.2500 0.1256  1.0304 -0.1973  1.1849 0.9106      0.9822    0.1264    -0.1973 0.7503   12.1810  0.0050    True      False
broad TOP20     S4 25.0000 0.2500 0.1053  0.8805 -0.1991  1.0190 0.7726      0.8417    0.1061    -0.1991 0.7503   12.1810 -0.0614   False      False
broad TOP20     S4 10.0000 0.3000 0.1210  1.0432 -0.1847  1.1944 0.9249      0.9949    0.1215    -0.1847 0.7503   11.9632  0.0144    True      False
broad TOP20     S4 25.0000 0.3000 0.1010  0.8881 -0.1865  1.0222 0.7827      0.8500    0.1018    -0.1865 0.7503   11.9632 -0.0513   False      False
broad TOP20     S4 10.0000 0.3500 0.1161  1.0564 -0.1720  1.2031 0.9403      1.0082    0.1165    -0.1720 0.7503   11.7440  0.0095    True      False
broad TOP20     S4 25.0000 0.3500 0.0967  0.8954 -0.1738  1.0239 0.7936      0.8586    0.0973    -0.1738 0.7503   11.7440 -0.0405   False      False
broad TOP20     S4 10.0000 0.4000 0.1111  1.0697 -0.1601  1.2105 0.9570      1.0225    0.1114    -0.1601 0.7502   11.5210  0.0045    True      False
broad TOP20     S4 25.0000 0.4000 0.0921  0.9024 -0.1615  1.0235 0.8053      0.8675    0.0928    -0.1615 0.7502   11.5210 -0.0288   False      False
broad TOP20     S4 10.0000 0.5000 0.1006  1.0955 -0.1397  1.2179 0.9950      1.0535    0.1007    -0.1397 0.7502   11.0584 -0.0060   False      False
broad TOP20     S4 25.0000 0.5000 0.0825  0.9133 -0.1411  1.0131 0.8314      0.8860    0.0833    -0.1411 0.7502   11.0584 -0.0241   False      False
broad TOP20     S4 10.0000 0.6000 0.0892  1.1154 -0.1195  1.2049 1.0391      1.0865    0.0895    -0.1195 0.7502   10.5697 -0.0174   False      False
broad TOP20     S4 25.0000 0.6000 0.0721  0.9150 -0.1209  0.9790 0.8608      0.9033    0.0733    -0.1209 0.7502   10.5697 -0.0345   False      False
broad TOP20     S4 10.0000 0.7500 0.0700  1.0952 -0.0888  1.0867 1.1035      1.1196    0.0713    -0.0888 0.7502    9.7792 -0.0366   False      False
broad TOP20     S4 25.0000 0.7500 0.0544  0.8636 -0.0901  0.8277 0.8982      0.9072    0.0571    -0.0901 0.7502    9.7792 -0.1289   False      False
broad TOP20     S4 10.0000 1.0000 0.0271  0.4928 -0.1967  0.2142 0.8324      0.7284    0.0366    -0.0710 0.7468    8.0718 -0.7425   False      False
broad TOP20     S4 25.0000 1.0000 0.0147  0.2820 -0.2379 -0.0146 0.6409      0.5287    0.0261    -0.0767 0.7468    8.0718 -0.9712   False      False

==============================================================================================================
Q1/Q2 — PLATEAU TABLE, idea 128's columns, one row per (panel, book, sleeve, cost, scope, axis).
  scope 'pub' = the queue's published sweep only {0.05..0.25, 0.50}; 'ext' adds {0.30,0.35,0.40}.  The control f=0 is NOT part of the sweep — it is the reference whose percentile inside the sweep's range is reported.
  ctl_pctile = share of swept points the control BEATS on that axis (1.00 = control above every setting of the dial).  ctl_inside = strictly between min and max.
  AXES: Sharpe (the queue's literal ask), MaxDD (|dd|, lower is better -> scored as -|dd| so higher is better), m_min (the worst of 4b's five bar margins).

[Sharpe / pub]  16 cells
panel  book sleeve    cost  pts  v_min  v_max  v_range    ctl  ctl_pctile  ctl_inside  ctl_above_all  ctl_below_all  cand_v  cand_beats_ctl  plateau_frac  argmax_f
broad EWall     S3 10.0000    6 1.1429 1.3740   0.2311 1.1220      0.0000       False          False           True  1.2370            True        0.1667    0.5000
broad EWall     S3 25.0000    6 1.1290 1.2823   0.1533 1.1115      0.0000       False          False           True  1.1997            True        0.1667    0.5000
broad EWall     S4 10.0000    6 1.1387 1.3174   0.1786 1.1220      0.0000       False          False           True  1.2131            True        0.1667    0.5000
broad EWall     S4 25.0000    6 1.1250 1.2311   0.1061 1.1115      0.0000       False          False           True  1.1773            True        0.1667    0.5000
broad TOP20     S3 10.0000    6 0.9847 1.1080   0.1232 0.9761      0.0000       False          False           True  1.0377            True        0.1667    0.5000
broad TOP20     S3 25.0000    6 0.8503 0.9215   0.0712 0.8460      0.0000       False          False           True  0.8858            True        0.5000    0.5000
broad TOP20     S4 10.0000    6 0.9832 1.0955   0.1124 0.9761      0.0000       False          False           True  1.0304            True        0.1667    0.5000
broad TOP20     S4 25.0000    6 0.8490 0.9133   0.0643 0.8460      0.0000       False          False           True  0.8805            True        0.6667    0.5000
  u56 EWall     S3 10.0000    6 1.1443 1.3508   0.2065 1.1240      0.0000       False          False           True  1.2331            True        0.1667    0.5000
  u56 EWall     S3 25.0000    6 1.1302 1.2567   0.1265 1.1134      0.0000       False          False           True  1.1943            True        0.1667    0.5000
  u56 EWall     S4 10.0000    6 1.1403 1.2968   0.1565 1.1240      0.0000       False          False           True  1.2097            True        0.1667    0.5000
  u56 EWall     S4 25.0000    6 1.1263 1.2082   0.0819 1.1134      0.0000       False          False           True  1.1725            True        0.5000    0.5000
  u56 TOP20     S3 10.0000    6 1.1726 1.2765   0.1038 1.1710      0.0000       False          False           True  1.2239            True        0.1667    0.5000
  u56 TOP20     S3 25.0000    6 1.0630 1.1088   0.0458 1.0669      0.1667        True          False          False  1.0951            True        1.0000    0.5000
  u56 TOP20     S4 10.0000    6 1.1709 1.2592   0.0883 1.1710      0.1667        True          False          False  1.2151            True        0.3333    0.5000
  u56 TOP20     S4 25.0000    6 1.0617 1.0973   0.0357 1.0669      0.1667        True          False          False  1.0886            True        1.0000    0.5000
  SUMMARY Sharpe/pub: control ABOVE all 0 / INSIDE 3 / BELOW all 13 of 16; median range 0.1092; median ctl pctile 0.00; f=0.25 beats control in 16/16
  median plateau_frac (share of points within 0.05 of the cell's best): 0.17

[Sharpe / ext]  16 cells
panel  book sleeve    cost  pts  v_min  v_max  v_range    ctl  ctl_pctile  ctl_inside  ctl_above_all  ctl_below_all  cand_v  cand_beats_ctl  plateau_frac  argmax_f
broad EWall     S3 10.0000    9 1.1429 1.3740   0.2311 1.1220      0.0000       False          False           True  1.2370            True        0.1111    0.5000
broad EWall     S3 25.0000    9 1.1290 1.2823   0.1533 1.1115      0.0000       False          False           True  1.1997            True        0.3333    0.5000
broad EWall     S4 10.0000    9 1.1387 1.3174   0.1786 1.1220      0.0000       False          False           True  1.2131            True        0.2222    0.5000
broad EWall     S4 25.0000    9 1.1250 1.2311   0.1061 1.1115      0.0000       False          False           True  1.1773            True        0.4444    0.5000
broad TOP20     S3 10.0000    9 0.9847 1.1080   0.1232 0.9761      0.0000       False          False           True  1.0377            True        0.3333    0.5000
broad TOP20     S3 25.0000    9 0.8503 0.9215   0.0712 0.8460      0.0000       False          False           True  0.8858            True        0.6667    0.5000
broad TOP20     S4 10.0000    9 0.9832 1.0955   0.1124 0.9761      0.0000       False          False           True  1.0304            True        0.3333    0.5000
broad TOP20     S4 25.0000    9 0.8490 0.9133   0.0643 0.8460      0.0000       False          False           True  0.8805            True        0.7778    0.5000
  u56 EWall     S3 10.0000    9 1.1443 1.3508   0.2065 1.1240      0.0000       False          False           True  1.2331            True        0.2222    0.5000
  u56 EWall     S3 25.0000    9 1.1302 1.2567   0.1265 1.1134      0.0000       False          False           True  1.1943            True        0.4444    0.5000
  u56 EWall     S4 10.0000    9 1.1403 1.2968   0.1565 1.1240      0.0000       False          False           True  1.2097            True        0.3333    0.5000
  u56 EWall     S4 25.0000    9 1.1263 1.2082   0.0819 1.1134      0.0000       False          False           True  1.1725            True        0.6667    0.5000
  u56 TOP20     S3 10.0000    9 1.1726 1.2765   0.1038 1.1710      0.0000       False          False           True  1.2239            True        0.4444    0.5000
  u56 TOP20     S3 25.0000    9 1.0630 1.1100   0.0470 1.0669      0.1111        True          False          False  1.0951            True        1.0000    0.4000
  u56 TOP20     S4 10.0000    9 1.1709 1.2592   0.0883 1.1710      0.1111        True          False          False  1.2151            True        0.5556    0.5000
  u56 TOP20     S4 25.0000    9 1.0617 1.1000   0.0383 1.0669      0.1111        True          False          False  1.0886            True        1.0000    0.4000
  SUMMARY Sharpe/ext: control ABOVE all 0 / INSIDE 3 / BELOW all 13 of 16; median range 0.1092; median ctl pctile 0.00; f=0.25 beats control in 16/16
  median plateau_frac (share of points within 0.05 of the cell's best): 0.44

[Sharpe / all]  16 cells
panel  book sleeve    cost  pts  v_min  v_max  v_range    ctl  ctl_pctile  ctl_inside  ctl_above_all  ctl_below_all  cand_v  cand_beats_ctl  plateau_frac  argmax_f
broad EWall     S3 10.0000   12 0.3947 1.4077   1.0129 1.1220      0.0833        True          False          False  1.2370            True        0.1667    0.6000
broad EWall     S3 25.0000   12 0.2060 1.2827   1.0767 1.1115      0.0833        True          False          False  1.1997            True        0.3333    0.6000
broad EWall     S4 10.0000   12 0.4928 1.3423   0.8495 1.1220      0.0833        True          False          False  1.2131            True        0.1667    0.6000
broad EWall     S4 25.0000   12 0.2820 1.2311   0.9492 1.1115      0.1667        True          False          False  1.1773            True        0.4167    0.5000
broad TOP20     S3 10.0000   12 0.3947 1.1269   0.7322 0.9761      0.0833        True          False          False  1.0377            True        0.3333    0.6000
broad TOP20     S3 25.0000   12 0.2060 0.9217   0.7157 0.8460      0.0833        True          False          False  0.8858            True        0.5833    0.6000
broad TOP20     S4 10.0000   12 0.4928 1.1154   0.6225 0.9761      0.0833        True          False          False  1.0304            True        0.3333    0.6000
broad TOP20     S4 25.0000   12 0.2820 0.9150   0.6331 0.8460      0.0833        True          False          False  0.8805            True        0.5833    0.6000
  u56 EWall     S3 10.0000   12 0.3909 1.3687   0.9778 1.1240      0.0833        True          False          False  1.2331            True        0.1667    0.6000
  u56 EWall     S3 25.0000   12 0.2015 1.2567   1.0552 1.1134      0.1667        True          False          False  1.1943            True        0.4167    0.5000
  u56 EWall     S4 10.0000   12 0.4909 1.3087   0.8178 1.1240      0.0833        True          False          False  1.2097            True        0.2500    0.6000
  u56 EWall     S4 25.0000   12 0.2795 1.2082   0.9287 1.1134      0.1667        True          False          False  1.1725            True        0.5833    0.5000
  u56 TOP20     S3 10.0000   12 0.3909 1.2765   0.8856 1.1710      0.0833        True          False          False  1.2239            True        0.4167    0.5000
  u56 TOP20     S3 25.0000   12 0.2015 1.1100   0.9085 1.0669      0.2500        True          False          False  1.0951            True        0.8333    0.4000
  u56 TOP20     S4 10.0000   12 0.4909 1.2592   0.7684 1.1710      0.1667        True          False          False  1.2151            True        0.5000    0.5000
  u56 TOP20     S4 25.0000   12 0.2795 1.1000   0.8205 1.0669      0.2500        True          False          False  1.0886            True        0.8333    0.4000
  SUMMARY Sharpe/all: control ABOVE all 0 / INSIDE 16 / BELOW all 0 of 16; median range 0.8675; median ctl pctile 0.08; f=0.25 beats control in 16/16
  median plateau_frac (share of points within 0.05 of the cell's best): 0.42

[MaxDD / pub]  16 cells
panel  book sleeve    cost  pts   v_min   v_max  v_range     ctl  ctl_pctile  ctl_inside  ctl_above_all  ctl_below_all  cand_v  cand_beats_ctl  plateau_frac  argmax_f
broad EWall     S3 10.0000    6 -0.2396 -0.1262   0.1135 -0.2537      0.0000       False          False           True -0.1850            True           NaN    0.5000
broad EWall     S3 25.0000    6 -0.2399 -0.1269   0.1130 -0.2539      0.0000       False          False           True -0.1857            True           NaN    0.5000
broad EWall     S4 10.0000    6 -0.2418 -0.1348   0.1069 -0.2537      0.0000       False          False           True -0.1936            True           NaN    0.5000
broad EWall     S4 25.0000    6 -0.2420 -0.1356   0.1064 -0.2539      0.0000       False          False           True -0.1942            True           NaN    0.5000
broad TOP20     S3 10.0000    6 -0.2452 -0.1308   0.1144 -0.2597      0.0000       False          False           True -0.1890            True           NaN    0.5000
broad TOP20     S3 25.0000    6 -0.2470 -0.1321   0.1149 -0.2615      0.0000       False          False           True -0.1907            True           NaN    0.5000
broad TOP20     S4 10.0000    6 -0.2473 -0.1397   0.1076 -0.2597      0.0000       False          False           True -0.1973            True           NaN    0.5000
broad TOP20     S4 25.0000    6 -0.2491 -0.1411   0.1080 -0.2615      0.0000       False          False           True -0.1991            True           NaN    0.5000
  u56 EWall     S3 10.0000    6 -0.2126 -0.1203   0.0923 -0.2253      0.0000       False          False           True -0.1667            True           NaN    0.5000
  u56 EWall     S3 25.0000    6 -0.2129 -0.1211   0.0918 -0.2255      0.0000       False          False           True -0.1672            True           NaN    0.5000
  u56 EWall     S4 10.0000    6 -0.2145 -0.1287   0.0858 -0.2253      0.0000       False          False           True -0.1727            True           NaN    0.5000
  u56 EWall     S4 25.0000    6 -0.2148 -0.1295   0.0854 -0.2255      0.0000       False          False           True -0.1732            True           NaN    0.5000
  u56 TOP20     S3 10.0000    6 -0.2138 -0.1225   0.0914 -0.2221      0.0000       False          False           True -0.1708            True           NaN    0.5000
  u56 TOP20     S3 25.0000    6 -0.2152 -0.1237   0.0915 -0.2234      0.0000       False          False           True -0.1721            True           NaN    0.5000
  u56 TOP20     S4 10.0000    6 -0.2155 -0.1307   0.0848 -0.2221      0.0000       False          False           True -0.1766            True           NaN    0.5000
  u56 TOP20     S4 25.0000    6 -0.2169 -0.1320   0.0848 -0.2234      0.0000       False          False           True -0.1779            True           NaN    0.5000
  SUMMARY MaxDD/pub: control ABOVE all 0 / INSIDE 0 / BELOW all 16 of 16; median range 0.0994; median ctl pctile 0.00; f=0.25 beats control in 16/16

[MaxDD / ext]  16 cells
panel  book sleeve    cost  pts   v_min   v_max  v_range     ctl  ctl_pctile  ctl_inside  ctl_above_all  ctl_below_all  cand_v  cand_beats_ctl  plateau_frac  argmax_f
broad EWall     S3 10.0000    9 -0.2396 -0.1262   0.1135 -0.2537      0.0000       False          False           True -0.1850            True           NaN    0.5000
broad EWall     S3 25.0000    9 -0.2399 -0.1269   0.1130 -0.2539      0.0000       False          False           True -0.1857            True           NaN    0.5000
broad EWall     S4 10.0000    9 -0.2418 -0.1348   0.1069 -0.2537      0.0000       False          False           True -0.1936            True           NaN    0.5000
broad EWall     S4 25.0000    9 -0.2420 -0.1356   0.1064 -0.2539      0.0000       False          False           True -0.1942            True           NaN    0.5000
broad TOP20     S3 10.0000    9 -0.2452 -0.1308   0.1144 -0.2597      0.0000       False          False           True -0.1890            True           NaN    0.5000
broad TOP20     S3 25.0000    9 -0.2470 -0.1321   0.1149 -0.2615      0.0000       False          False           True -0.1907            True           NaN    0.5000
broad TOP20     S4 10.0000    9 -0.2473 -0.1397   0.1076 -0.2597      0.0000       False          False           True -0.1973            True           NaN    0.5000
broad TOP20     S4 25.0000    9 -0.2491 -0.1411   0.1080 -0.2615      0.0000       False          False           True -0.1991            True           NaN    0.5000
  u56 EWall     S3 10.0000    9 -0.2126 -0.1203   0.0923 -0.2253      0.0000       False          False           True -0.1667            True           NaN    0.5000
  u56 EWall     S3 25.0000    9 -0.2129 -0.1211   0.0918 -0.2255      0.0000       False          False           True -0.1672            True           NaN    0.5000
  u56 EWall     S4 10.0000    9 -0.2145 -0.1287   0.0858 -0.2253      0.0000       False          False           True -0.1727            True           NaN    0.5000
  u56 EWall     S4 25.0000    9 -0.2148 -0.1295   0.0854 -0.2255      0.0000       False          False           True -0.1732            True           NaN    0.5000
  u56 TOP20     S3 10.0000    9 -0.2138 -0.1225   0.0914 -0.2221      0.0000       False          False           True -0.1708            True           NaN    0.5000
  u56 TOP20     S3 25.0000    9 -0.2152 -0.1237   0.0915 -0.2234      0.0000       False          False           True -0.1721            True           NaN    0.5000
  u56 TOP20     S4 10.0000    9 -0.2155 -0.1307   0.0848 -0.2221      0.0000       False          False           True -0.1766            True           NaN    0.5000
  u56 TOP20     S4 25.0000    9 -0.2169 -0.1320   0.0848 -0.2234      0.0000       False          False           True -0.1779            True           NaN    0.5000
  SUMMARY MaxDD/ext: control ABOVE all 0 / INSIDE 0 / BELOW all 16 of 16; median range 0.0994; median ctl pctile 0.00; f=0.25 beats control in 16/16

[MaxDD / all]  16 cells
panel  book sleeve    cost  pts   v_min   v_max  v_range     ctl  ctl_pctile  ctl_inside  ctl_above_all  ctl_below_all  cand_v  cand_beats_ctl  plateau_frac  argmax_f
broad EWall     S3 10.0000   12 -0.2396 -0.0799   0.1598 -0.2537      0.0000       False          False           True -0.1850            True           NaN    0.7500
broad EWall     S3 25.0000   12 -0.2399 -0.0808   0.1591 -0.2539      0.0000       False          False           True -0.1857            True           NaN    0.7500
broad EWall     S4 10.0000   12 -0.2418 -0.0877   0.1541 -0.2537      0.0000       False          False           True -0.1936            True           NaN    0.7500
