stem,token,head,in_CSV,in_CSVJSON,in_ANY
2026-09-04_sector-only-universe_C,1.146,0,0,0,1
2026-09-04_sector-only-universe_C,1.157,0,1,1,1
2026-09-04_sector-only-universe_C,1.295,0,1,1,1
2026-09-04_sector-only-universe_C,1.305,0,1,1,1
2026-09-04_sector-only-universe_C,1.321,0,1,1,1
2026-09-04_sector-only-universe_C,1.338,1,1,1,1
2026-09-04_sector-only-universe_C,1.341,1,0,0,1
2026-09-04_sector-only-universe_C,1.344,1,1,1,1
2026-09-04_sector-only-universe_C,1.366,1,1,1,1
2026-09-04_sector-only-universe_C,1.449,1,0,0,1
2026-09-04_sector-only-universe_C,10.68%,0,0,0,1
2026-09-04_selectability-pre-test_cloud,1.027,1,1,1,1
2026-09-04_selectability-pre-test_cloud,1.088,1,1,1,1
2026-09-04_selectability-pre-test_cloud,1.093,1,1,1,1
2026-09-04_selectability-pre-test_cloud,1.103,1,1,1,1
2026-09-04_selectability-pre-test_cloud,1.145,0,1,1,1
2026-09-04_selectability-pre-test_cloud,1.146,1,1,1,1
2026-09-04_selectability-pre-test_cloud,1.173,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,0.7875,1,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.004,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.014,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.021,0,0,0,1
2026-09-04_sharpe-bound-book-change_cloud,1.027,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.064,0,0,0,1
2026-09-04_sharpe-bound-book-change_cloud,1.074,1,0,0,1
2026-09-04_sharpe-bound-book-change_cloud,1.088,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.093,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.103,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.111,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.125,1,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.133,0,0,0,1
2026-09-04_sharpe-bound-book-change_cloud,1.146,0,0,0,1
2026-09-04_sharpe-bound-book-change_cloud,1.163,0,1,1,1
2026-09-04_sharpe-bound-book-change_cloud,1.234,0,0,0,1
2026-09-04_small-cap-pead,"4,698",0,0,0,1
2026-09-04_small-cap-pead,"5,647",1,0,0,1
2026-09-04_small-cap-pead,"6,019",1,0,0,0
2026-09-04_spinoff-calendar,"+5,850%",0,0,0,0
2026-09-04_spinoff-calendar,"2,882",0,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,1.004,1,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,1.005,0,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,1.006,1,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,1.007,1,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,1.019,0,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,1.101,1,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,1.102,1,0,0,1
2026-09-04_spy-tlt-gld-riskparity_C,"60,120,252",1,0,0,0
2026-09-04_third-universe-portability_B,1.024,0,0,0,1
2026-09-04_third-universe-portability_B,1.072,0,0,0,1
2026-09-04_third-universe-portability_B,1.093,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.043,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.051,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.054,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.063,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.064,1,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.074,1,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.088,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.092,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.093,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.096,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.103,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.104,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.108,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.109,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.113,1,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.123,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.125,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.131,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.136,1,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.153,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.163,1,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.164,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.197,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.199,0,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,1.234,1,0,0,1
2026-09-04_trend-gate-as-drawdown-insurance_B,15.15,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.008,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.015,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.027,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.071,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.088,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.093,1,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.099,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.101,1,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.103,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.116,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.121,1,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.123,1,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.127,1,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.141,0,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.154,1,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.164,1,0,0,1
2026-09-04_trend-gate-lookback-primary_cloud,1.183,0,0,0,1
2026-09-04_turnover-budget_B,+10.39,0,1,1,1
2026-09-04_turnover-budget_B,1.021,0,1,1,1
2026-09-04_turnover-budget_B,1.055,0,1,1,1
2026-09-04_turnover-budget_B,1.064,0,1,1,1
2026-09-04_turnover-budget_B,1.065,1,0,0,1
2026-09-04_turnover-budget_B,1.076,1,1,1,1
2026-09-04_turnover-budget_B,1.078,0,1,1,1
2026-09-04_turnover-budget_B,1.082,0,1,1,1
2026-09-04_turnover-budget_B,1.111,0,1,1,1
2026-09-04_turnover-budget_B,1.114,1,1,1,1
2026-09-04_turnover-budget_B,1.121,0,1,1,1
2026-09-04_turnover-budget_B,1.135,0,1,1,1
2026-09-04_turnover-budget_B,1.154,1,1,1,1
2026-09-04_turnover-budget_B,1.194,0,0,0,1
2026-09-04_turnover-budget_B,11.76,0,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.002,0,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.027,0,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.036,0,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.044,0,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.057,0,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.061,0,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.088,1,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.093,1,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.103,1,1,1,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.144,0,0,0,1
2026-09-04_vol-cap-as-a-satellite-clause_B,1.201,1,1,1,1
2026-09-04_vol-scaler-replacement_B,1.002,0,0,0,0
2026-09-04_vol-scaler-replacement_B,1.016,0,0,0,0
2026-09-04_vol-scaler-replacement_B,1.027,1,0,0,0
2026-09-04_vol-scaler-replacement_B,1.037,0,0,0,0
2026-09-04_vol-scaler-replacement_B,1.057,0,0,0,0
2026-09-04_vol-scaler-replacement_B,1.081,1,0,0,0
2026-09-04_vol-scaler-replacement_B,1.089,0,0,0,0
2026-09-04_which-4b-bar-binds_B,-13.83%,0,1,1,1
2026-09-04_which-4b-bar-binds_B,-21.19%,0,1,1,1
2026-09-04_which-4b-bar-binds_B,-33.72%,0,0,0,1
2026-09-04_which-4b-bar-binds_B,1.024,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.027,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.039,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.062,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.064,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.072,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.073,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.075,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.083,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.085,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.088,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.093,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.097,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.098,1,1,1,1
2026-09-04_which-4b-bar-binds_B,1.103,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.113,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.136,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.139,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.161,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.163,0,1,1,1
2026-09-04_which-4b-bar-binds_B,1.234,0,1,1,1
2026-09-04_which-4b-bar-binds_B,10.68%,0,1,1,1
2026-09-05_2011-the-opposite-outlier_C,1.027,0,1,1,1
2026-09-05_2011-the-opposite-outlier_C,1.035,0,1,1,1
2026-09-05_2011-the-opposite-outlier_C,1.036,0,1,1,1
2026-09-05_2011-the-opposite-outlier_C,1.045,0,1,1,1
2026-09-05_2011-the-opposite-outlier_C,1.048,1,1,1,1
2026-09-05_2011-the-opposite-outlier_C,1.161,0,1,1,1
2026-09-05_2011-the-opposite-outlier_C,1.261,1,1,1,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C,1.048,0,1,1,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C,1.049,0,1,1,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C,1.161,0,1,1,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C,1.261,1,0,0,1
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud,1.115,0,1,1,1
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud,1.161,0,1,1,1
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud,1.261,1,0,0,1
2026-09-05_V1u-small-negative-price_cloud,1.414,0,1,1,1
2026-09-05_V1u-small-negative-price_cloud,1.488,0,0,0,1
2026-09-05_V1u-small-negative-price_cloud,1.501,0,0,0,0
2026-09-05_V1u-small-negative-price_cloud,1.589,0,1,1,1
2026-09-05_V1u-small-negative-price_cloud,34.02,1,1,1,1
2026-09-05_absorbing-state-audit_B,-0.1016,0,1,1,1
2026-09-05_absorbing-state-audit_B,-0.1706,1,1,1,1
2026-09-05_absorbing-state-audit_B,-0.1890,0,1,1,1
2026-09-05_absorbing-state-audit_B,-0.2450,0,1,1,1
2026-09-05_absorbing-state-audit_B,-0.2633,1,1,1,1
2026-09-05_absorbing-state-audit_B,-0.2636,1,1,1,1
2026-09-05_absorbing-state-audit_B,-0.2639,0,1,1,1
2026-09-05_absorbing-state-audit_B,-0.3177,1,1,1,1
2026-09-05_absorbing-state-audit_B,-13.83%,0,1,1,1
2026-09-05_absorbing-state-audit_B,-18.31%,0,1,1,1
2026-09-05_absorbing-state-audit_B,1.092,0,1,1,1
2026-09-05_absorbing-state-audit_B,1.234,0,0,0,1
2026-09-05_absorbing-state-audit_B,108.9,0,1,1,1
2026-09-05_absorbing-state-audit_B,12.66%,0,1,1,1
2026-09-05_absorbing-state-audit_B,125.8,0,1,1,1
2026-09-05_absorbing-state-audit_B,15.45%,0,1,1,1
2026-09-05_absorbing-state-audit_B,218.2,0,1,1,1
2026-09-05_absorbing-state-audit_B,250.9,1,1,1,1
2026-09-05_absorbing-state-audit_B,285.4,1,1,1,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,+0.1450,1,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.1258,0,1,1,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.1554,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.2501,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.3992,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.5763,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.5807,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.5937,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.6812,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.7195,1,1,1,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.7340,1,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.7471,0,1,1,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,0.8820,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,10.31%,1,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,13.83%,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,15.45%,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,21.19%,0,1,1,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,25.71%,1,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,32.84%,0,0,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,33.72%,0,1,1,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,0.3070,1,0,0,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,0.3832,1,0,0,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,"1,200",0,1,1,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,1.104,0,0,0,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,1.177,1,1,1,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,"10,472",1,0,0,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,12.04,1,1,1,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,"29,250",1,0,0,0
2026-09-05_audit-every-committed-null-for-a-salted-seed_C,"4,628",1,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.2986,1,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.5319,0,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.5763,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.7471,0,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.8305,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.8453,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.8820,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,0.9144,1,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,10.82%,1,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,13.83%,0,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,14.75%,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,15.45%,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,17.31%,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,17.92%,0,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,20.23%,1,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,21.19%,0,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,23.16%,0,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,23.94%,0,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,25.32%,0,0,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B,33.72%,0,0,0,1
2026-09-05_band-width-at-g085_cloud,0.8353,0,0,0,1
2026-09-05_band-width-at-g085_cloud,0.8375,0,0,0,1
2026-09-05_band-width-at-g085_cloud,1.025,1,1,1,1
2026-09-05_band-width-at-g085_cloud,1.054,1,1,1,1
2026-09-05_band-width-at-g085_cloud,1.062,1,1,1,1
2026-09-05_band-width-at-g085_cloud,1.135,1,1,1,1
2026-09-05_cagr-floor-calibration_B,1.022,1,1,1,1
2026-09-05_cagr-floor-calibration_B,1.056,1,1,1,1
2026-09-05_cagr-floor-calibration_B,1.112,0,1,1,1
2026-09-05_cagr-floor-calibration_B,1.114,1,1,1,1
2026-09-05_cagr-floor-calibration_B,1.133,1,1,1,1
2026-09-05_cagr-floor-calibration_B,1.143,0,1,1,1
2026-09-05_cagr-floor-calibration_B,1.175,0,1,1,1
2026-09-05_cagr-floor-calibration_B,1.191,0,0,0,0
2026-09-05_cagr-floor-calibration_B,1.206,1,1,1,1
2026-09-05_cagr-floor-calibration_B,1.226,0,0,0,0
2026-09-05_cagr-floor-calibration_B,1.285,0,1,1,1
2026-09-05_cagr-floor-calibration_B,11.587%,1,1,1,1
2026-09-05_cagr-floor-calibration_B,16.884%,1,0,0,1
2026-09-05_cagr-floor-constrained-selector_cloud,1.013,0,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud,1.023,0,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud,1.025,0,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud,1.038,0,0,0,1
2026-09-05_cagr-floor-constrained-selector_cloud,1.048,1,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud,10.47%,0,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud,12.35%,0,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud,13.32%,0,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud,14.35%,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+0.3571,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+0.4286,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+0.5714,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+0.6786,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+0.8571,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+0.9643,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+13.36,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+145.7,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+201.2,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+209.8,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,+23.24,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,0.2512,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,0.2611,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,0.2683,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,1.026,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,1.088,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,1.092,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,1.09214,0,0,0,0
2026-09-05_candidate-count-vs-dispersion_B,1.093,0,1,1,1
2026-09-05_candidate-count-vs-dispersion_B,1.102,1,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,1.103,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,1.105,0,0,0,0
2026-09-05_candidate-count-vs-dispersion_B,1.184,0,1,1,1
2026-09-05_candidate-count-vs-dispersion_B,12.49%,0,0,0,1
2026-09-05_candidate-count-vs-dispersion_B,15.45%,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.01961,1,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.04762,1,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1003,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1009,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1023,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1031,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1392,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1574,1,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1642,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1739,1,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1768,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.1861,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.2120,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.5762,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.6617,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.66418,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.6743,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.6820,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.7206,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.7222,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.7226,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.7471,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.7635,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.7766,1,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,0.8820,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,10.05%,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,10.22%,1,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,129.2,1,0,0,0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,13.83%,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,15.45%,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,163.3%,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,"169,020",1,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,22.06%,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,22.07%,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,22.24%,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,23.53%,1,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,23.85%,0,1,1,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,23.96%,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,24.13%,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,33.72%,0,0,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud,"84,600",1,0,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.012,0,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.023,0,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.048,1,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.063,0,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.077,1,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.156,0,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.208,0,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.243,0,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,1.261,1,1,1,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,15.45%,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,+0.1608,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,+0.1785,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,+0.3199,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,+12.43,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,+15.07,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-1.577,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-19.52%,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-21.25%,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-22.06%,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-27.39%,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-3.052,1,0,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-33.72%,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,-4.035,1,0,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.002,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.085,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.116,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.133,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.203,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.205,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.285,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,1.288,0,0,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B,10.65%,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,13.02,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,13.05,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,15.45%,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,18.61,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,18.76,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,19.35,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,"2,400",1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,22.06,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,33.72,0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,4.108,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,"7,776",0,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B,7.604,1,1,1,1
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud,-16.884%,1,1,1,1
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud,1.133,1,1,1,1
