# 2026-09-18 idea 1267 lane cloud — does-a-DEFENSIVE-SECTOR-ROTATION-buy-the-DD-LEG-more-cheaply-than-DE-GROSSING
# frozen book: RAW 3-leg composite, gate = above 200d MA AND vol20 < 0.6, N=20, H=126, GROSS=0.75, weekly, 10 bps, t+1, warm-up 260
# DIAL 1 BETA_LOOK = [63, 126, 252]   DIAL 2 ROT = [0.0, 0.25, 0.5, 0.75, 1.0] (0.00 = do-nothing control)
# reported-not-dials: panel {U56,B135,SMALL} x FILL ['RESPREAD', 'CASH'] x ROT_KIND ['LOWBETA', 'HIGHBETA', 'RANDOM'] (RANDOM over 3 seeds = the PURE EXPOSURE control)
# CORE SELECTION IDENTICAL AT EVERY CELL; tactical names are released every rebalance and never acquire the min hold
# SMALL panel: 715 names, 52 dropped for max_1d_move >= 1.0 -> 663 investable

## U56  n_days=4707  n_names=55  2009-01-13..2026-09-17
   SPY     full  15.13% / 0.8849 / -33.72%   halves 0.9600/0.8236   OOS 0.8747
   LIVE v2 full   8.62% / 1.2018 / -12.05%   OOS 1.2781
   4b bars: DD cap -20.23%   CAGR floor  10.59%   Sharpe bars H1 0.9600 H2 0.8236 OOS 0.8747

   --- MINHOLD 126 / FILL RESPREAD ---
   kind     look   ROT |    CAGR   Sharpe    MaxDD |  H1/H2 Sharpe |  OOS Sh | turn  gross beta | rotwk rotsl | 4a 4b | fail4b
   HIGHBETA   63  1.00 |  13.03%   0.9313  -21.07% | 1.1318/0.7514 |  0.8421 | 14.20 0.749  0.65 | 0.024 0.170 | n  n | H2,OOS,DD
   HIGHBETA  126  0.00 |  13.01%   0.9516  -20.05% | 1.1348/0.7925 |  0.8820 | 13.07 0.742  0.59 | 0.000 0.000 | n  n | H2
   HIGHBETA  126  0.25 |  13.08%   0.9533  -20.05% | 1.1364/0.7938 |  0.8830 | 13.46 0.744  0.61 | 0.021 0.051 | n  n | H2
   HIGHBETA  126  0.50 |  13.00%   0.9430  -20.05% | 1.1265/0.7821 |  0.8717 | 13.75 0.746  0.62 | 0.022 0.093 | n  n | H2,OOS
   HIGHBETA  126  0.75 |  12.96%   0.9335  -20.12% | 1.1275/0.7615 |  0.8520 | 13.93 0.747  0.64 | 0.024 0.134 | n  n | H2,OOS
   HIGHBETA  126  1.00 |  12.92%   0.9247  -21.07% | 1.1207/0.7490 |  0.8399 | 14.06 0.749  0.65 | 0.024 0.170 | n  n | H2,OOS,DD
   HIGHBETA  252  0.00 |  13.01%   0.9516  -20.05% | 1.1348/0.7925 |  0.8820 | 13.07 0.742  0.59 | 0.000 0.000 | n  n | H2
   HIGHBETA  252  0.25 |  13.07%   0.9524  -20.05% | 1.1360/0.7924 |  0.8817 | 13.16 0.744  0.61 | 0.021 0.051 | n  n | H2
   HIGHBETA  252  0.50 |  13.00%   0.9427  -20.05% | 1.1223/0.7847 |  0.8743 | 13.21 0.746  0.62 | 0.022 0.093 | n  n | H2,OOS
   HIGHBETA  252  0.75 |  12.90%   0.9296  -20.12% | 1.1161/0.7643 |  0.8545 | 13.29 0.747  0.64 | 0.024 0.134 | n  n | H2,OOS
   HIGHBETA  252  1.00 |  12.86%   0.9205  -21.07% | 1.1073/0.7528 |  0.8434 | 13.35 0.749  0.65 | 0.024 0.170 | n  n | H2,OOS,DD
   RANDOM    126  0.00 |  13.01%   0.9516  -20.05% | 1.1348/0.7925 |  0.8820 | 13.07 0.742  0.59 | 0.000 0.000 | n  n | H2
   RANDOM    126  0.25 |  13.06%   0.9531  -20.05% | 1.1335/0.7962 |  0.8854 | 14.11 0.744  0.60 | 0.021 0.051 | n  n | H2
   RANDOM    126  0.50 |  12.87%   0.9373  -20.05% | 1.1033/0.7926 |  0.8817 | 14.99 0.746  0.61 | 0.022 0.093 | n  n | H2,OOS
   RANDOM    126  0.75 |  12.97%   0.9397  -20.05% | 1.1221/0.7799 |  0.8695 | 15.73 0.747  0.62 | 0.024 0.134 | n  n | H2,OOS
   RANDOM    126  1.00 |  12.87%   0.9301  -20.67% | 1.1178/0.7648 |  0.8550 | 16.41 0.749  0.63 | 0.024 0.170 | n  n | H2,OOS,DD
   RULE 8 H=  0 CASH     LOWBETA  IS-argmax = look 126 / ROT 0.75 (IS Sh 1.0550) -> OOS 0.8687 vs do-nothing 0.8820 (-0.0133)  cellmean 0.8736 worst 0.8510  rank corr +0.35
   RULE 8 H=  0 CASH     HIGHBETA IS-argmax = look 63 / ROT 0.25 (IS Sh 1.0478) -> OOS 0.8781 vs do-nothing 0.8820 (-0.0039)  cellmean 0.8664 worst 0.8399  rank corr +0.48
   RULE 8 H=  0 CASH     RANDOM   IS-argmax = look 126 / ROT 0.00 (IS Sh 1.0448) -> OOS 0.8820 vs do-nothing 0.8820 (+0.0000)  cellmean 0.8747 worst 0.8550  rank corr +0.60
   GATE G2 ROT=0.00 identical across BETA_LOOK and ROT_KIND (B135): 0.000e+00 vs == 0.0 -> PASS
   GATE G3 the mechanism has a dose (B135): rotates at 0.9% of rebalances, 0.03 slots/week, freed 0.06/week vs > 0 -> PASS
   GATE G4 beta axis does what it says (B135/RESPREAD, H=0, ROT=1.00): LOWBETA 0.6212 < HIGHBETA 0.6479 vs LOWBETA below -> PASS
   GATE G4 beta axis does what it says (B135/CASH, H=0, ROT=1.00): LOWBETA 0.6188 < HIGHBETA 0.6454 vs LOWBETA below -> PASS
   GATE G7 no leverage (B135) — gross SET at each rebalance; the drifted intra-week figure is published, not gated, because the DO-NOTHING book drifts identically: max gross set 0.750000; max drifted 0.7704 (ROT=0 book 0.7704) vs set <= 0.750001 -> PASS

## SMALL663  n_days=4198  n_names=663  2011-01-13..2026-09-11
   SPY     full  14.06% / 0.8582 / -33.72%   halves 0.9140/0.8346   OOS 0.8769
   LIVE v2 full   4.64% / 0.7130 / -12.18%   OOS 0.6518
   4b bars: DD cap -20.23%   CAGR floor   9.84%   Sharpe bars H1 0.9140 H2 0.8346 OOS 0.8769

   --- MINHOLD 126 / FILL RESPREAD ---
   kind     look   ROT |    CAGR   Sharpe    MaxDD |  H1/H2 Sharpe |  OOS Sh | turn  gross beta | rotwk rotsl | 4a 4b | fail4b
   LOWBETA    63  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.28 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.23 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.01 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.89 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.84 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.77 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.61 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.58 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.36 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.41 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.39 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.35 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.48 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.25 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.23 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.16 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.61 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.46 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.45 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.43 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  8.18 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  8.14 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  8.05 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  7.98 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RULE 8 H=126 RESPREAD LOWBETA  IS-argmax = look 63 / ROT 0.00 (IS Sh 0.6117) -> OOS 0.4534 vs do-nothing 0.4534 (+0.0000)  cellmean 0.4534 worst 0.4534  rank corr +nan
   RULE 8 H=126 RESPREAD HIGHBETA IS-argmax = look 63 / ROT 0.00 (IS Sh 0.6117) -> OOS 0.4534 vs do-nothing 0.4534 (+0.0000)  cellmean 0.4534 worst 0.4534  rank corr +nan
   RULE 8 H=126 RESPREAD RANDOM   IS-argmax = look 126 / ROT 0.00 (IS Sh 0.6117) -> OOS 0.4534 vs do-nothing 0.4534 (+0.0000)  cellmean 0.4534 worst 0.4534  rank corr +nan

   --- MINHOLD 126 / FILL CASH ---
   kind     look   ROT |    CAGR   Sharpe    MaxDD |  H1/H2 Sharpe |  OOS Sh | turn  gross beta | rotwk rotsl | 4a 4b | fail4b
   LOWBETA    63  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.27 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.58 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.74 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.89 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.16 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.35 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.44 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.58 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.04 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.18 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.27 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.35 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.32 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.59 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.91 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.16 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.10 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.19 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.32 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  4.43 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  3.94 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.25 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  5.00 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.50 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  6.04 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.75 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  7.02 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  1.00 |   7.87%   0.5073  -35.81% | 0.6636/0.3942 |  0.4534 |  7.98 0.750  0.81 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RULE 8 H=126 CASH     LOWBETA  IS-argmax = look 63 / ROT 0.00 (IS Sh 0.6117) -> OOS 0.4534 vs do-nothing 0.4534 (+0.0000)  cellmean 0.4534 worst 0.4534  rank corr +nan
   RULE 8 H=126 CASH     HIGHBETA IS-argmax = look 63 / ROT 0.00 (IS Sh 0.6117) -> OOS 0.4534 vs do-nothing 0.4534 (+0.0000)  cellmean 0.4534 worst 0.4534  rank corr +nan
   RULE 8 H=126 CASH     RANDOM   IS-argmax = look 126 / ROT 0.00 (IS Sh 0.6117) -> OOS 0.4534 vs do-nothing 0.4534 (+0.0000)  cellmean 0.4534 worst 0.4534  rank corr +nan

   --- MINHOLD 0 / FILL RESPREAD ---
   kind     look   ROT |    CAGR   Sharpe    MaxDD |  H1/H2 Sharpe |  OOS Sh | turn  gross beta | rotwk rotsl | 4a 4b | fail4b
   LOWBETA    63  0.00 |   7.19%   0.5032  -30.96% | 0.6881/0.3614 |  0.4812 | 20.20 0.750  0.66 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.25 |   7.14%   0.5007  -30.76% | 0.6881/0.3564 |  0.4772 | 21.56 0.750  0.66 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.50 |   6.96%   0.4897  -31.51% | 0.6881/0.3374 |  0.4606 | 21.50 0.750  0.67 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.75 |   6.91%   0.4878  -31.99% | 0.6881/0.3327 |  0.4573 | 21.28 0.750  0.67 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  1.00 |   6.90%   0.4883  -31.60% | 0.6881/0.3328 |  0.4579 | 21.15 0.750  0.66 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.00 |   7.19%   0.5032  -30.96% | 0.6881/0.3614 |  0.4812 | 20.20 0.750  0.66 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.25 |   7.04%   0.4941  -30.76% | 0.6881/0.3456 |  0.4673 | 21.16 0.750  0.67 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.50 |   6.92%   0.4869  -31.91% | 0.6881/0.3328 |  0.4564 | 21.06 0.750  0.67 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.75 |   6.83%   0.4832  -32.59% | 0.6881/0.3245 |  0.4503 | 20.90 0.750  0.67 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  1.00 |   6.88%   0.4871  -32.02% | 0.6881/0.3308 |  0.4561 | 20.86 0.750  0.67 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.00 |   7.19%   0.5032  -30.96% | 0.6881/0.3614 |  0.4812 | 20.20 0.750  0.66 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.25 |   6.85%   0.4814  -31.98% | 0.6881/0.3248 |  0.4485 | 20.68 0.750  0.68 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.50 |   6.76%   0.4778  -32.47% | 0.6881/0.3164 |  0.4424 | 20.69 0.750  0.67 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.75 |   6.77%   0.4800  -32.64% | 0.6881/0.3187 |  0.4454 | 20.66 0.750  0.67 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  1.00 |   6.87%   0.4862  -32.33% | 0.6881/0.3294 |  0.4548 | 20.63 0.750  0.66 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.00 |   7.19%   0.5032  -30.96% | 0.6881/0.3614 |  0.4812 | 20.20 0.750  0.66 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.25 |   6.96%   0.4877  -31.37% | 0.6881/0.3361 |  0.4581 | 21.84 0.750  0.68 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.50 |   7.02%   0.4901  -31.67% | 0.6881/0.3412 |  0.4620 | 21.60 0.750  0.68 | 0.007 0.050 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.75 |   6.97%   0.4881  -31.75% | 0.6881/0.3371 |  0.4587 | 21.58 0.750  0.68 | 0.007 0.060 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  1.00 |   6.87%   0.4821  -32.85% | 0.6881/0.3266 |  0.4497 | 21.50 0.750  0.68 | 0.007 0.066 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.00 |   7.19%   0.5032  -30.96% | 0.6881/0.3614 |  0.4812 | 20.20 0.750  0.66 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.25 |   7.09%   0.4955  -31.37% | 0.6881/0.3495 |  0.4698 | 20.96 0.750  0.68 | 0.007 0.026 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.50 |   7.03%   0.4904  -31.17% | 0.6881/0.3420 |  0.4624 | 20.82 0.750  0.69 | 0.007 0.039 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.75 |   6.92%   0.4845  -32.02% | 0.6881/0.3314 |  0.4535 | 20.82 0.750  0.69 | 0.007 0.048 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  1.00 |   6.96%   0.4867  -31.72% | 0.6881/0.3353 |  0.4568 | 20.80 0.750  0.69 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.00 |   7.19%   0.5032  -30.96% | 0.6881/0.3614 |  0.4812 | 20.20 0.750  0.66 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.25 |   6.97%   0.4884  -31.00% | 0.6881/0.3372 |  0.4591 | 20.29 0.750  0.68 | 0.007 0.026 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.50 |   6.80%   0.4777  -32.27% | 0.6881/0.3193 |  0.4431 | 20.30 0.750  0.69 | 0.007 0.039 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.75 |   6.79%   0.4773  -32.58% | 0.6881/0.3182 |  0.4424 | 20.30 0.750  0.68 | 0.007 0.047 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  1.00 |   6.83%   0.4791  -32.26% | 0.6881/0.3216 |  0.4452 | 20.31 0.750  0.69 | 0.007 0.053 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.00 |   7.19%   0.5032  -30.96% | 0.6881/0.3614 |  0.4812 | 20.20 0.750  0.66 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.25 |   7.09%   0.4952  -31.65% | 0.6881/0.3490 |  0.4694 | 24.52 0.750  0.67 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.50 |   6.96%   0.4889  -30.61% | 0.6881/0.3368 |  0.4595 | 24.44 0.750  0.68 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
